seed,n0,m0,M,time,solution,dual_gap,rel_dual_gap,termination,ncalls
8,7,70,20.0,6.125,6.59140783966623,0.057026462793237975,0.008727140260755306,OPTIMAL,405
9,7,70,20.0,14.295,-0.046142894128506584,2.2987770556426312e-5,0.0004981865786832975,OPTIMAL,1563
10,7,70,20.0,14.868,5.2197531321428485,0.04091436596759568,0.007900297308891182,OPTIMAL,1099
1,8,80,20.0,28.509,5.842870044921049,0.005864830109829633,0.0010047669813533504,OPTIMAL,2041
2,8,80,20.0,59.716,4.641723460535987,0.03347974955980959,0.0072651864049780215,OPTIMAL,6832
3,8,80,20.0,46.508,1.4896741432179557,0.01298797215035874,0.00879535029502501,OPTIMAL,3007
4,8,80,20.0,23.756,3.1520256573765897,0.0010678855364520956,0.00033890823482171195,OPTIMAL,1877
5,8,80,20.0,41.63,4.089808549660781,0.0836495233408101,0.020880230363109167,OPTIMAL,2911
6,8,80,20.0,33.119,4.058774309170122,0.022159841103341904,0.005489709576836234,OPTIMAL,6378
7,8,80,20.0,29.585,2.345266612483857,0.05661965532704505,0.024739357527376653,OPTIMAL,2475
8,8,80,20.0,18.084,7.626381718169295,0.06782994068058468,0.008973933456750205,OPTIMAL,957
9,8,80,20.0,54.46,-0.7290934086366232,0.0246507559769944,0.033810147897359775,OPTIMAL,5388
10,8,80,20.0,29.259,5.541656049536443,0.05484972554470069,0.009996657856294918,OPTIMAL,2932
1,9,90,20.0,151.022,4.305484696050537,0.04120405328892307,0.009662603552809013,OPTIMAL,8791
2,9,90,20.0,72.605,5.187216497903775,0.02990773969059557,0.005799098152300177,OPTIMAL,4615
3,9,90,20.0,86.19,1.0228358740797912,0.05527433452220065,0.057127461419636816,OPTIMAL,5172
4,9,90,20.0,53.859,2.3463650881426505,0.012470059548876922,0.005343025027304002,OPTIMAL,4339
5,9,90,20.0,84.5,3.5005488953510326,0.003686537467716633,0.0010542415143695073,OPTIMAL,5901
6,9,90,20.0,156.996,3.871318854067899,0.013213764696496266,0.0034249364365160854,OPTIMAL,8593
7,9,90,20.0,93.221,1.0814159308845894,0.023761991259693138,0.02246669763090986,OPTIMAL,6506
8,9,90,20.0,11.419,9.53777885959563,0.05105173228536586,0.005381385128955466,OPTIMAL,681
9,9,90,20.0,136.227,-0.1672865197301422,0.0033606701672574957,0.020089306494502676,OPTIMAL,7941
10,9,90,20.0,55.022,6.121167776427199,0.057175719986360285,0.009428726069261813,OPTIMAL,2950
1,10,100,20.0,435.176,5.8274264764820325,0.0475517954862168,0.008227132612851754,OPTIMAL,25365
2,10,100,20.0,286.766,5.833520749928703,0.028703840687226645,0.004944831359199133,OPTIMAL,15303
3,10,100,20.0,156.685,2.1570709337350773,0.10762928868964794,0.0525163958436407,OPTIMAL,9956
4,10,100,20.0,162.972,1.8355567286570873,0.014928669681659956,0.008199736133947744,OPTIMAL,9952
5,10,100,20.0,257.24,3.7832770001891403,0.012385518937652495,0.003284506859778944,OPTIMAL,13947
6,10,100,20.0,416.258,4.090223549887737,0.029228244874845544,0.007197310678681703,OPTIMAL,25079
7,10,100,20.0,168.317,1.5345277450482158,0.025762841967474248,0.017075451526522917,OPTIMAL,12668
8,10,100,20.0,17.827,9.436623779094981,0.08695552474396351,0.009300386107656532,OPTIMAL,1048
9,10,100,20.0,148.742,-0.5486771441142742,7.071256659862968e-5,0.00012887827998153724,OPTIMAL,10698
10,10,100,20.0,203.328,7.157957775146258,0.0657491746132326,0.009270620524090495,OPTIMAL,11751
1,11,110,20.0,681.3,5.753686329659815,0.04545980025211005,0.007963909634263766,OPTIMAL,34185
2,11,110,20.0,535.396,5.630277312316852,0.043345428903123207,0.007758360010045132,OPTIMAL,27900
3,11,110,20.0,263.392,1.8447204444175198,0.04271029359790468,0.023701472257788667,OPTIMAL,15565
4,11,110,20.0,354.379,1.2234557751804016,0.011967082163338194,0.009877997402960196,OPTIMAL,23817
5,11,110,20.0,275.689,3.8819685611384855,0.031197358650081775,0.00810158719113765,OPTIMAL,18395
6,11,110,20.0,515.366,4.526489211402398,0.04359823156811338,0.009725472192885012,OPTIMAL,26577
7,11,110,20.0,299.939,1.1829453662837262,0.01917132638158847,0.016473409548816365,OPTIMAL,18420
8,11,110,20.0,28.923,10.505703730502773,0.10392963365614882,0.0099915295879821,OPTIMAL,1512
9,11,110,20.0,216.486,0.6362265437186527,0.005915537155890105,0.00938510845328396,OPTIMAL,14973
10,11,110,20.0,355.206,8.026147110434103,0.07168265374392657,0.009011625375186284,OPTIMAL,20273
1,12,120,20.0,1030.056,6.688039829794448,0.0602035900534732,0.009083445618720664,OPTIMAL,55926
2,12,120,20.0,584.412,6.440367885910429,0.058736663070276585,0.009204020260533916,OPTIMAL,34515
3,12,120,20.0,474.733,0.4357208568236117,0.003289036590894412,0.007605907884217182,OPTIMAL,29215
4,12,120,20.0,918.44,1.3062344895348161,0.006828617714162988,0.00525518459031982,OPTIMAL,51071
5,12,120,20.0,1151.758,3.4527994561304416,0.02467332900309316,0.007197322411170606,OPTIMAL,62227
6,12,120,20.0,1780.454,3.973014479651219,0.03636993160711688,0.00923881523039388,OPTIMAL,85878
7,12,120,20.0,1203.727,0.7008178951490766,0.00793630637214282,0.011454058674227285,OPTIMAL,58707
8,12,120,20.0,83.48,11.143928704325912,0.10703610254060969,0.009698028820475772,OPTIMAL,4347
9,12,120,20.0,688.347,-0.1402028088419675,0.0012178786784511897,0.008686549781067131,OPTIMAL,40490
10,12,120,20.0,945.623,7.60606686121085,0.07370486087661998,0.009785092760192553,OPTIMAL,45944
1,13,130,20.0,1800.597,8.679277599823152,0.9985922325154206,0.13001342780760874,Time limit reached,84994
2,13,130,20.0,1800.405,7.384049041559243,0.36998563887137426,0.052749115260291426,Time limit reached,88345
3,13,130,20.0,1801.097,0.5959215901185713,0.5662564878001566,19.088303883875415,Time limit reached,87924
4,13,130,20.0,1800.642,2.9487366768590997,0.6978414698220536,0.31002841342429865,Time limit reached,89068
5,13,130,20.0,1800.859,3.8079348417309804,0.1517518259144195,0.041505533300150645,Time limit reached,92920
6,13,130,20.0,1800.564,4.977008111342203,1.3278424871241343,0.36387564278030277,Time limit reached,84670
7,13,130,20.0,1709.819,0.945578169350069,0.007323922076299838,0.007805903461221233,OPTIMAL,97204
8,13,130,20.0,59.71,12.396237135867965,0.11452273303088134,0.009324653649691325,OPTIMAL,3335
9,13,130,20.0,1800.366,1.4327393670209136,2.6724128491690786,Inf,Time limit reached,72066
10,13,130,20.0,864.036,8.747952725298923,0.08633061414047916,0.009967026156597465,OPTIMAL,33886
1,14,140,20.0,1800.99,7.629109337055854,1.6065882273637317,0.2667634032495508,Time limit reached,74867
2,14,140,20.0,1800.897,7.644228200611921,1.645767902769153,0.27436505720660054,Time limit reached,77306
3,14,140,20.0,1800.704,2.9670908725906315,4.490558783052103,Inf,Time limit reached,80697
4,14,140,20.0,1801.253,3.7926925882910245,2.351342774212699,1.6313477486492556,Time limit reached,85548
5,14,140,20.0,1801.064,4.144835790852943,1.307866313815535,0.46100824291606923,Time limit reached,89161
6,14,140,20.0,1800.175,6.538716176247018,4.5977584620080965,2.3688091854236744,Time limit reached,80093
7,14,140,20.0,1800.42,2.460151506190616,1.4333580246671231,1.3959555163326467,Time limit reached,84719
8,14,140,20.0,124.972,13.154940546605097,0.11280468764074314,0.00864924954475215,OPTIMAL,5528
9,14,140,20.0,1800.32,2.342611801119284,5.282395309807455,Inf,Time limit reached,74086
10,14,140,20.0,1384.638,9.340861395020294,0.08976991317062755,0.009703710459112109,OPTIMAL,58307
1,15,150,20.0,1800.217,9.452398844645542,1.1297613891286797,0.1357455968936614,Time limit reached,72836
2,15,150,20.0,1800.755,9.679912541152698,7.2425926665316815,2.971539657944096,Time limit reached,71888
3,15,150,20.0,1801.034,4.558661582909142,5.665982584114236,Inf,Time limit reached,79306
4,15,150,20.0,1801.272,4.3800566400099585,3.0707926422846823,2.3454342650679294,Time limit reached,86789
5,15,150,20.0,1800.29,4.264199787181374,5.111025769351171,Inf,Time limit reached,75231
6,15,150,20.0,1800.227,5.747229050710563,5.325252931958423,12.61979693947176,Time limit reached,76166
7,15,150,20.0,1800.64,3.185234061478904,4.1901328190383405,Inf,Time limit reached,77711
8,15,150,20.0,175.265,13.074422568420067,0.10478290850060645,0.008079091728694731,OPTIMAL,6888
9,15,150,20.0,1800.324,3.027663679732677,4.995581618940603,Inf,Time limit reached,81251
10,15,150,20.0,1800.369,9.965514495870858,0.6561151157795297,0.07047878053042483,Time limit reached,92164
