seed,dimension,p,k,Ns,time,solution,dual_gap,rel_dual_gap,termination,ncalls
3,70,70,35.0,1.0,10.441,-451279.2324878797,1.1670636013150215e-7,2.586122997242879e-13,OPTIMAL,17
3,70,70,35.0,5.0,10.141,-270888.333930928,3.096647560596466e-8,1.1431454118603938e-13,OPTIMAL,54
3,70,70,35.0,10.0,5.134,-334128.5243423216,1.1525116860866547e-8,3.449306485745834e-14,OPTIMAL,37
4,70,70,35.0,0.1,0.047,-46348.15535596037,0.0,0.0,OPTIMAL,4
4,70,70,35.0,1.0,1681.87,-121630.61831561955,1.499222608457785,1.2326029656179575e-5,OPTIMAL,5146
4,70,70,35.0,5.0,5.065,-91515.61957032623,5.129550117999315e-8,5.605108878771731e-13,OPTIMAL,32
4,70,70,35.0,10.0,9.854,-98720.64806721728,7.0329406298697e-8,7.124082719839e-13,OPTIMAL,36
5,70,70,35.0,0.1,0.023,-3035.668395004075,0.0,0.0,OPTIMAL,4
5,70,70,35.0,1.0,102.803,-10565.797269608262,0.04906783341721166,4.644025639063856e-6,OPTIMAL,744
5,70,70,35.0,5.0,5.142,-6306.4171199919965,8.337610779562965e-8,1.322083620687232e-11,OPTIMAL,46
5,70,70,35.0,10.0,10.509,-7258.920077449231,6.512163963634521e-8,8.971257286418397e-12,OPTIMAL,51
6,70,70,35.0,0.1,0.023,-3.0386333812987427e6,0.0,0.0,OPTIMAL,4
6,70,70,35.0,1.0,61.125,-1.1855187100803122e7,0.0,0.0,OPTIMAL,90
6,70,70,35.0,5.0,9.972,-5.166076419162511e6,1.210719347000122e-8,2.3435955041416046e-15,OPTIMAL,52
6,70,70,35.0,10.0,5.053,-7.144340615734387e6,3.166496753692627e-8,4.43217495358336e-15,OPTIMAL,34
7,70,70,35.0,0.1,0.024,-3386.4677525452216,0.0,0.0,OPTIMAL,4
7,70,70,35.0,1.0,23.273,-10290.695922906853,6.548307283082977e-7,6.363327934417532e-11,OPTIMAL,130
7,70,70,35.0,5.0,5.075,-5534.788584581497,6.137452146504074e-8,1.1088864647154624e-11,OPTIMAL,40
7,70,70,35.0,10.0,10.133,-7314.396731881549,5.050515028415248e-8,6.9048962116060355e-12,OPTIMAL,81
8,70,70,35.0,0.1,0.022,-1315.312277217477,0.0,0.0,OPTIMAL,4
8,70,70,35.0,1.0,1805.187,-3289.210447293487,42.88721333348758,0.013038756267108766,Time limit reached,15796
8,70,70,35.0,5.0,4.676,-2195.221969434565,4.1863131627906114e-8,1.9070113278198026e-11,OPTIMAL,60
8,70,70,35.0,10.0,13.866,-2487.848747981414,1.8180162442149594e-7,7.307583492324676e-11,OPTIMAL,92
9,70,70,35.0,0.1,0.023,-278.0096898092364,0.0,0.0,OPTIMAL,4
9,70,70,35.0,1.0,1802.404,-839.604654663324,36.46803942530346,0.043434775191815614,Time limit reached,33506
9,70,70,35.0,5.0,8.711,-576.7685924126064,7.924802503112005e-8,1.3740003542777502e-10,OPTIMAL,118
9,70,70,35.0,10.0,12.448,-578.0404625721395,1.6517446965735871e-7,2.857489749461006e-10,OPTIMAL,127
10,70,70,35.0,0.1,0.021,-542.5786305155099,0.0,0.0,OPTIMAL,4
10,70,70,35.0,1.0,157.479,-1500.8921812622932,0.007722099442162289,5.145006109411392e-6,OPTIMAL,2228
10,70,70,35.0,5.0,8.861,-1037.1236865162593,8.642427928862162e-8,8.333073519796302e-11,OPTIMAL,135
10,70,70,35.0,10.0,8.771,-1051.4611234906681,4.894718586001545e-8,4.6551588800087354e-11,OPTIMAL,116
1,90,90,45.0,0.1,0.03,-18670.312276752353,0.0,0.0,OPTIMAL,4
1,90,90,45.0,1.0,100.475,-53629.388933053306,0.5413417382296757,1.0094124676778323e-5,OPTIMAL,381
1,90,90,45.0,5.0,14.071,-26494.044090327618,3.284003469161689e-8,1.2395251770418112e-12,OPTIMAL,78
1,90,90,45.0,10.0,20.833,-43246.352939685145,4.5807973947376013e-7,1.059233226239066e-11,OPTIMAL,89
2,90,90,45.0,0.1,0.029,-14084.188010188294,0.0,0.0,OPTIMAL,4
2,90,90,45.0,1.0,1105.222,-38389.95939060656,0.14119738418230554,3.6779769091616806e-6,OPTIMAL,5725
2,90,90,45.0,5.0,14.29,-28724.028392155862,5.95719029661268e-8,2.0739397048637883e-12,OPTIMAL,94
2,90,90,45.0,10.0,22.821,-27681.22285299091,7.951166480779648e-8,2.8724043453595247e-12,OPTIMAL,104
3,90,90,45.0,0.1,0.03,-4063.3151238691667,0.0,0.0,OPTIMAL,4
3,90,90,45.0,1.0,1806.455,-9550.670948287163,55.55579935120841,0.005816952510668572,Time limit reached,10180
3,90,90,45.0,5.0,10.925,-5303.95027410414,2.0350853446871042e-8,3.836923876573935e-12,OPTIMAL,101
3,90,90,45.0,10.0,10.857,-6716.2112457322955,4.1114617488346994e-8,6.121698080070455e-12,OPTIMAL,102
4,90,90,45.0,0.1,0.034,-10504.732237194454,0.0,0.0,OPTIMAL,4
4,90,90,45.0,1.0,8.262,-26797.483378025852,6.420159479603171e-7,2.39580687075554e-11,OPTIMAL,38
4,90,90,45.0,5.0,5.497,-15800.080407201125,1.4011675375513732e-8,8.868103841501781e-13,OPTIMAL,56
4,90,90,45.0,10.0,11.303,-19683.242005497366,1.8141872715204954e-7,9.216912899886146e-12,OPTIMAL,48
5,90,90,45.0,0.1,0.025,-1000.1461563458813,0.0,0.0,OPTIMAL,4
5,90,90,45.0,1.0,1806.05,-3026.7205836451108,68.04364947834665,0.022480981510490466,Time limit reached,23104
5,90,90,45.0,5.0,12.129,-2084.030395380271,6.141226549516432e-8,2.946802773668687e-11,OPTIMAL,146
5,90,90,45.0,10.0,18.262,-2304.3892891090145,6.818436304456554e-8,2.9588908161836156e-11,OPTIMAL,161
6,90,90,45.0,0.1,0.038,-1.4397826701698136e6,0.0,0.0,OPTIMAL,4
6,90,90,45.0,1.0,11.592,-5.892483083339364e6,2.9802322387695312e-8,5.05768484460474e-15,OPTIMAL,34
6,90,90,45.0,5.0,5.879,-2.1317104343689275e6,6.28642737865448e-8,2.949006242733674e-14,OPTIMAL,33
6,90,90,45.0,10.0,5.919,-4.512327662260908e6,9.220093488693237e-8,2.0433120506309812e-14,OPTIMAL,38
7,90,90,45.0,0.1,0.041,-129915.86278481437,0.0,0.0,OPTIMAL,4
7,90,90,45.0,1.0,6.025,-510749.5007517055,4.21423465013504e-8,8.251079333279148e-14,OPTIMAL,36
7,90,90,45.0,5.0,5.939,-229647.7893177417,5.384208634495735e-8,2.3445506052950156e-13,OPTIMAL,44
7,90,90,45.0,10.0,11.751,-474262.43934353726,7.142079994082451e-8,1.5059341414361946e-13,OPTIMAL,49
8,90,90,45.0,0.1,0.029,-118972.5986311546,0.0,0.0,OPTIMAL,4
8,90,90,45.0,1.0,14.327,-411269.1644920541,0.0007625195430591702,1.8540644640862748e-9,OPTIMAL,62
8,90,90,45.0,5.0,5.944,-194754.7767070245,4.700268618762493e-8,2.413429184247044e-13,OPTIMAL,44
8,90,90,45.0,10.0,5.935,-308842.416221465,2.7474015951156616e-8,8.895803979028426e-14,OPTIMAL,44
9,90,90,45.0,0.1,0.029,-8286.736243114898,0.0,0.0,OPTIMAL,4
9,90,90,45.0,1.0,614.638,-19961.275688235994,0.34590059266702156,1.7328581502978545e-5,OPTIMAL,2771
9,90,90,45.0,5.0,6.01,-9900.954504860083,1.1272277333773673e-8,1.13850410364379e-12,OPTIMAL,36
9,90,90,45.0,10.0,6.062,-13134.362409449226,3.7409336073324084e-8,2.848203430599019e-12,OPTIMAL,40
10,90,90,45.0,0.1,0.027,-95338.92676350637,0.0,0.0,OPTIMAL,4
10,90,90,45.0,1.0,55.548,-222418.81183500984,0.15255610237363726,6.858956808329832e-7,OPTIMAL,173
10,90,90,45.0,5.0,11.956,-111153.12892827157,4.783214535564184e-8,4.303265757503641e-13,OPTIMAL,70
10,90,90,45.0,10.0,19.114,-148394.71332816547,1.1685187928378582e-7,7.874396375925828e-13,OPTIMAL,74
