seed;dimension;var_A;p;k;M;time;x;solution;dual_gap;rel_dual_gap;termination;ncalls
3;5;1;25;5.0;1.0;39.058;[0.0, 0.0, 0.0, -0.038255782519907675, -0.03277652155293108, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04758019738442973, 0.0, 0.0, 0.048889008066706374, -0.029339228779703158, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0];0.6553140703772264;0.006463230401381859;0.009961041896196777;OPTIMAL;19787
3;5;5;25;5.0;1.0;171.72;[0.0, 0.0, 0.0, -0.07055034363340988, -0.0673634095313883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10090145064662447, 0.0, 0.0, 0.06894320159414584, 0.0, 0.07014576395257431, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0];0.3613782945414862;0.00357071072171522;0.00997941598553093;OPTIMAL;83601
1;10;1;50;10.0;0.1;254.748;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06654095324413448, 0.0, 0.06889483268739097, 0.0, 0.0, 0.0, -0.07976608471866684, -0.07770218522959635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, -0.08133924963517522, 0.0, 0.07284231166613042, 0.0, 0.08237375298307045, 0.05994500588553834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09249260228632103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.5524563901105974;0.003074877870428705;0.005596980972094462;OPTIMAL;85316
1;10;5;50;10.0;0.1;697.541;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08209326227213795, 0.0, 0.0, 0.07762995231197628, -0.06104315846683724, 0.0, 0.0, -0.07617042288542358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, -0.07951165504410146, 0.0, -0.0680122254453435, 0.0, 0.08871842989583456, 0.0, 0.07415841887798061, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07947762886884943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.1783786937164944;0.001760738900619202;0.009969195388174312;OPTIMAL;202551
1;10;1;50;10.0;1.0;1800.621;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06542570564790565, 0.0, 0.06863019329823579, 0.0, 0.0, 0.0, -0.08021945453371648, -0.07598552583342347, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057531585560735204, 0.0, -0.12160338590519443, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07005961188102162, 0.0, 0.08725342995569382, 0.05900967872937744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09111857167991733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.5576284401825901;0.04173934927030498;0.0809076020516235;Time limit reached;356940
1;10;5;50;10.0;1.0;1800.633;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0893960452669363, 0.0, 0.056141237956837495, 0.08654244697424267, 0.0, 0.0, -0.0449591748736891, -0.07224774412860736, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11044713428625448, 0.0, 0.0, 0.0, 0.0, -0.06577741323878032, 0.0, 0.10322394783105483, 0.0, 0.0640596773971631, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06814567218942551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.18805076718664826;0.04797805406214284;0.34252248701356225;Time limit reached;323352
2;10;1;50;10.0;0.1;0.021;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.1, 0.1, -0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0];0.4397914264701337;0.005995646430049573;0.013821357205216602;OPTIMAL;3
2;10;5;50;10.0;0.1;5.099;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.1, 0.1, -0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, -0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0];0.06446303612227391;0.0006350436253008129;0.00994929654619685;OPTIMAL;1206
2;10;1;50;10.0;1.0;1800.281;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.45868490279873536, 0.0, 0.3527843303278883, 0.23822153082796851, -0.325107695386118, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18664285154455032, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3770181545413694, 0.0, 0.0, 0.0, 0.0, -0.3609974098012217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.24654117354683433, 0.0, 0.0, -0.236923957052067, 0.0, 0.0, 0.0, 0.0, -0.26905030447675593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0];0.24914722062431882;0.020275356534153993;0.0885882439711613;Time limit reached;367305
2;10;5;50;10.0;1.0;1800.364;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.20985115931789372, 0.0, 0.15711730208512914, 0.10774249884227421, -0.16215394185340254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09194299956789308, 0.0, 0.0, 0.0, 0.0, 0.0, -0.17902668936057187, 0.0, 0.0, 0.0, 0.0, -0.1831515700502947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11090944832616315, 0.0, 0.0, -0.10175530231687703, 0.0, 0.0, 0.0, 0.0, -0.10685675380138408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0];0.03734936127333269;0.008346531289678938;0.28778334025966146;Time limit reached;403906
3;10;1;50;10.0;0.1;86.781;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03531473782353791, 0.03472595874135028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02550820277995515, 0.0, 0.0, -0.024464117868850735, 0.0, 0.0, 0.0, 0.02137214950075462, -0.026758591098054008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03599951781694683, 0.0, 0.0, 0.0, -0.03554302719144741, 0.0, 0.0, 0.0, 0.0, 0.048123224396835536, 0.03535126240027433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0];0.6417043882144098;0.006347262038444157;0.009990069800029673;OPTIMAL;27727
3;10;5;50;10.0;0.1;238.366;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0469077409578617, 0.05339478341800386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04617227679149287, 0.0, 0.0, -0.04705842798077525, 0.0, 0.0, 0.0, 0.04134810386863098, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06697325905155217, 0.04487385811406799, 0.0, 0.0, -0.048293685309468606, 0.0, 0.0, 0.0, 0.0, 0.08774959485675758, 0.05680058844677197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0];0.30951926984599853;0.0030589534083544923;0.009981564477621043;OPTIMAL;67263
3;10;1;50;10.0;1.0;1800.607;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03582686871976889, 0.03480517211148577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.025747244481870782, 0.0, 0.0, -0.025016403360593423, 0.0, 0.0, 0.0, 0.02161033101595674, -0.026868344866970033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03615744572718122, 0.0, 0.0, 0.0, -0.03565033170869961, 0.0, 0.0, 0.0, 0.0, 0.04839835335128307, 0.0, 0.0, -0.02108732760264763, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0];0.6451589401368436;0.015086260604789015;0.023943683157303934;Time limit reached;320159
3;10;5;50;10.0;1.0;1800.53;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044445811341902015, 0.05463140408609369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04663270222067355, 0.0, 0.0, -0.047809618772913814, 0.0, 0.0, 0.0, 0.04584032964993374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06704941425027316, 0.0, 0.0, 0.0, -0.048703188091254235, 0.0, 0.0, 0.0, 0.0, 0.0864347789938893, 0.055775392006080345, 0.0, -0.04152299611416123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0];0.311118145969294;0.03063994941904724;0.10924182270103193;Time limit reached;268853
1;15;1;75;15.0;0.1;1800.135;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08996145778311268, 0.0, 0.0, 0.0, 0.057448286044289795, 0.0, -0.05239197815830271, 0.0, 0.0, -0.08350922309769224, 0.0, 0.0, 0.0693147442254714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.045529320775302584, 0.0, -0.038709213515779675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07311513958357979, 0.0, 0.0, 0.054482384788022795, 0.0, 0.0, 0.0647317912924966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04808375301935408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05651373297429366, 0.0, 0.0, -0.04608783445867522, -0.040302108718951235, -0.04693482848584421, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.5766698940488074;0.02092019584433069;0.037643197849535376;Time limit reached;444674
1;15;5;75;15.0;0.1;1800.301;[0.05291748645597085, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07363307621494314, 0.0, 0.0, 0.0, 0.07435192182358415, 0.0, 0.0, 0.0, 0.0, -0.08465289606849659, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.06163943657916088, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.05656139158328109, -0.08154647204832897, 0.0, 0.0, 0.05510061927344342, 0.0, 0.0, 0.07364881982331879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06720302509357881, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06675896953244599, -0.05728798839088164, 0.0, 0.0, -0.04839722192249117, -0.062233108880131276, 0.0, 0.0, -0.05545874641583369, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.21010734730101382;0.03003230228920889;0.1667765918772371;Time limit reached;377323
1;15;1;75;15.0;1.0;1801.284;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0901382704159125, 0.0, 0.0, 0.0, 0.05856531118233689, 0.0, -0.04979962108748419, 0.0, 0.0, -0.08459489976403058, 0.0, 0.0, 0.06735166694404554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04480186515547824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.04019178714769829, -0.07290045202852015, 0.0, 0.0, 0.05136609541697647, 0.0, 0.0, 0.06569945658451859, 0.0, 0.0, 0.0, 0.0, -0.04219581052520749, 0.0, 0.045985320798767965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04801958489742335, -0.055830768416353385, 0.0, 0.0, 0.0, 0.0, -0.04562630415436478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.5758309452289754;0.04476711460146143;0.0842970505985389;Time limit reached;267056
