seed,dimension,p,k,Ns,solution,termination,time
6,70,70,35.0,0.1,-3.0386333812987427e6,LOCALLY_SOLVED,1.3438849449157715
6,70,70,35.0,1.0,-1.1858215448228937e7,LOCALLY_SOLVED,3.3053460121154785
6,70,70,35.0,5.0,-1.1858224742954511e7,LOCALLY_SOLVED,40.27135896682739
6,70,70,35.0,10.0,-1.1858223966871096e7,LOCALLY_SOLVED,51.42886996269226
7,70,70,35.0,0.1,-3386.4677532922483,LOCALLY_SOLVED,1.7381539344787598
7,70,70,35.0,1.0,-10513.103667223715,LOCALLY_SOLVED,1766.1998009681702
7,70,70,35.0,5.0,-10513.588193774218,LOCALLY_SOLVED,1800.9277379512787
7,70,70,35.0,10.0,-10512.919575696484,LOCALLY_SOLVED,1800.432018995285
8,70,70,35.0,0.1,-1315.31227753059,LOCALLY_SOLVED,1.7840869426727295
8,70,70,35.0,1.0,-3330.4856389626743,LOCALLY_SOLVED,1607.3265070915222
8,70,70,35.0,5.0,-3334.321282343041,LOCALLY_SOLVED,1801.285481929779
8,70,70,35.0,10.0,-3334.0641204662847,LOCALLY_SOLVED,1801.7955479621887
9,70,70,35.0,0.1,-278.06893117941644,LOCALLY_SOLVED,1.8144659996032715
9,70,70,35.0,1.0,-875.2582875523129,LOCALLY_SOLVED,1010.4762530326843
9,70,70,35.0,5.0,-876.5993396317834,LOCALLY_SOLVED,1802.1454520225525
9,70,70,35.0,10.0,-876.5993396317862,LOCALLY_SOLVED,1809.0562200546265
10,70,70,35.0,0.1,-542.5786306502353,LOCALLY_SOLVED,1.8438999652862549
10,70,70,35.0,1.0,-1557.3992749642155,LOCALLY_SOLVED,1806.1662340164185
10,70,70,35.0,5.0,-1563.8658028885027,LOCALLY_SOLVED,1801.2544808387756
10,70,70,35.0,10.0,-1563.886256389159,LOCALLY_SOLVED,1802.2553730010986
1,90,90,45.0,0.1,-18670.312279986265,LOCALLY_SOLVED,2.4822919368743896
1,90,90,45.0,1.0,-53741.072596002865,LOCALLY_SOLVED,1801.3413219451904
1,90,90,45.0,5.0,-53756.947233447645,LOCALLY_SOLVED,1799.2284970283508
1,90,90,45.0,10.0,-53757.29426241559,LOCALLY_SOLVED,1802.1874089241028
2,90,90,45.0,0.1,-14084.18801354083,LOCALLY_SOLVED,3.7017621994018555
2,90,90,45.0,1.0,-38695.2974733781,LOCALLY_SOLVED,1801.6589119434357
2,90,90,45.0,5.0,-38704.17792364747,LOCALLY_SOLVED,1802.7050440311432
2,90,90,45.0,10.0,-38699.33910745206,LOCALLY_SOLVED,1802.6895430088043
3,90,90,45.0,0.1,-4063.3151247138876,LOCALLY_SOLVED,2.3878300189971924
3,90,90,45.0,1.0,-9605.81044557029,LOCALLY_SOLVED,1817.1579267978668
3,90,90,45.0,5.0,NaN,OTHER_ERROR,1800.0
3,90,90,45.0,10.0,4.90809865882474e83,LOCALLY_SOLVED,1806.3744099140167
4,90,90,45.0,0.1,-10504.732239845383,LOCALLY_SOLVED,3.855015993118286
4,90,90,45.0,1.0,-27956.808500611587,LOCALLY_SOLVED,1801.6070039272308
4,90,90,45.0,5.0,-27959.41568599946,LOCALLY_SOLVED,1802.1415729522705
4,90,90,45.0,10.0,-27958.547314540316,LOCALLY_SOLVED,1804.357761144638
5,90,90,45.0,0.1,-1000.1461566025819,LOCALLY_SOLVED,4.157994031906128
5,90,90,45.0,1.0,-3093.4724382653308,LOCALLY_SOLVED,1803.7763991355896
5,90,90,45.0,5.0,-3102.4275375277266,LOCALLY_SOLVED,1802.406154870987
5,90,90,45.0,10.0,-3102.537754712979,LOCALLY_SOLVED,1802.2678859233856
6,90,90,45.0,0.1,-1.4397826705202484e6,LOCALLY_SOLVED,2.1625449657440186
6,90,90,45.0,1.0,-6.291442397030389e6,LOCALLY_SOLVED,1801.4011058807373
6,90,90,45.0,5.0,-6.291462980205606e6,LOCALLY_SOLVED,1802.8101260662079
6,90,90,45.0,10.0,8.373013465872984e71,LOCALLY_SOLVED,1814.3899080753326
7,90,90,45.0,0.1,-129915.86281363713,LOCALLY_SOLVED,3.7075278759002686
7,90,90,45.0,1.0,-568203.3435289381,LOCALLY_SOLVED,1809.9719700813293
7,90,90,45.0,5.0,-568348.4768652298,LOCALLY_SOLVED,1802.236671924591
7,90,90,45.0,10.0,-568344.6273078562,LOCALLY_SOLVED,1803.657930135727
8,90,90,45.0,0.1,-118972.5986558041,LOCALLY_SOLVED,2.230271100997925
8,90,90,45.0,1.0,-412732.2925607578,LOCALLY_SOLVED,1800.929920911789
8,90,90,45.0,5.0,-412747.2231782525,LOCALLY_SOLVED,1802.6571249961853
8,90,90,45.0,10.0,-412747.56890864874,LOCALLY_SOLVED,1802.2784838676453
9,90,90,45.0,0.1,-8286.736244868807,LOCALLY_SOLVED,2.468791961669922
9,90,90,45.0,1.0,-20011.202020634217,LOCALLY_SOLVED,1803.5609998703003
9,90,90,45.0,5.0,-20012.804906739486,LOCALLY_SOLVED,1800.6800541877747
9,90,90,45.0,10.0,-20012.88135474884,LOCALLY_SOLVED,1800.8679099082947
10,90,90,45.0,0.1,-95338.92678319893,LOCALLY_SOLVED,2.315488815307617
10,90,90,45.0,1.0,-222635.10225371347,LOCALLY_SOLVED,1801.7369439601898
10,90,90,45.0,5.0,-222639.462033198,LOCALLY_SOLVED,1801.3028800487518
10,90,90,45.0,10.0,-222639.4800947451,LOCALLY_SOLVED,1800.1391808986664
