seed,dimension,p,k,time,solution,termination,calls
7,20,100,4.0,0.069257,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.075926,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.067865,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.069955,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.072658,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.060466,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048712,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.051531999999999994,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.08499999999999999,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.06312999999999999,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.068622,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.07585499999999999,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.067525,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.069952,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.072601,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.060516,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048201999999999995,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.051557,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.085186,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.061895,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.068526,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.07615,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.068758,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.06969,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.072697,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.060875,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048957,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.05196,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.085191,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.061841999999999994,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.06849899999999999,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.07592499999999999,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.06755599999999999,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.070059,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.07269199999999999,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.060686,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048517,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.051725999999999994,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.085434,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.062179,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.068853,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.07646599999999999,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.067536,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.070182,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.072494,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.06062,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.194553,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.064654,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.095451,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.070086,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.07485599999999999,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.07951899999999999,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.070894,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.07285,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.075166,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.062621,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.050455,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.053193,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.087223,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.063843,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.070297,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.076941,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.069133,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.071537,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.074085,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.06182,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.049496,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.052715,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.085453,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.062719,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.069965,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.077529,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.070102,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.071379,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.075198,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.062042999999999994,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.050086,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.05391,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.08524699999999999,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.062586,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.070197,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.076046,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.06902,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.07082,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.07361,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.061796,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048841999999999997,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.052103,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.086519,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.062054,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.069894,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.075513,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.067547,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.071266,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.242746,4.094273721776183,OPTIMAL,9
1,20,100,4.0,0.056995,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.062989,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.050391,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.053508,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.08705099999999999,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.046483,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.070034,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.076808,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.068536,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.075463,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.074028,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.061521,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.049795,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.052638,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.087008,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.063135,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.069761,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.076706,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.113353,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.07234499999999999,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.074101,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.061760999999999996,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.049679999999999995,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.052317999999999996,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.08564,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.060881,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.06673799999999999,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.075232,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.067285,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.06849999999999999,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.07238699999999999,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.060627,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.041755,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.053084,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.087347,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.06267199999999999,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.068845,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.07560599999999999,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.066137,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.068116,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.070445,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.05873,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048021,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.050341,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.083186,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.10137499999999999,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.063343,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.081528,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.06866699999999999,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.071051,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.074143,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.059636999999999996,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048285999999999996,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.049831,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.082961,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.06113,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.06677999999999999,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.073806,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.06888899999999999,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.067441,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.078404,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.062181999999999994,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.049607,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.052378,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.084577,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.061853,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.066867,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.073473,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.066521,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.06869299999999999,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.071326,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.058456999999999995,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.047342999999999996,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.049443999999999995,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.086281,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.06422,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.069855,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.07569,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.067575,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.068188,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.071799,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.058445,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.046769,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.049748999999999995,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.083505,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.060884,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.106696,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.077814,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.07041,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.071598,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.074291,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.060738,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.048228,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.050435,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.083489,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.060057,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.067913,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.073739,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.065565,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.07173299999999999,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.067948,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.063124,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.049698,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.052378,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.08666299999999999,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.060995,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.068076,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.073852,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.06547,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.068937,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.070542,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.059702,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.046922,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.049843,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.08269699999999999,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.063943,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.070917,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.07718799999999999,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.067593,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.070509,3.5806530859932204,OPTIMAL,9
1,20,100,4.0,0.070629,4.094273721776183,OPTIMAL,9
2,20,100,4.0,0.058398,4.130157488030617,OPTIMAL,9
3,20,100,4.0,0.046615,6.43175385732042,OPTIMAL,5
4,20,100,4.0,0.049941,4.800626780904599,OPTIMAL,5
5,20,100,4.0,0.083512,5.2725388254138075,OPTIMAL,23
6,20,100,4.0,0.060426,4.521609263020935,OPTIMAL,8
7,20,100,4.0,0.067159,5.951736611786275,OPTIMAL,7
8,20,100,4.0,0.11427899999999999,2.9555758742749325,OPTIMAL,16
9,20,100,4.0,0.06970799999999999,6.5424719551968025,OPTIMAL,9
10,20,100,4.0,0.07266299999999999,3.5806530859932204,OPTIMAL,9
