seed,dimension,p,k,Ns,time,num_nodes,solution,termination
3,8,40,1.6,10.0,0.0,1641,0.6824662618654591,Optimal
1,9,45,1.8,0.1,0.0,1485,0.6887254087082719,Optimal
1,9,45,1.8,1.0,0.0,1503,0.688725415821504,Optimal
1,9,45,1.8,5.0,0.0,1503,0.6887254119462368,Optimal
1,9,45,1.8,10.0,0.0,1503,0.6887254117546463,Optimal
2,9,45,1.8,0.1,0.0,1907,0.690697674396772,Optimal
2,9,45,1.8,1.0,0.0,1907,0.6906976809616971,Optimal
2,9,45,1.8,5.0,0.0,1907,0.6906976774192357,Optimal
2,9,45,1.8,10.0,0.0,1907,0.6906976772752581,Optimal
3,9,45,1.8,0.1,0.0,1771,0.6904183212286552,Optimal
3,9,45,1.8,1.0,0.0,1775,0.6904183209885503,Optimal
3,9,45,1.8,5.0,0.0,1775,0.6904183226842604,Optimal
3,9,45,1.8,10.0,0.0,1775,0.6904183226515778,Optimal
1,10,50,2.0,0.1,0.0,343,0.6769322502085005,Optimal
1,10,50,2.0,1.0,0.0,1201,0.676932248647864,Optimal
1,10,50,2.0,5.0,0.0,1201,0.6769322564961443,Optimal
1,10,50,2.0,10.0,0.0,1201,0.6769322589480701,Optimal
2,10,50,2.0,0.1,0.0,15,0.6590789796495456,Optimal
2,10,50,2.0,1.0,0.0,225,0.559869607064374,Optimal
2,10,50,2.0,5.0,0.0,1531,0.5598696053416858,Optimal
2,10,50,2.0,10.0,0.0,1531,0.559869611709805,Optimal
3,10,50,2.0,0.1,0.0,1581,0.6896791945925393,Optimal
3,10,50,2.0,1.0,0.0,1585,0.6896791998066428,Optimal
3,10,50,2.0,5.0,0.0,1585,0.6896791881999461,Optimal
3,10,50,2.0,10.0,0.0,1585,0.689679170410477,Optimal
1,11,55,2.2,0.1,0.0,779,0.6775735133029093,Optimal
1,11,55,2.2,1.0,0.0,10165,0.6775735125577891,Optimal
1,11,55,2.2,5.0,0.0,15045,0.6775735130871423,Optimal
1,11,55,2.2,10.0,0.0,15045,0.6775735130545717,Optimal
2,11,55,2.2,0.1,0.0,663,0.6635672414659288,Optimal
2,11,55,2.2,1.0,0.0,7905,0.6553616801405968,Optimal
2,11,55,2.2,5.0,0.0,21769,Inf,Time limit reached
2,11,55,2.2,10.0,0.0,22381,Inf,Time limit reached
3,11,55,2.2,0.1,0.0,5879,0.6868664355025694,Optimal
3,11,55,2.2,1.0,0.0,22581,Inf,Time limit reached
3,11,55,2.2,5.0,0.0,23241,Inf,Time limit reached
3,11,55,2.2,10.0,0.0,23203,Inf,Time limit reached
1,12,60,2.4,0.1,0.0,5647,0.6815253879806706,Optimal
1,12,60,2.4,1.0,0.0,18353,Inf,Time limit reached
1,12,60,2.4,5.0,0.0,19169,Inf,Time limit reached
1,12,60,2.4,10.0,0.0,19631,Inf,Time limit reached
2,12,60,2.4,0.1,0.0,12735,0.6859715138082145,Optimal
2,12,60,2.4,1.0,0.0,19569,Inf,Time limit reached
2,12,60,2.4,5.0,0.0,19495,Inf,Time limit reached
2,12,60,2.4,10.0,0.0,19703,Inf,Time limit reached
3,12,60,2.4,0.1,0.0,19941,Inf,Time limit reached
3,12,60,2.4,1.0,0.0,19843,Inf,Time limit reached
3,12,60,2.4,5.0,0.0,19629,Inf,Time limit reached
3,12,60,2.4,10.0,0.0,19723,Inf,Time limit reached
1,13,65,2.6,0.1,0.0,3295,0.6697119856610119,Optimal
1,13,65,2.6,1.0,0.0,15121,Inf,Time limit reached
1,13,65,2.6,5.0,0.0,16085,Inf,Time limit reached
1,13,65,2.6,10.0,0.0,15765,Inf,Time limit reached
2,13,65,2.6,0.1,0.0,5409,0.6709216689159292,Optimal
2,13,65,2.6,1.0,0.0,15231,Inf,Time limit reached
2,13,65,2.6,5.0,0.0,16349,Inf,Time limit reached
2,13,65,2.6,10.0,0.0,15835,Inf,Time limit reached
3,13,65,2.6,0.1,0.0,10119,0.6812079846261739,Optimal
3,13,65,2.6,1.0,0.0,15051,Inf,Time limit reached
3,13,65,2.6,5.0,0.0,16523,Inf,Time limit reached
3,13,65,2.6,10.0,0.0,14149,Inf,Time limit reached
1,14,70,2.8,0.1,0.0,12013,Inf,Time limit reached
1,14,70,2.8,1.0,0.0,14449,Inf,Time limit reached
1,14,70,2.8,5.0,0.0,14229,Inf,Time limit reached
1,14,70,2.8,10.0,0.0,14177,Inf,Time limit reached
2,14,70,2.8,0.1,0.0,2285,0.6709627679828912,Optimal
2,14,70,2.8,1.0,0.0,13783,Inf,Time limit reached
2,14,70,2.8,5.0,0.0,13949,Inf,Time limit reached
2,14,70,2.8,10.0,0.0,13821,Inf,Time limit reached
3,14,70,2.8,0.1,0.0,8877,0.6776152632361869,Optimal
3,14,70,2.8,1.0,0.0,13203,Inf,Time limit reached
3,14,70,2.8,5.0,0.0,14183,Inf,Time limit reached
3,14,70,2.8,10.0,0.0,14047,Inf,Time limit reached
1,15,75,3.0,0.1,0.0,5891,0.6775752420602325,Optimal
1,15,75,3.0,1.0,0.0,13229,0.6775752418557173,Time limit reached
1,15,75,3.0,5.0,0.0,12937,0.6775752387778856,Time limit reached
1,15,75,3.0,10.0,0.0,11979,0.6775752360371331,Time limit reached
2,15,75,3.0,0.1,0.0,15,0.6432501787576613,Optimal
2,15,75,3.0,1.0,0.0,10843,0.5905043620424382,Time limit reached
2,15,75,3.0,5.0,0.0,11109,0.6166125163301288,Time limit reached
2,15,75,3.0,10.0,0.0,11169,0.6166125205658323,Time limit reached
3,15,75,3.0,0.1,0.0,11801,0.6878706558513668,Optimal
3,15,75,3.0,1.0,0.0,13829,0.6895177048046434,Time limit reached
3,15,75,3.0,5.0,0.0,12825,0.6895177019909152,Time limit reached
3,15,75,3.0,10.0,0.0,12231,0.6895177045257341,Time limit reached
1,16,80,3.2,0.1,0.0,1087,0.6622556863697776,Optimal
1,16,80,3.2,1.0,0.0,17373,Inf,Time limit reached
1,16,80,3.2,5.0,0.0,16861,Inf,Time limit reached
1,16,80,3.2,10.0,0.0,14697,Inf,Time limit reached
2,16,80,3.2,0.1,0.0,16611,Inf,Time limit reached
2,16,80,3.2,1.0,0.0,16869,Inf,Time limit reached
2,16,80,3.2,5.0,0.0,13653,Inf,Time limit reached
2,16,80,3.2,10.0,0.0,14181,Inf,Time limit reached
3,16,80,3.2,0.1,0.0,17719,Inf,Time limit reached
3,16,80,3.2,1.0,0.0,18233,Inf,Time limit reached
3,16,80,3.2,5.0,0.0,14093,Inf,Time limit reached
3,16,80,3.2,10.0,0.0,14635,Inf,Time limit reached
1,17,85,3.4,0.1,0.0,13609,Inf,Time limit reached
1,17,85,3.4,1.0,0.0,11045,Inf,Time limit reached
1,17,85,3.4,5.0,0.0,11545,Inf,Time limit reached
1,17,85,3.4,10.0,0.0,11859,Inf,Time limit reached
2,17,85,3.4,0.1,0.0,13431,Inf,Time limit reached
2,17,85,3.4,1.0,0.0,13641,Inf,Time limit reached
2,17,85,3.4,5.0,0.0,12211,Inf,Time limit reached
2,17,85,3.4,10.0,0.0,12493,Inf,Time limit reached
3,17,85,3.4,0.1,0.0,14445,Inf,Time limit reached
3,17,85,3.4,1.0,0.0,10521,Inf,Time limit reached
3,17,85,3.4,5.0,0.0,11661,Inf,Time limit reached
3,17,85,3.4,10.0,0.0,11999,Inf,Time limit reached
1,18,90,3.6,0.1,0.0,12005,Inf,Time limit reached
1,18,90,3.6,1.0,0.0,9087,Inf,Time limit reached
1,18,90,3.6,5.0,0.0,9943,Inf,Time limit reached
1,18,90,3.6,10.0,0.0,8545,Inf,Time limit reached
2,18,90,3.6,0.1,0.0,11801,Inf,Time limit reached
2,18,90,3.6,1.0,0.0,9761,Inf,Time limit reached
2,18,90,3.6,5.0,0.0,10403,Inf,Time limit reached
2,18,90,3.6,10.0,0.0,10355,Inf,Time limit reached
3,18,90,3.6,0.1,0.0,1139,0.6603992778472282,Optimal
3,18,90,3.6,1.0,0.0,11949,Inf,Time limit reached
3,18,90,3.6,5.0,0.0,8599,Inf,Time limit reached
3,18,90,3.6,10.0,1.0,8991,Inf,Time limit reached
1,19,95,3.8,0.1,0.0,10003,Inf,Time limit reached
1,19,95,3.8,1.0,0.0,7581,Inf,Time limit reached
1,19,95,3.8,5.0,0.0,7671,Inf,Time limit reached
1,19,95,3.8,10.0,0.0,7635,Inf,Time limit reached
2,19,95,3.8,0.1,0.0,9231,Inf,Time limit reached
2,19,95,3.8,1.0,0.0,8357,Inf,Time limit reached
2,19,95,3.8,5.0,0.0,7467,Inf,Time limit reached
2,19,95,3.8,10.0,0.0,7609,Inf,Time limit reached
3,19,95,3.8,0.1,0.0,9849,Inf,Time limit reached
3,19,95,3.8,1.0,0.0,7555,Inf,Time limit reached
3,19,95,3.8,5.0,0.0,7795,Inf,Time limit reached
3,19,95,3.8,10.0,0.0,7817,Inf,Time limit reached
1,20,100,4.0,0.1,0.0,9085,Inf,Time limit reached
1,20,100,4.0,1.0,0.0,8007,0.688462773503897,Time limit reached
1,20,100,4.0,5.0,0.0,7667,0.6884627712564667,Time limit reached
1,20,100,4.0,10.0,0.0,7251,0.6884627872786014,Time limit reached
2,20,100,4.0,0.1,0.0,399,0.6585104457352567,Optimal
2,20,100,4.0,1.0,0.0,8711,0.6623751925585871,Time limit reached
2,20,100,4.0,5.0,0.0,7101,0.6623751904913715,Time limit reached
2,20,100,4.0,10.0,0.0,7273,0.6623751876788693,Time limit reached
3,20,100,4.0,0.1,0.0,8789,Inf,Time limit reached
3,20,100,4.0,1.0,0.0,8019,0.6894334834107942,Time limit reached
3,20,100,4.0,5.0,0.0,7667,0.6894334824578785,Time limit reached
3,20,100,4.0,10.0,0.0,7173,0.689433489229109,Time limit reached
1,21,105,4.2,0.1,0.0,7999,Inf,Time limit reached
1,21,105,4.2,1.0,0.0,9809,Inf,Time limit reached
1,21,105,4.2,5.0,0.0,7555,Inf,Time limit reached
1,21,105,4.2,10.0,0.0,7907,Inf,Time limit reached
2,21,105,4.2,0.1,0.0,4127,0.6523368305399967,Optimal
2,21,105,4.2,1.0,0.0,7653,Inf,Time limit reached
2,21,105,4.2,5.0,0.0,8351,Inf,Time limit reached
2,21,105,4.2,10.0,0.0,9031,Inf,Time limit reached
3,21,105,4.2,0.1,0.0,7831,Inf,Time limit reached
3,21,105,4.2,1.0,0.0,8363,Inf,Time limit reached
3,21,105,4.2,5.0,0.0,6577,Inf,Time limit reached
3,21,105,4.2,10.0,0.0,6879,Inf,Time limit reached
1,22,110,4.4,0.1,0.0,6967,Inf,Time limit reached
1,22,110,4.4,1.0,0.0,7717,Inf,Time limit reached
1,22,110,4.4,5.0,0.0,6401,Inf,Time limit reached
1,22,110,4.4,10.0,0.0,6633,Inf,Time limit reached
2,22,110,4.4,0.1,0.0,7269,Inf,Time limit reached
2,22,110,4.4,1.0,0.0,6847,Inf,Time limit reached
2,22,110,4.4,5.0,0.0,6661,Inf,Time limit reached
2,22,110,4.4,10.0,0.0,7205,Inf,Time limit reached
3,22,110,4.4,0.1,0.0,7067,Inf,Time limit reached
3,22,110,4.4,1.0,0.0,8447,Inf,Time limit reached
3,22,110,4.4,5.0,0.0,6329,Inf,Time limit reached
3,22,110,4.4,10.0,0.0,6533,Inf,Time limit reached
1,23,115,4.6,0.1,0.0,6137,Inf,Time limit reached
1,23,115,4.6,1.0,0.0,7029,Inf,Time limit reached
1,23,115,4.6,5.0,0.0,5923,Inf,Time limit reached
1,23,115,4.6,10.0,0.0,5937,Inf,Time limit reached
2,23,115,4.6,0.1,0.0,2887,0.6559607945268187,Optimal
2,23,115,4.6,1.0,0.0,5979,Inf,Time limit reached
2,23,115,4.6,5.0,0.0,6967,Inf,Time limit reached
2,23,115,4.6,10.0,0.0,5557,Inf,Time limit reached
3,23,115,4.6,0.1,0.0,5861,Inf,Time limit reached
3,23,115,4.6,1.0,0.0,6595,Inf,Time limit reached
3,23,115,4.6,5.0,0.0,5275,Inf,Time limit reached
3,23,115,4.6,10.0,0.0,5383,Inf,Time limit reached
1,24,120,4.8,0.1,0.0,5383,Inf,Time limit reached
1,24,120,4.8,1.0,0.0,4915,Inf,Time limit reached
1,24,120,4.8,5.0,0.0,5245,Inf,Time limit reached
1,24,120,4.8,10.0,0.0,5279,Inf,Time limit reached
2,24,120,4.8,0.1,0.0,5291,Inf,Time limit reached
2,24,120,4.8,1.0,0.0,5925,Inf,Time limit reached
2,24,120,4.8,5.0,0.0,5029,Inf,Time limit reached
2,24,120,4.8,10.0,0.0,4427,Inf,Time limit reached
3,24,120,4.8,0.1,0.0,5179,Inf,Time limit reached
3,24,120,4.8,1.0,0.0,5831,Inf,Time limit reached
3,24,120,4.8,5.0,0.0,4943,Inf,Time limit reached
3,24,120,4.8,10.0,0.0,4937,Inf,Time limit reached
1,25,125,5.0,0.1,0.0,4529,Inf,Time limit reached
1,25,125,5.0,1.0,0.0,4343,0.6893163220435249,Time limit reached
1,25,125,5.0,5.0,0.0,4503,0.6893163278079558,Time limit reached
1,25,125,5.0,10.0,0.0,4347,0.6893163226809711,Time limit reached
2,25,125,5.0,0.1,0.0,4307,Inf,Time limit reached
2,25,125,5.0,1.0,0.0,4505,Inf,Time limit reached
2,25,125,5.0,5.0,0.0,4197,0.6788266369524155,Time limit reached
2,25,125,5.0,10.0,0.0,4265,0.6788266418807184,Time limit reached
3,25,125,5.0,0.1,0.0,4561,Inf,Time limit reached
3,25,125,5.0,1.0,0.0,4163,0.6894933193275391,Time limit reached
3,25,125,5.0,5.0,0.0,4195,0.6894933137191129,Time limit reached
3,25,125,5.0,10.0,0.0,4055,0.691049974298316,Time limit reached
1,26,130,5.2,0.1,0.0,3961,Inf,Time limit reached
1,26,130,5.2,1.0,0.0,4867,Inf,Time limit reached
1,26,130,5.2,5.0,0.0,3969,Inf,Time limit reached
1,26,130,5.2,10.0,0.0,4057,Inf,Time limit reached
2,26,130,5.2,0.1,0.0,4149,Inf,Time limit reached
2,26,130,5.2,1.0,0.0,4433,Inf,Time limit reached
2,26,130,5.2,5.0,0.0,4045,Inf,Time limit reached
2,26,130,5.2,10.0,0.0,3525,Inf,Time limit reached
3,26,130,5.2,0.1,0.0,4289,Inf,Time limit reached
3,26,130,5.2,1.0,0.0,5181,Inf,Time limit reached
3,26,130,5.2,5.0,0.0,4105,Inf,Time limit reached
3,26,130,5.2,10.0,0.0,4241,Inf,Time limit reached
1,27,135,5.4,0.1,0.0,3697,Inf,Time limit reached
1,27,135,5.4,1.0,0.0,3941,Inf,Time limit reached
1,27,135,5.4,5.0,0.0,4417,Inf,Time limit reached
1,27,135,5.4,10.0,0.0,3407,Inf,Time limit reached
2,27,135,5.4,0.1,0.0,3775,Inf,Time limit reached
2,27,135,5.4,1.0,0.0,4283,Inf,Time limit reached
2,27,135,5.4,5.0,0.0,3555,Inf,Time limit reached
2,27,135,5.4,10.0,0.0,3577,Inf,Time limit reached
3,27,135,5.4,0.1,0.0,3683,Inf,Time limit reached
3,27,135,5.4,1.0,0.0,3941,Inf,Time limit reached
3,27,135,5.4,5.0,0.0,4471,Inf,Time limit reached
3,27,135,5.4,10.0,0.0,3189,Inf,Time limit reached
1,28,140,5.6,0.1,0.0,3441,Inf,Time limit reached
1,28,140,5.6,1.0,0.0,3651,Inf,Time limit reached
1,28,140,5.6,5.0,0.0,2997,Inf,Time limit reached
1,28,140,5.6,10.0,0.0,3079,Inf,Time limit reached
2,28,140,5.6,0.1,0.0,3575,Inf,Time limit reached
2,28,140,5.6,1.0,0.0,3105,Inf,Time limit reached
2,28,140,5.6,5.0,0.0,3207,Inf,Time limit reached
2,28,140,5.6,10.0,0.0,3299,Inf,Time limit reached
3,28,140,5.6,0.1,0.0,3531,Inf,Time limit reached
3,28,140,5.6,1.0,0.0,4259,Inf,Time limit reached
3,28,140,5.6,5.0,0.0,3289,Inf,Time limit reached
3,28,140,5.6,10.0,0.0,3309,Inf,Time limit reached
1,29,145,5.8,0.1,0.0,3207,Inf,Time limit reached
1,29,145,5.8,1.0,0.0,3137,Inf,Time limit reached
1,29,145,5.8,5.0,0.0,3153,Inf,Time limit reached
1,29,145,5.8,10.0,0.0,3185,Inf,Time limit reached
2,29,145,5.8,0.1,0.0,3193,Inf,Time limit reached
2,29,145,5.8,1.0,0.0,3105,Inf,Time limit reached
2,29,145,5.8,5.0,0.0,3211,Inf,Time limit reached
2,29,145,5.8,10.0,0.0,3173,Inf,Time limit reached
3,29,145,5.8,0.1,0.0,3207,Inf,Time limit reached
3,29,145,5.8,1.0,0.0,2983,Inf,Time limit reached
3,29,145,5.8,5.0,0.0,2923,Inf,Time limit reached
3,29,145,5.8,10.0,0.0,2893,Inf,Time limit reached
1,30,150,6.0,0.1,0.0,2875,Inf,Time limit reached
1,30,150,6.0,1.0,0.0,2859,0.6878877411320562,Time limit reached
1,30,150,6.0,5.0,0.0,3111,0.6878877425076678,Time limit reached
1,30,150,6.0,10.0,0.0,2903,0.6878877287742486,Time limit reached
2,30,150,6.0,0.1,0.0,2989,Inf,Time limit reached
2,30,150,6.0,1.0,0.0,3171,0.6910000252515884,Time limit reached
2,30,150,6.0,5.0,0.0,2797,0.6912222493620762,Time limit reached
2,30,150,6.0,10.0,0.0,3189,0.6910000173369639,Time limit reached
3,30,150,6.0,0.1,0.0,2871,Inf,Time limit reached
3,30,150,6.0,1.0,0.0,3033,Inf,Time limit reached
3,30,150,6.0,5.0,0.0,2697,0.6751248252890992,Time limit reached
3,30,150,6.0,10.0,0.0,2813,0.6621590807767147,Time limit reached
