seed,n0,m0,M,time,solution,dual_gap,rel_dual_gap,termination,ncalls
3,9,90,20.0,76.786,1.1205059722460395,0.0206513885962909,0.01877647182026691,OPTIMAL,5132
4,9,90,20.0,53.348,2.346365088141554,0.012516309689692307,0.005362948021848652,OPTIMAL,3645
5,9,90,20.0,59.373,3.5276213956294056,0.07456113961097444,0.02159277107343257,OPTIMAL,3516
6,9,90,20.0,105.197,3.9020866166739463,0.034731924428558436,0.008980796226992323,OPTIMAL,6234
7,9,90,20.0,40.22,1.0812844218130127,0.019696780673347014,0.018554078730797553,OPTIMAL,2440
8,9,90,20.0,39.101,9.550583219562057,0.08790831256344767,0.009290006623648303,OPTIMAL,2401
9,9,90,20.0,51.842,-0.16723678057569114,0.020703286061074522,0.12379624858721938,OPTIMAL,2877
10,9,90,20.0,71.206,6.12178984085811,0.05411174849502398,0.008918032181557263,OPTIMAL,4456
1,10,100,20.0,167.729,5.712069310473071,0.047180125300016584,0.00832851689729484,OPTIMAL,10521
2,10,100,20.0,141.554,5.837181828349066,0.04693348593245883,0.008105608457006312,OPTIMAL,8637
3,10,100,20.0,58.827,2.1463837978255107,0.04507946134970453,0.021453085384723167,OPTIMAL,3599
4,10,100,20.0,133.075,1.8355567270942157,1.3973295627245363e-5,7.6126233498664856e-6,OPTIMAL,8025
5,10,100,20.0,90.273,3.778418127161835,0.03542325269241342,0.009463879561800028,OPTIMAL,5156
6,10,100,20.0,200.006,4.090302096898471,0.017440218334161983,0.004282054941747666,OPTIMAL,12135
7,10,100,20.0,76.885,1.5345278302865846,0.02017964311714815,0.0133256296590992,OPTIMAL,4612
8,10,100,20.0,80.171,9.436254482396194,0.08748818610950693,0.009358260045954627,OPTIMAL,4570
9,10,100,20.0,82.774,-0.5486771441142604,0.0017196306127342798,0.0031341393225159963,OPTIMAL,5147
10,10,100,20.0,116.499,7.15885746692286,0.05771864325467835,0.008128082648138269,OPTIMAL,7890
1,11,110,20.0,1083.638,5.753693789140598,0.04000112606791273,0.007000923645480275,OPTIMAL,63947
2,11,110,20.0,557.639,5.630988028768675,0.04938383155411685,0.008847605421172884,OPTIMAL,31691
3,11,110,20.0,257.121,1.8446604800890911,0.013592535149326679,0.007423282782536955,OPTIMAL,14916
4,11,110,20.0,228.891,1.2422641874073295,0.0790999096479823,0.068004074025,OPTIMAL,14064
5,11,110,20.0,75.054,3.8819685611371693,0.020288201963741592,0.005253723787766881,OPTIMAL,4175
6,11,110,20.0,936.398,4.526489227242836,0.0413034521125244,0.00920886094429932,OPTIMAL,53841
7,11,110,20.0,141.856,1.1829451024445472,0.06219954911757597,0.055498367968478214,OPTIMAL,7725
8,11,110,20.0,727.222,10.459071790281673,0.09723151057050394,0.00938361410191648,OPTIMAL,33437
9,11,110,20.0,95.296,0.63622654371869,2.9520119095849395e-5,4.640090726741373e-5,OPTIMAL,6017
10,11,110,20.0,233.512,8.025252436306616,0.06246478783513254,0.007844587924823428,OPTIMAL,13142
1,12,120,20.0,1577.562,6.688040510304831,0.057683073400901286,0.008699843703725965,OPTIMAL,90170
2,12,120,20.0,315.36,6.457283811324447,0.06371082981807685,0.009964824051021646,OPTIMAL,17349
3,12,120,20.0,195.593,0.43572085689810924,0.11558975732730081,0.3610700662393283,OPTIMAL,10848
4,12,120,20.0,461.595,1.3621465913941626,0.04014345949645026,0.030365631160665277,OPTIMAL,25268
5,12,120,20.0,978.593,3.4528057803182532,0.02972309762780867,0.008683137505883197,OPTIMAL,54396
6,12,120,20.0,1703.434,3.9731075173032218,0.014807065947573417,0.0037407635245329234,OPTIMAL,86205
7,12,120,20.0,276.858,0.7023401593305447,0.1465723759363149,0.26372952933895566,OPTIMAL,14036
8,12,120,20.0,1800.867,11.094279322964084,0.11454325823237,0.01043224149989336,Time limit reached,90749
9,12,120,20.0,425.425,-0.14020280408603242,0.013230080243344877,0.0943638775956758,OPTIMAL,23571
10,12,120,20.0,1800.571,7.7164813807739625,0.3144438537784575,0.04248071596930834,Time limit reached,97400
1,13,130,20.0,1800.158,8.47858117613597,1.6607091027825316,0.2435817341415289,Time limit reached,95328
2,13,130,20.0,1800.586,7.755450862033181,0.7157884850058291,0.10167937703115901,Time limit reached,95783
3,13,130,20.0,467.126,0.5911684628942668,0.0042304858060944195,0.007207722061336129,OPTIMAL,25345
4,13,130,20.0,1011.822,2.9251340023380044,0.022334967507555703,0.007694286528126905,OPTIMAL,58162
5,13,130,20.0,1149.029,3.8079350601066846,0.0327750087968699,0.008681753449234135,OPTIMAL,62851
6,13,130,20.0,1800.696,5.0128311352439265,0.9434094860191164,0.23182888561052106,Time limit reached,94333
7,13,130,20.0,785.47,0.9456970685121617,0.0011764903747057964,0.0012455952807569027,OPTIMAL,42949
8,13,130,20.0,1800.367,12.313654401260306,0.13460744912489275,0.011052379521477364,Time limit reached,84290
9,13,130,20.0,1224.744,0.2992129053664425,0.003019009368522063,0.010192679218964253,OPTIMAL,66137
10,13,130,20.0,1800.957,9.198283468158506,0.7741772585811475,0.09190022529642208,Time limit reached,83244
1,14,140,20.0,1800.34,7.864051995955984,3.1975192476342453,0.6852023590285944,Time limit reached,89343
2,14,140,20.0,1800.714,8.746434265629645,3.859950477038053,0.7899239297692602,Time limit reached,94979
3,14,140,20.0,1800.365,3.779026107075663,3.8434508611193836,Inf,Time limit reached,92896
4,14,140,20.0,1800.748,2.4325325992384337,0.24196895602586155,0.11045967861997466,Time limit reached,100093
5,14,140,20.0,1801.233,4.675204330508269,1.6450401955554712,0.5428881480643282,Time limit reached,99709
6,14,140,20.0,1800.236,6.540997760712749,3.457164180810791,1.121060553767205,Time limit reached,91067
7,14,140,20.0,1801.109,2.2857378006709532,0.15918962265006753,0.07485822531339051,Time limit reached,100244
8,14,140,20.0,1800.855,13.152078844733811,0.18794331394877162,0.01449717287376976,Time limit reached,82393
9,14,140,20.0,1800.261,2.3250408875032855,2.014838589688747,6.495240699001407,Time limit reached,87472
10,14,140,20.0,1800.762,9.791150677514409,2.4486679277819263,0.3334931808823305,Time limit reached,82089
1,15,150,20.0,1800.936,9.827751556053379,3.0887224912832645,0.45833345747539506,Time limit reached,86988
2,15,150,20.0,1800.82,9.691615599682219,2.689421255342139,0.3840826351122367,Time limit reached,93573
3,15,150,20.0,1800.676,2.853295372546491,1.3574754056366252,0.9075125587746771,Time limit reached,93977
4,15,150,20.0,1297.779,3.0198896932898145,0.014691061836645591,0.004888549356733103,OPTIMAL,72674
5,15,150,20.0,1801.091,4.264390400692024,3.6227981130390603,5.646573661743617,Time limit reached,94150
6,15,150,20.0,1800.406,6.258204754685056,6.101710930022375,38.99010675452846,Time limit reached,89485
7,15,150,20.0,1801.513,4.024005042000974,4.333272126469793,Inf,Time limit reached,90162
8,15,150,20.0,1802.035,13.141318782196098,0.2480492006261148,0.019238657739746912,Time limit reached,76696
9,15,150,20.0,1801.154,3.0270317108775178,3.2965781884563086,Inf,Time limit reached,80458
10,15,150,20.0,1800.391,9.964574987842871,1.3514475752909672,0.1569055594512051,Time limit reached,89677
