seed,dimension,solution,termination,time
9,120,-0.018632800975018182,LOCALLY_SOLVED,1804.1345648765564
10,20,-0.06546727075492664,LOCALLY_SOLVED,31.625636100769043
10,25,-5.913370910927567,LOCALLY_SOLVED,13.011285066604614
10,30,-9.912321627433538,LOCALLY_SOLVED,32.888941049575806
10,35,-0.34025731969986445,LOCALLY_SOLVED,252.47127604484558
10,40,-1.9177125621164093,LOCALLY_SOLVED,146.21672701835632
10,45,-0.34880699843095364,LOCALLY_SOLVED,1419.3156180381775
10,50,-4.515249202027627,LOCALLY_SOLVED,501.10210394859314
10,55,-0.43123103965056875,LOCALLY_SOLVED,1802.3816368579865
10,60,-0.702337982892581,LOCALLY_SOLVED,964.0503530502319
10,65,-0.5383932182626145,LOCALLY_SOLVED,1612.2121169567108
10,70,-0.04338140209359853,LOCALLY_SOLVED,1801.7261190414429
10,75,-0.27814792718916825,LOCALLY_SOLVED,1803.357980966568
10,80,-42.26642901836815,LOCALLY_SOLVED,554.2238750457764
10,85,-0.11495759048778992,LOCALLY_SOLVED,1801.1705639362335
10,90,-0.12206675390968891,LOCALLY_SOLVED,1801.4867069721222
10,95,0.09717686329569597,LOCALLY_SOLVED,1801.7541279792786
10,100,-0.44630292293806983,LOCALLY_SOLVED,1800.9380269050598
10,105,0.10705703815604584,LOCALLY_SOLVED,1802.8440170288086
10,110,-0.39271811531382345,LOCALLY_SOLVED,1803.4954988956451
10,115,-51.67731788633621,LOCALLY_SOLVED,1800.8462200164795
10,120,-1.541640557374061,LOCALLY_SOLVED,1800.4566669464111
