dimension,time_boscia,seed,solution_boscia,dual_gap,lb_boscia,rel_gap_boscia,termination_boscia,termination_afw,time_afw,rel_gap_afw,termination_no_ws,time_no_ws,rel_gap_no_ws,termination_ipopt,time_ipopt,solution_ipopt,termination_no_as,time_no_as,rel_gap_no_as,termination_no_ss,time_no_ss,rel_gap_no_ss,termination_pavito,time_pavito,solution_pavito,termination_shot,time_shot,solution_shot,termination_scip,time_scip,solution_scip,optimal_scip,optimal_ipopt,optimal_boscia,optimal_pavito,optimal_shot,rel_gap_scip,rel_gap_ipopt,rel_gap_pavito
90,284.733,1,-0.7075777613070284,0.005865134055180299,-0.7134428953622087,0.008289031080267842,1,1,161.108,0.0032536874721255265,0,1800.919,4.2577406252744145,1,2.488,-0.7093759577949476,0,1800.39,8.744063277640329,1,238.15,0.007695972862318378,0,1800.0,NaN,0,1801.777225971222,-0.7093759174388433,0,1800,Inf,0,1,1,0,1,Inf,0.006,Inf
90,1800.789,2,-7.526579900940003,0.8763303386264294,-8.402910239566433,0.1164314137576595,0,0,1800.378,0.16362039897099298,0,1800.932,0.27451191381012374,1,165.824,-7.526580197176568,0,1800.523,0.2840702543159303,0,1800.927,0.14833781885134942,0,1800.0,NaN,0,1801.4175448417664,-7.526531598481256,0,1800,Inf,0,0,1,0,0,Inf,0.116,Inf
90,1800.289,3,-0.6934876941974171,2.8760948945904694,-3.5695825887878865,4.1472904546907845,0,0,1800.371,4.1831413898186875,0,1801.02,9.262985630316598,1,119.581,-1.2172784796851261,0,1800.95,8.98256078375686,0,1800.932,4.182836613474231,0,1800.0,NaN,0,1800.8186061382294,-1.2172491503381406,0,1800,Inf,0,0,1,0,0,Inf,1.932,Inf
90,44.143,4,-0.06996316879293529,0.00041054414448638,-0.07037371293742167,0.005868003859308267,1,1,38.437,0.00586176659607426,0,1800.861,99.8931002543606,1,2.503,-0.06996318185312798,1,1200.312,2.0003818993872567e-6,1,57.643,2.0003818993872567e-6,0,9.893083095550537,-0.0699618341955216,0,1801.9750719070435,-0.06996316867660068,0,1800,Inf,0,1,1,1,1,Inf,0.006,0.006
90,46.08,5,-0.4239847218992722,0.0030003214691942115,-0.42698504336846643,0.007076484868968958,1,1,47.64,0.004605506734063682,1,92.484,0.18177772131086833,1,2.671,-0.4247481380884504,1,85.803,0.18177772131086833,1,45.336,0.006919206886971287,0,1800.0,NaN,0,1801.4181520938873,-0.4246884670213395,0,1800,Inf,0,1,1,0,1,Inf,0.005,Inf
90,33.01,6,-0.22414731200727,0.0004782447302656978,-0.2246255567375357,0.0021336179585780017,1,1,33.114,0.0018955904890053808,1,66.718,0.001247925086227602,1,2.525,-0.22414732958068415,1,56.043,0.004772751571720063,1,33.268,0.0012493443408980157,0,1800.0,NaN,0,1801.3607380390167,-0.2240648141027844,0,1800,Inf,0,1,1,0,1,Inf,0.002,Inf
90,22.678,7,-0.11692744352684742,1.1410425726499085e-7,-0.11692755763110468,9.75855229733058e-7,1,1,21.343,0.007892029058329794,1,68.692,0.007866946223662916,1,2.364,-0.11692748240667614,1,57.128,0.0006567133123611529,1,22.823,0.007881459992676608,0,1110.865254163742,-0.11692669576747483,0,1801.3949949741364,-0.11678656014842848,0,1800,Inf,0,1,1,1,1,Inf,0.0,0.0
90,25.276,8,0.05178472211732599,1.3506690773601449e-6,0.05178337144824863,2.608306565573814e-5,1,1,25.6,5.412339211425642e-6,1,1011.926,0.0002589878218984809,1,2.526,0.051784691967878896,1,725.276,4.482227073973849e-6,1,44.721,9.986198158512313e-6,0,12.887428045272827,0.05178522721290457,0,1803.0873551368713,0.051784722263741645,0,1800,Inf,0,1,1,1,1,Inf,0.0,0.0
90,52.653,9,-0.6127158075314868,0.005425444345209418,-0.6181412518766962,0.008854748447028781,1,1,47.742,0.00833143692609822,1,799.237,0.0833934302142819,1,2.717,-0.6144753212663254,1,912.586,0.0833934302142819,1,51.893,0.008267616796935977,0,1800.0,NaN,0,1803.5414590835571,-0.6144752792355744,0,1800,Inf,0,1,1,0,1,Inf,0.006,Inf
90,14.562,10,-0.12216709688372568,0.0001481039683986496,-0.12231520085212433,0.0012123065225951117,1,1,14.164,0.002789679381991134,1,51.842,0.002771315782469858,1,2.313,-0.12216714324801792,1,41.136,0.002791959148509142,1,13.364,0.0029256481443611987,0,1800.0,NaN,0,1801.4867069721222,-0.12206675390968891,0,1800,Inf,0,1,1,0,1,Inf,0.001,Inf
95,1024.459,1,-0.7660865222170857,0.002472318098077353,-0.7685588403151631,0.003227204795252582,1,1,272.589,0.031364894915559764,0,1800.292,10.225575311547638,1,2.578,-0.7662501184298058,0,1800.758,11.007317386631673,1,825.339,0.005531556345039594,0,1800.0,NaN,0,1802.0301039218903,-0.766203368577172,0,1800,Inf,0,1,1,0,1,Inf,0.003,Inf
95,75.182,2,-0.5835028453045544,0.005196667396492161,-0.5886995127010466,0.008905984672242349,1,1,67.951,0.00809229369634784,1,150.673,2.313328920164052,1,3.283,-0.5841788289477939,1,169.222,2.313328920164052,1,71.068,0.008905688476336436,0,1800.0,NaN,0,1802.0416860580444,-0.5841529769176624,0,1800,Inf,0,1,1,0,1,Inf,0.008,Inf
95,23.084,3,-0.03439091801377869,2.2269980415323687e-7,-0.034391140713582846,6.4755411316444755e-6,1,1,29.59,0.003025984593660902,1,69.363,6.4755411316444755e-6,1,2.913,-0.034390955073415996,1,56.8,6.4755411316444755e-6,1,25.107,6.4755411316444755e-6,0,10.142278909683228,-0.03439008344322991,0,1801.6491911411285,-0.034273804608598524,0,1800,Inf,0,1,1,1,1,Inf,0.0,0.0
95,540.551,4,-0.09867072017013034,7.662264907110083e-5,-0.09874734281920144,0.0007765489999362149,1,1,76.279,1.1167442976766893e-5,0,1801.027,3117.9305409850294,1,2.862,-0.09867071809660721,0,1800.645,10.74069655045962,1,536.788,0.0009440457001854691,0,1800.0,NaN,0,1801.4923779964447,-0.09855083810683829,0,1800,Inf,0,1,1,0,1,Inf,0.001,Inf
95,65.391,5,-0.22528922329025713,0.0006113456082140756,-0.2259005688984712,0.002713603426234165,1,1,46.174,0.0027181071974700733,1,401.087,5.400144431867512e-7,1,2.842,-0.22528920922634557,1,647.978,0.002400085393795418,1,61.554,0.002710077214365316,0,14.97711706161499,-0.22528799800065374,0,1802.6766741275787,-0.2251651049940699,0,1800,Inf,0,1,1,1,1,Inf,0.003,0.003
95,1800.189,6,-4.804128966743988,2.7076244612906892,-7.511753428034678,0.5636036168125164,0,0,1800.636,0.6300339844239824,0,1801.167,0.7761509328012655,0,1800.065,Inf,0,1801.253,0.6918577670797962,0,1801.372,0.5133809534756569,0,1800.0,NaN,0,1800.8125159740448,-4.935535579378563,0,1800,Inf,0,0,1,0,0,Inf,Inf,Inf
95,1801.227,7,-8.209207233283685,1.5268023958746415,-9.736009629158326,0.18598658219813513,0,0,1800.711,0.2752354958302375,0,1801.221,0.30342159489546144,1,376.554,-8.209207646766346,0,1800.404,0.3189516584402779,0,1801.038,0.1905911796314401,0,1800.0,NaN,0,1801.0880010128021,-8.209207233347787,0,1800,Inf,0,0,1,0,0,Inf,0.186,Inf
95,1800.946,8,1.442926347029676,6.739471234559266,-5.29654488752959,4.67069663564793,0,0,1800.222,4.979381226793644,0,1801.146,17.524423762465332,1,42.305,-1.5082847586470014,0,1800.261,13.379542292528601,0,1800.72,5.0264330816834075,0,9.736637830734253,1.0113907762701184,0,1800.9590990543365,-1.5082547516895204,0,1800,Inf,0,0,1,0,0,Inf,2.512,Inf
95,366.754,9,-0.8188123358339121,0.002390659312012433,-0.8212029951459245,0.002919666946123482,1,1,314.21,0.002047940613065859,1,888.8,0.003481341941219339,1,10.34,-0.8188999567635389,1,873.108,0.006518463330985601,1,390.368,0.0077900748126353645,0,1800.0,NaN,0,1801.5833790302277,-0.8188999540683713,0,1800,Inf,0,1,1,0,1,Inf,0.003,Inf
95,25.712,10,0.09717686306656681,9.00461673459807e-5,0.09708681689922083,0.0009274808900105506,1,1,21.82,0.0009522293904095289,1,64.062,0.005455313735413129,1,2.909,0.09717682953822808,1,188.29,0.0009566674639547192,1,24.708,0.0009423951736736818,0,16.20799994468689,0.09717779699495843,0,1801.7541279792786,0.09717686329569597,0,1800,Inf,0,1,1,1,1,Inf,0.001,0.001
100,861.548,1,-0.8593556265820655,0.008378284582402418,-0.867733911164468,0.009749496393856822,1,1,1356.767,0.009468203189575338,0,1801.88,1.4597147264666583,1,6.309,-0.8615749469338947,0,1800.624,1.500504867011096,1,1333.47,0.009537445134280795,0,1800.0,NaN,0,1801.32901096344,-0.8615318464093198,0,1800,Inf,0,1,1,0,1,Inf,0.007,Inf
100,307.725,2,-0.35364409817478953,0.0016960697891525434,-0.3553401679639421,0.004795979341677735,1,1,133.724,0.0009529677167444965,1,780.371,0.461237234454939,1,3.039,-0.35432342229782315,1,346.94,0.15340493031264418,1,153.079,0.005094257871555114,0,1800.0,NaN,0,1800.942822933197,-0.35425729770048064,0,1800,Inf,0,1,1,0,1,Inf,0.003,Inf
100,1800.963,3,-21.064938237758575,1.5924274764987913,-22.657365714257367,0.0755961141934131,0,0,1802.062,0.12994398600049692,0,1801.0,0.11745774201810408,1,1631.226,-21.23882006837019,0,1800.572,0.11939779053755163,0,1801.636,0.0783144257116149,0,1800.0,NaN,0,1801.3293550014496,-21.23881993027553,0,1800,Inf,0,0,1,0,0,Inf,0.067,Inf
100,1800.327,4,12.109694665244458,57.47113606343473,-45.361441398190266,4.745878211808288,0,0,1801.07,1005.485613549384,0,1800.905,113.28819301888237,1,4.069,-0.4464962653951213,0,1801.759,118.40872780091796,0,1802.79,10.828956719874817,0,1800.0,NaN,0,1802.1425631046295,-0.44641324055836856,0,1800,Inf,0,0,1,0,0,Inf,100.594,Inf
100,84.014,5,-0.21595071533874455,0.00027536020473992173,-0.21622607554348447,0.0012751067034345604,1,1,85.102,0.0005348764384014012,1,315.357,0.00040731452918865306,1,3.941,-0.2159507609874531,1,256.867,1.3920044965628178e-6,1,192.563,0.001274992626341375,0,16.252920150756836,-0.21594936896078382,0,1803.1868560314178,-0.21595071524611187,0,1800,Inf,0,1,1,1,1,Inf,0.001,0.001
100,428.012,7,-0.47008637220700916,0.004299902702811664,-0.4743862749098208,0.009147048195896523,1,1,313.386,0.008331041896134418,0,1802.502,5.785378683394299,1,3.564,-0.4708184902274658,0,1803.676,6.504800006111644,1,443.633,0.0067975000875646315,0,1800.0,NaN,0,1801.7343611717224,-0.47076590051083034,0,1800,Inf,0,1,1,0,1,Inf,0.008,Inf
100,85.551,8,-0.050038777133833756,0.0003319483420411995,-0.050370725475874956,0.0066338220287312415,1,1,75.329,0.006633461809888737,1,263.713,3.636681229686139e-6,1,3.993,-0.05003881973799315,1,247.268,0.006651448590591024,1,87.142,0.006637574538181883,0,10.615904092788696,-0.05003716561252569,0,1805.7214360237122,-0.05003877682273217,0,1800,Inf,0,1,1,1,1,Inf,0.007,0.007
105,93.553,1,-0.06680598685705974,8.96174793707516e-6,-0.06681494860499682,0.00013414588061171832,1,1,79.185,4.167718373610762e-6,1,250.254,2.391015243326541e-6,1,3.858,-0.06680601482012066,1,202.475,0.0076978412833289085,1,108.973,0.00771528630380648,0,14.224170923233032,-0.0668050858295654,0,1801.736095905304,-0.06680598679785027,0,1800,Inf,0,1,1,1,1,Inf,0.0,0.0
105,175.242,2,-0.06683950964645874,0.00036640144227784166,-0.06720591108873658,0.005481809250485041,1,1,105.644,0.005484097213091242,1,810.569,0.006157442611368301,1,4.105,-0.06683955556543898,1,588.436,2.3689161740358175e-6,1,158.734,0.005481143778060717,0,13.86552906036377,-0.06683852281107522,0,1801.3255200386047,-0.06666307945785549,0,1800,Inf,0,1,1,1,1,Inf,0.005,0.005
105,1801.0,4,0.5387547767114631,50.765602414391616,-50.22684763768015,94.22766091144983,0,0,1801.316,49.247511416777066,0,1802.307,3093.382340458112,1,3.843,-0.2027103525352879,0,1803.027,2608.2884029280112,0,1801.642,134.8011667239288,0,10.225184917449951,-0.2027093057775211,0,1801.216679096222,-0.2025633897321033,0,1800,Inf,0,0,1,0,0,Inf,246.776,246.778
105,161.861,6,-0.3586027389699995,0.006669996820815871,-0.3652727357908154,0.018599960613724924,1,1,124.629,0.02155661355487823,1,294.179,4.2111763947711465,1,3.845,-0.35860280389699584,1,346.624,0.47074823374895786,1,154.289,0.0032909104140097165,0,1800.0,NaN,0,1804.3108549118042,-0.35853126273900315,0,1800,Inf,0,0,1,0,0,Inf,0.019,Inf
105,55.943,7,0.006804542823745097,2.601024974291377e-7,0.0068042827212476675,3.822629189362138e-5,1,1,61.184,0.003943355036217027,1,209.162,0.003819686643616519,1,3.701,0.006804504473437788,1,320.964,3.822629189362138e-5,1,58.568,0.003909714184033253,0,582.3701410293579,0.006805257095063633,0,1803.328544139862,0.007027148250064119,0,1800,Inf,0,1,1,1,0,Inf,0.0,0.0
105,113.291,8,-0.03536114872232243,6.207159565230214e-5,-0.035423220317974735,0.0017553614035484713,1,1,82.012,0.0017498246283759655,0,1801.375,24862.198447801868,1,4.058,-0.035361151533442214,0,1803.306,10.635768120655463,0,1800.891,236.4275643891787,0,1800.0,NaN,0,1802.2529020309448,-0.03515054640238635,0,1800,Inf,0,1,1,0,1,Inf,0.002,Inf
105,1800.851,10,0.10705703809774958,100.93339637970183,-100.82633934160408,942.8001948600848,0,1,217.203,3.049719310492662e-6,0,1802.573,6729.403915383171,1,4.034,0.10705702509173692,0,1802.528,12872.145198789916,0,1802.103,524.7355745143999,0,1800.0,NaN,0,1802.8440170288086,0.10705703815604584,0,1800,Inf,0,0,1,0,0,Inf,Inf,Inf
110,232.041,1,-0.31664194821099745,0.007088911566219269,-0.3237308597772167,0.02238778407684475,1,1,131.43,0.004857836559547608,1,455.143,5.991396408902234,1,4.282,-0.31664448909927106,1,438.643,5.991396408902234,1,194.419,0.0017259030351407087,0,14.851598978042603,-0.3166437896035399,0,1802.1413669586182,-0.3165411472743399,0,1800,Inf,0,0,1,0,0,Inf,0.022,0.022
110,153.456,2,-0.3630757249094568,0.0028237287545343492,-0.3658994536639911,0.007777244692518416,1,1,137.863,0.0015651872629828944,1,479.057,0.4283517727994004,1,4.239,-0.36321512131932054,1,613.533,0.62285626801614,1,186.493,0.009129283182155543,0,1800.0,NaN,0,1800.9311408996582,-0.3631552398663102,0,1800,Inf,0,1,1,0,1,Inf,0.007,Inf
110,1802.693,3,-12.197050872052323,3.15088442008388,-15.347935292136203,0.25833166173830185,0,0,1800.448,0.25024229770905526,0,1802.706,0.38420794615332166,0,1800.018,Inf,0,1800.481,0.34603148260632566,0,1800.669,0.25741693860645326,0,1800.0,NaN,0,1800.7567729949951,-12.844024428650894,0,1800,Inf,0,0,1,0,0,Inf,Inf,Inf
110,1802.01,4,7.415035170904036,69.10926793737245,-61.69423276646842,9.320153761178545,0,0,1803.107,11.016454273070288,0,1802.118,124.29710410807279,1,3.811,-0.6985395333477874,0,1802.881,79.0413059128193,0,1802.997,7.516954826219826,0,1800.0,NaN,0,1801.227234840393,-0.6984853850662738,0,1800,Inf,0,0,1,0,0,Inf,87.319,Inf
110,619.395,5,-0.41474590884248963,0.003253587341308428,-0.41799949618379806,0.00784477259917725,1,1,268.067,0.0016738927507700787,0,1802.049,3.9554939832636564,1,4.328,-0.41554330155848956,0,1801.164,2.2720606615589283,1,340.34,0.009304620536755553,0,1800.0,NaN,0,1802.0692329406738,-0.4154899717535731,0,1800,Inf,0,1,1,0,1,Inf,0.006,Inf
110,166.863,6,-0.35159341776508796,0.00284972108573317,-0.3544431388508211,0.008105160511386962,1,1,171.198,0.005848428710802846,1,698.672,0.18513416967653581,1,4.375,-0.3520663180175807,1,688.918,0.18513416967653581,1,160.966,0.009295750717196767,0,1800.0,NaN,0,1803.4843730926514,-0.3519903639613303,0,1800,Inf,0,1,1,0,1,Inf,0.007,Inf
110,1802.854,7,-0.1317027299101846,44.40031785494918,-44.53202058485937,337.12526600798793,0,0,1801.083,110.41991834441085,0,1801.298,8762.865456924008,1,4.414,-0.13170277045991294,0,1801.859,10250.333257975497,0,1801.768,16.119911191229864,0,11.616106033325195,-0.13170153192611317,0,1801.4793651103973,-0.1317027297457979,0,1800,Inf,0,0,1,0,0,Inf,337.125,337.128
115,228.403,2,-0.8694376043246406,0.007525656180908169,-0.8769632605055487,0.008655774886518657,1,1,215.98,0.00930931070391602,1,1251.557,0.09312048022649064,1,3.756,-0.872112516541361,0,1801.884,0.3743869402461477,1,257.755,0.006896746024004952,0,1800.0,NaN,0,1802.2679238319397,-0.8720825351519987,0,1800,Inf,0,1,1,0,1,Inf,0.006,Inf
115,137.15,3,-0.03848443172305793,1.9797277722721773e-7,-0.03848462969583516,5.144230234497718e-6,1,1,151.703,1.0352310705793471e-5,0,1802.945,682.8248522023682,1,4.292,-0.038484467217488584,0,1800.75,614.5195388858184,1,134.397,5.144230234497718e-6,0,15.580841779708862,-0.03848379949272818,0,1803.3224308490753,-0.03829531921806356,0,1800,Inf,0,1,1,1,1,Inf,0.0,0.0
115,1807.941,4,0.05005124134123451,51.789170257730746,-51.73911901638951,1034.722993274983,0,1,211.048,0.0009504411978250055,0,1801.261,41.93116477111422,1,4.575,0.05005116721335434,0,1804.463,36.32056989395084,0,1800.723,992.9156948055875,0,15.057409048080444,0.05005332460212841,0,1801.2684180736542,0.05021782125832053,0,1800,Inf,0,0,1,0,0,Inf,Inf,Inf
115,296.986,5,-0.49515442485422967,0.005799280419408914,-0.5009537052736386,0.011712064213333418,1,1,231.693,0.00957594897714603,0,1800.862,8.046316713109812,1,4.299,-0.49515451204410876,0,1800.842,3.5402584399403936,1,218.909,0.006956860388590664,0,1800.0,NaN,0,1800.3586161136627,-0.4951076630221819,0,1800,Inf,0,0,1,0,0,Inf,0.012,Inf
115,306.598,7,-0.06223874599862378,0.0005063759519460254,-0.0627451219505698,0.008136024333736131,1,1,368.763,2.1463449691749357e-5,0,1801.067,18516.076161455974,1,4.186,-0.062238821371574604,0,1803.095,17.5290348132701,1,421.934,0.0081341006889841,0,1800.0,NaN,0,1802.2500219345093,-0.062238745855407895,0,1800,Inf,0,1,1,0,1,Inf,0.008,Inf
120,1050.89,1,-0.05299430779610781,4.386987364046746e-5,-0.053038177669748277,0.0008278223730981444,1,1,119.9,0.007916022360357267,0,1803.412,1221.136952816023,1,4.913,-0.05299435188281498,0,1802.041,444.6143374114155,1,1789.979,0.0008127722805831347,0,10.52509593963623,-0.05299339460037811,0,1803.2243089675903,-0.052994307628906,0,1800,Inf,0,1,1,1,1,Inf,0.001,0.001
120,1800.624,3,-0.4284712044925829,6.357726499549014,-6.786197704041597,14.838165162296384,0,0,1800.692,0.09140846688474487,0,1802.691,231.99325213590802,1,4.893,-0.4843146979747208,0,1803.11,9.148473561389281,0,1800.591,2.26888932483619,0,1800.0,NaN,0,1801.0077691078186,-0.4842018821022129,0,1800,Inf,0,0,1,0,0,Inf,13.012,Inf
120,1801.973,4,-9.839497878193647,17.378283604319385,-27.217781482513033,1.7661758576962794,0,0,1802.326,1.3911321101237208,0,1801.752,12.037984915732034,0,1800.04,Inf,0,1802.674,6.310961018527303,0,1802.015,1.8502900621556533,0,1800.0,NaN,0,1801.0355219841003,-10.546671196001622,0,1800,Inf,0,0,1,0,0,Inf,Inf,Inf
120,1513.736,5,-0.7600679199889003,0.006031294873016013,-0.7660992148619163,0.007935205149960928,1,1,836.164,0.0008922020879649003,0,1801.598,17.022625287505072,1,4.665,-0.7615336589502605,0,1800.969,4.801671864405606,1,1198.122,0.007150098564070544,0,1800.0,NaN,0,1800.8588581085205,-0.7614896343121832,0,1800,Inf,0,1,1,0,1,Inf,0.006,Inf
120,1425.556,7,-0.6059646782100977,0.005696813838007131,-0.6116614920481048,0.00940123086849619,1,1,399.936,0.006241270265622924,0,1801.243,3.6271327505521063,1,4.64,-0.6073368162571664,0,1801.972,15.998024792621825,1,756.122,0.008321331952356502,0,1800.0,NaN,0,1803.0498621463776,-0.6072809376481645,0,1800,Inf,0,1,1,0,1,Inf,0.007,Inf
120,101.515,8,-0.28327668052639055,0.0001951495422001237,-0.28347183006859067,0.0006889008365866644,1,1,114.663,1.8599115090781343e-5,1,665.22,0.8438464993564474,1,4.341,-0.2832766778271848,1,472.366,0.8438464993564474,1,111.697,1.857083297047541e-5,0,1800.0,NaN,0,1804.1026690006256,-0.2831476081328304,0,1800,Inf,0,1,1,0,1,Inf,0.001,Inf
120,184.95,9,-0.018632801121991838,1.6891805146079797e-5,-0.018649692927137917,0.0009065628423491739,1,1,128.005,0.0009278815998359728,0,1801.354,296.67810805745546,1,4.791,-0.018632864981354934,0,1802.805,419.6604754464903,1,110.525,0.0009020636552394557,0,11.385894060134888,-0.018631920679769376,0,1804.1345648765564,-0.018632800975018182,0,1800,Inf,0,1,1,1,1,Inf,0.001,0.001
120,1802.376,10,-1.5166129014652423,4.939482430007738,-6.45609533147298,3.2569170585556573,0,0,1800.375,11.939651445854185,0,1800.63,21.036014296794065,1,1004.639,-1.5417342616196208,0,1801.336,18.965424547202,0,1800.986,3.3056156348921513,0,831.2934648990631,0.08338725998335406,0,1800.4566669464111,-1.541640557374061,0,1800,Inf,0,0,1,0,0,Inf,3.188,Inf
