seed,dimension,p,k,Ns,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,70,70,35.0,5.0,5.186,-3959.274555300617,4.899220584775321e-8,1.2374035991558905e-11,OPTIMAL,44
1,70,70,35.0,10.0,5.22,-4732.897682828308,3.847617335850373e-8,8.129517250732316e-12,OPTIMAL,32
2,70,70,35.0,0.1,0.02,-276.76328207083367,0.0,0.0,OPTIMAL,3
2,70,70,35.0,1.0,1807.595,-617.1634394363425,25.779964527928087,0.04177169754493723,Time limit reached,24090
2,70,70,35.0,5.0,15.861,-423.42499025486023,4.3456680032250006e-8,1.0263135391723893e-10,OPTIMAL,121
2,70,70,35.0,10.0,10.556,-429.6176890484229,3.7547863485087873e-8,8.739831818437018e-11,OPTIMAL,116
3,70,70,35.0,0.1,0.021,-146048.30629797274,0.0,0.0,OPTIMAL,3
3,70,70,35.0,1.0,10.553,-451279.2324878797,1.1670636013150215e-7,2.586122997242879e-13,OPTIMAL,14
3,70,70,35.0,5.0,10.169,-270888.333930928,3.096647560596466e-8,1.1431454118603938e-13,OPTIMAL,51
3,70,70,35.0,10.0,5.148,-334128.5243423216,1.1525116860866547e-8,3.449306485745834e-14,OPTIMAL,34
4,70,70,35.0,0.1,0.02,-46348.15535596037,0.0,0.0,OPTIMAL,3
4,70,70,35.0,1.0,828.433,-121622.3436340542,2.8831943209079327,2.370612368384455e-5,OPTIMAL,2283
4,70,70,35.0,5.0,5.13,-91515.61957032623,5.129550117999315e-8,5.605108878771731e-13,OPTIMAL,29
4,70,70,35.0,10.0,10.017,-98720.64806721728,7.0329406298697e-8,7.124082719839e-13,OPTIMAL,33
5,70,70,35.0,0.1,0.021,-3035.668395004075,0.0,0.0,OPTIMAL,3
5,70,70,35.0,1.0,34.673,-10118.404318528617,1.0958501661662012e-7,1.083026662770831e-11,OPTIMAL,223
5,70,70,35.0,5.0,5.135,-6306.4171199919965,8.337610779562965e-8,1.322083620687232e-11,OPTIMAL,43
5,70,70,35.0,10.0,10.669,-7258.920077449231,6.512163963634521e-8,8.971257286418397e-12,OPTIMAL,48
6,70,70,35.0,0.1,0.02,-3.0386333812987427e6,0.0,0.0,OPTIMAL,3
6,70,70,35.0,1.0,61.547,-1.1855187100803122e7,0.0,0.0,OPTIMAL,72
6,70,70,35.0,5.0,10.051,-5.166076419162511e6,1.210719347000122e-8,2.3435955041416046e-15,OPTIMAL,49
6,70,70,35.0,10.0,5.115,-7.542568910729067e6,9.313225746154785e-9,1.234755141965891e-15,OPTIMAL,32
7,70,70,35.0,0.1,0.02,-3386.4677525452216,0.0,0.0,OPTIMAL,3
7,70,70,35.0,1.0,279.033,-10397.224955125372,0.0004688818062277278,4.509682230128048e-8,OPTIMAL,1664
7,70,70,35.0,5.0,5.098,-5534.788584581497,6.137452146504074e-8,1.1088864647154624e-11,OPTIMAL,37
7,70,70,35.0,10.0,10.327,-7314.396731881549,5.050515028415248e-8,6.9048962116060355e-12,OPTIMAL,76
8,70,70,35.0,0.1,0.021,-1315.312277217477,0.0,0.0,OPTIMAL,3
8,70,70,35.0,1.0,1803.594,-3279.3678333412918,51.60684233677421,0.015736826412727504,Time limit reached,16007
8,70,70,35.0,5.0,10.277,-2195.221969434565,4.1863131627906114e-8,1.9070113278198026e-11,OPTIMAL,95
8,70,70,35.0,10.0,15.609,-2487.848747981414,1.8180162442149594e-7,7.307583492324676e-11,OPTIMAL,87
9,70,70,35.0,0.1,0.02,-278.0096898092364,0.0,0.0,OPTIMAL,3
9,70,70,35.0,1.0,1803.73,-869.0053180120499,7.26996720060481,0.008365848919354948,Time limit reached,33838
9,70,70,35.0,5.0,8.699,-576.7685924126064,7.924802503112005e-8,1.3740003542777502e-10,OPTIMAL,114
9,70,70,35.0,10.0,12.232,-580.3941413279774,2.406484327366343e-7,4.1462932790123605e-10,OPTIMAL,108
10,70,70,35.0,0.1,0.02,-542.5786305155099,0.0,0.0,OPTIMAL,3
10,70,70,35.0,1.0,1804.982,-1497.0291557959351,61.0160619661749,0.04075809861814889,Time limit reached,26505
10,70,70,35.0,5.0,8.673,-1037.1236865162593,8.642427928862162e-8,8.333073519796302e-11,OPTIMAL,130
10,70,70,35.0,10.0,8.605,-1051.4611234906681,4.894718586001545e-8,4.6551588800087354e-11,OPTIMAL,111
1,90,90,45.0,0.1,0.027,-18670.312276752353,0.0,0.0,OPTIMAL,3
1,90,90,45.0,1.0,19.973,-51807.10936488544,1.685257302597165e-7,3.2529460208398017e-12,OPTIMAL,66
1,90,90,45.0,5.0,7.123,-27184.635630161858,1.7451384337618947e-8,6.419576327981499e-13,OPTIMAL,43
1,90,90,45.0,10.0,20.951,-43246.352939685145,4.5807973947376013e-7,1.059233226239066e-11,OPTIMAL,84
2,90,90,45.0,0.1,0.025,-14084.188010188294,0.0,0.0,OPTIMAL,3
2,90,90,45.0,1.0,1140.757,-38300.91129174051,0.036645024054450914,9.567663749649038e-7,OPTIMAL,5698
2,90,90,45.0,5.0,17.245,-28724.028392155862,5.95719029661268e-8,2.0739397048637883e-12,OPTIMAL,89
2,90,90,45.0,10.0,27.489,-27681.22285299091,7.951166480779648e-8,2.8724043453595247e-12,OPTIMAL,100
3,90,90,45.0,0.1,0.047,-4063.3151238691667,0.0,0.0,OPTIMAL,3
3,90,90,45.0,1.0,1806.632,-9588.835582533085,18.578558104687545,0.0019375197274766121,Time limit reached,8223
3,90,90,45.0,5.0,14.183,-5303.95027410414,2.0350853446871042e-8,3.836923876573935e-12,OPTIMAL,92
3,90,90,45.0,10.0,14.206,-6716.2112457322955,4.1114617488346994e-8,6.121698080070455e-12,OPTIMAL,98
4,90,90,45.0,0.1,0.026,-10504.732237194454,0.0,0.0,OPTIMAL,3
4,90,90,45.0,1.0,11.157,-26797.483378025852,6.420159479603171e-7,2.39580687075554e-11,OPTIMAL,36
4,90,90,45.0,5.0,7.148,-15800.080407201125,1.4011675375513732e-8,8.868103841501781e-13,OPTIMAL,54
4,90,90,45.0,10.0,15.802,-19683.242005497366,1.8141872715204954e-7,9.216912899886146e-12,OPTIMAL,45
5,90,90,45.0,0.1,0.024,-1000.1461563458813,0.0,0.0,OPTIMAL,3
5,90,90,45.0,1.0,1807.449,-2845.062990199041,250.11712298988095,0.08791268377941353,Time limit reached,22551
5,90,90,45.0,5.0,11.401,-2038.7216574963334,7.422158887493424e-8,3.6405945167660895e-11,OPTIMAL,153
5,90,90,45.0,10.0,16.884,-2304.3892891090145,6.818436304456554e-8,2.9588908161836156e-11,OPTIMAL,147
6,90,90,45.0,0.1,0.024,-1.4397826701698136e6,0.0,0.0,OPTIMAL,3
6,90,90,45.0,1.0,10.779,-5.892483083339364e6,2.9802322387695312e-8,5.05768484460474e-15,OPTIMAL,29
6,90,90,45.0,5.0,5.475,-2.1317104343689275e6,6.28642737865448e-8,2.949006242733674e-14,OPTIMAL,30
6,90,90,45.0,10.0,5.516,-4.512327662260908e6,9.220093488693237e-8,2.0433120506309812e-14,OPTIMAL,36
7,90,90,45.0,0.1,0.026,-129915.86278481437,0.0,0.0,OPTIMAL,3
7,90,90,45.0,1.0,5.662,-510749.5007517055,4.21423465013504e-8,8.251079333279148e-14,OPTIMAL,34
7,90,90,45.0,5.0,5.556,-229647.7893177417,5.384208634495735e-8,2.3445506052950156e-13,OPTIMAL,41
7,90,90,45.0,10.0,10.788,-474262.43934353726,7.142079994082451e-8,1.5059341414361946e-13,OPTIMAL,46
8,90,90,45.0,0.1,0.026,-118972.5986311546,0.0,0.0,OPTIMAL,3
8,90,90,45.0,1.0,56.373,-412374.87549634575,1.4602471308899112,3.5410671640271916e-6,OPTIMAL,245
8,90,90,45.0,5.0,5.564,-194754.7767070245,4.700268618762493e-8,2.413429184247044e-13,OPTIMAL,45
8,90,90,45.0,10.0,5.577,-308842.416221465,2.7474015951156616e-8,8.895803979028426e-14,OPTIMAL,45
9,90,90,45.0,0.1,0.026,-8286.736243114898,0.0,0.0,OPTIMAL,3
9,90,90,45.0,1.0,999.73,-19957.2572926322,0.6443215986801079,3.228507751503398e-5,OPTIMAL,4329
9,90,90,45.0,5.0,5.73,-9900.954504860083,1.1272277333773673e-8,1.13850410364379e-12,OPTIMAL,33
9,90,90,45.0,10.0,5.802,-13134.362409449226,3.7409336073324084e-8,2.848203430599019e-12,OPTIMAL,37
10,90,90,45.0,0.1,0.024,-95338.92676350637,0.0,0.0,OPTIMAL,3
10,90,90,45.0,1.0,41.717,-222504.0111615258,5.497650259378133,2.4708095061653242e-5,OPTIMAL,115
10,90,90,45.0,5.0,11.472,-111153.12892827157,4.783214535564184e-8,4.303265757503641e-13,OPTIMAL,64
10,90,90,45.0,10.0,18.239,-148394.71332816547,1.1685187928378582e-7,7.874396375925828e-13,OPTIMAL,69
