seed,dimension,time_afw,solution_afw,termination_afw
6,70,226.557,0.10754995648617327,OPTIMAL
7,70,130.044,-0.15884073382969205,OPTIMAL
8,70,123.108,-0.25637385731650564,OPTIMAL
9,70,157.926,-0.16999958403591847,OPTIMAL
10,70,98.194,-0.1992879619007005,OPTIMAL
1,75,142.991,-0.12878649855015933,Optimal (tree empty)
2,75,48.127,-0.5117624697781918,OPTIMAL
3,75,180.799,-0.23408754811972848,OPTIMAL
4,75,54.95,-0.5670199789190414,OPTIMAL
5,75,56.304,-0.47487118910363507,OPTIMAL
6,75,108.695,-0.3365416701204939,OPTIMAL
7,75,1801.102,-0.7595666317955568,Time limit reached
8,75,1800.279,-15.352562099610875,Time limit reached
9,75,154.535,-0.19553236543597868,OPTIMAL
10,75,49.888,-0.25506533239480905,OPTIMAL
1,80,222.435,-0.1068844379851358,OPTIMAL
2,80,56.532,-0.5814440821566776,OPTIMAL
3,80,1801.03,-19.059114300527597,Time limit reached
4,80,60.145,-0.3745359097873563,OPTIMAL
5,80,1801.101,-2.5045285237396655,Time limit reached
6,80,63.545,-0.4577782750013219,OPTIMAL
7,80,197.597,-0.14208981775941915,OPTIMAL
8,80,72.493,-0.44691712531164884,OPTIMAL
9,80,271.202,-0.03426963024216362,OPTIMAL
10,80,230.285,-0.11360784017826231,OPTIMAL
1,85,241.806,-0.13459220619361617,OPTIMAL
2,85,53.087,-0.3905957510133139,OPTIMAL
3,85,211.402,-0.0181343082432881,OPTIMAL
4,85,101.702,-0.7185091357627308,OPTIMAL
5,85,177.716,-0.23528733530342794,OPTIMAL
6,85,174.666,-0.7084124390004761,OPTIMAL
7,85,109.353,-0.2889701583695442,OPTIMAL
8,85,136.636,-0.2659398182599653,OPTIMAL
9,85,329.13,0.08628789251197733,OPTIMAL
10,85,180.048,-0.23672481760870773,OPTIMAL
1,90,147.9,-0.23709614698487563,OPTIMAL
2,90,132.293,-0.13515860944691271,OPTIMAL
3,90,315.925,-0.06277184212295228,OPTIMAL
4,90,257.186,-0.8987293894750817,OPTIMAL
5,90,226.967,-0.0022123946074457113,OPTIMAL
6,90,240.811,-0.15111613011273883,OPTIMAL
7,90,1480.345,-1.4171988056463658,OPTIMAL
8,90,68.744,-0.6559851056320903,OPTIMAL
9,90,102.015,-0.9647499992720525,OPTIMAL
10,90,341.077,0.07820106080814637,OPTIMAL
1,95,80.616,-0.295641627606105,OPTIMAL
2,95,74.996,-0.5022587468959928,OPTIMAL
3,95,246.64,-0.25951080703317064,OPTIMAL
4,95,1801.556,-3.486578441008154,Time limit reached
5,95,1800.334,-7.456763150840054,Time limit reached
6,95,106.867,-0.4253570619505744,OPTIMAL
7,95,260.937,0.07408483828942902,Optimal (tree empty)
8,95,125.9,-1.0585273464745149,OPTIMAL
9,95,162.766,-0.30128230358514774,OPTIMAL
10,95,178.554,-0.3063933556778902,OPTIMAL
1,100,457.347,-0.23753205523537957,OPTIMAL
2,100,306.746,-0.5664429835896535,OPTIMAL
3,100,657.225,-0.17148970778118128,OPTIMAL
4,100,1800.825,-18.539416078599633,Time limit reached
6,100,1102.225,-0.016303493430729232,OPTIMAL
8,100,230.56,-0.43405539371269547,OPTIMAL
7,100,677.945,-0.21769331202968722,OPTIMAL
5,100,966.57,-0.2503891369328549,OPTIMAL
9,100,824.577,-0.022368170679999078,Optimal (tree empty)
