seed,dimension,Ns,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
10,50,0.1,1800.015,0.9703717454135521,0,27837,0.14181292337025286,0.8285588220432992,0.17115613230757676,1806.019,0.8328507229982246,0,6112,0.004897058344138783,0.8279536646540858,0.005179959274757548,1804.125,0.8328507229982246,0,7380,0.004837536881722726,0.8280131861165019,0.005179959274757548,1805.307,0.8328507229982246,0,6034,0.004897058344138894,0.8279536646540857,0.005179959274757548,1803.017,0.8328507229982246,0,20971,0.004534610983345733,0.8283161120148789,0.005179959274757548,1803.224,0.8328507229982246,0,29581,0.004481492380226437,0.8283692306179982,0.005179959274757548,1802.706,0.8563482036197129,0,35129,0.02768722184051986,0.828660981779193,0.03353941909384607,1800.015
10,70,1.0,1800.014,0.48912783240989555,0,36172,0.018891201742345654,0.4702366306675499,0.04017381996704005,1802.745,0.5397472033020508,0,6811,0.07051745580925933,0.4692297474927915,0.14782041232267135,1804.98,0.5397472033020508,0,7972,0.07043366744026258,0.46931353586178826,0.14782041232267135,1804.346,0.5397472033020508,0,6844,0.07051745580925872,0.4692297474927921,0.14782041232267135,1802.237,0.5397472033020508,0,9501,0.07033883242606209,0.46940837087598875,0.14782041232267135,1801.711,0.5397472033020508,0,47371,0.06967763626494833,0.4700695670371025,0.14782041232267135,1804.793,0.5019220574684387,0,42970,0.03174323254818745,0.4701788249202512,0.06738187698373901,1800.014
10,90,5.0,1800.015,0.4955528531252179,0,64519,0.025376028723358146,0.47017682440185976,0.05397124529827798,1802.489,0.5398655492765561,0,9193,0.07000245122738147,0.4698630980491746,0.14821811977515378,1804.603,0.5398655492765562,0,11090,0.06991968969678342,0.46994585957977275,0.148218119775154,1806.416,0.5398655492765562,0,9384,0.06998854408957922,0.46987700518697695,0.148218119775154,1803.438,0.49242756479151717,0,26817,0.02226508110837322,0.47016248368314395,0.04732419641900452,1803.939,0.4867573638094227,0,34979,0.016524591696390867,0.4702327721130318,0.03526447614396144,1803.609,0.5002875772255848,0,28394,0.0300955185871713,0.4701920586384135,0.06404133777123266,1800.015
10,50,10.0,2.396,0.8661406604567691,1,28,0.004954768906420104,0.861185891550349,0.005753425543816431,9.689,0.8661406604567691,1,28,0.004954768906420104,0.861185891550349,0.005753425543816431,12.298,0.8661406604567691,1,28,0.004954768906420104,0.861185891550349,0.005753425543816431,10.174,0.8661406604567691,1,28,0.004954768906420104,0.861185891550349,0.005753425543816431,11.497,0.8661406604567691,1,28,0.004954768906420104,0.861185891550349,0.005753425543816431,12.004,0.8661406604567691,1,28,0.004954768906420104,0.861185891550349,0.005753425543816431,10.416,0.8661406604567691,1,28,0.004954768906420104,0.861185891550349,0.005753425543816431,2.396
1,70,0.1,1800.016,0.5123950966645312,0,25482,0.09470155303124916,0.41769354363328204,0.22672496253471727,1814.854,0.44031746021692914,0,2725,0.0243324972536203,0.41598496296330884,0.054163912582546346,1807.472,0.44031746021692914,0,3112,0.024204495893983713,0.4161129643229454,0.054163912582546346,1814.384,0.44031746021692914,0,2760,0.024285875426343195,0.41603158479058594,0.054163912582546346,1805.053,0.44031746021692914,0,3979,0.023962790713454862,0.4163546695034743,0.054163912582546346,1813.325,0.44031746021692914,0,14211,0.022276821146903825,0.4180406390700253,0.054163912582546346,1804.636,0.44031746021692914,0,20453,0.02174223847775597,0.41857522173917316,0.054163912582546346,1800.016
1,90,1.0,1800.023,-1.3890840800010962,0,17502,0.04799052611099919,-1.4370746061120954,0.03454832346142885,1810.419,-1.2120706695776509,0,2735,0.2256248315913285,-1.4376955011689794,0.18563598821580898,1813.954,-1.2120706695776509,0,3249,0.22549810876112564,-1.4375687783387765,0.18563598821580898,1814.859,-1.2120706695776509,0,2794,0.22562483159132696,-1.4376955011689778,0.18563598821580898,1808.156,-1.2120706695776509,0,3215,0.22549810876112564,-1.4375687783387765,0.18563598821580898,1801.645,-1.2120706695776509,0,18697,0.22509968436379513,-1.437170353941446,0.18563598821580898,1801.791,-1.2120706695776509,0,15674,0.2250726299402881,-1.437143299517939,0.18563598821580898,1800.023
1,50,5.0,1800.015,-1.5828841170460342,0,19341,0.06351927006581337,-1.6464033871118475,0.04012881889569562,1814.051,-1.4664790125244545,0,3722,0.18072607785709094,-1.6472050903815454,0.12269140782155771,1812.621,-1.4664790125244545,0,4392,0.18058896643767364,-1.647067978962128,0.12269140782155771,1809.545,-1.4664790125244545,0,3765,0.18070682016168016,-1.6471858326861346,0.12269140782155771,1808.409,-1.4664790125244545,0,4666,0.18056523292776694,-1.6470442454522214,0.12269140782155771,1812.395,-1.4664790125244545,0,18295,0.17994031096337482,-1.6464193234878293,0.12269140782155771,1802.097,-1.4664790125244545,0,37175,0.1799530502842297,-1.6464320628086841,0.12269140782155771,1800.015
1,70,10.0,14.21,0.2221550279958566,1,2121,0.0021844951821662073,0.2199705328136904,0.009930853711285142,84.627,0.22215502535700155,1,2713,0.0021362065084852555,0.2200188188485163,0.009930841714882635,81.823,0.22215502535700155,1,2713,0.0021362065084852555,0.2200188188485163,0.009930841714882635,69.895,0.22215502535700155,1,2713,0.0021362065084852555,0.2200188188485163,0.009930841714882635,76.377,0.22215502535700155,1,2713,0.0021362065084852555,0.2200188188485163,0.009930841714882635,88.176,0.22215502535700155,1,2713,0.0021362065084852555,0.2200188188485163,0.009930841714882635,27.431,0.222155029389831,1,3371,0.0021018820543758643,0.22005314733545514,0.009930860048381254,14.21
2,90,0.1,1800.024,0.8739431696829421,0,45502,0.057139485431236814,0.8168036842517052,0.06995498004344063,1808.3,0.8635729374480843,0,1803,0.04736532578796271,0.8162076116601216,0.057258866601741086,1813.166,0.8635729374480843,0,2194,0.047284185091247544,0.8162887523568367,0.057258866601741086,1811.675,0.8635729374480843,0,1866,0.047362792753497196,0.8162101446945871,0.057258866601741086,1809.03,0.8635729374480843,0,2359,0.04727655966447286,0.8162963777836114,0.057258866601741086,1801.735,0.8635729374480843,0,13341,0.04678378987247134,0.8167891475756129,0.057258866601741086,1801.789,0.8635729374480843,0,18676,0.0467367541414232,0.8168361833066611,0.057258866601741086,1800.024
2,50,1.0,1800.016,0.9999999999999983,0,27616,0.7516874621148618,0.24831253788513652,3.0271828741188034,1817.701,0.2843021667961945,0,2740,0.037550103520393174,0.24675206327580135,0.14493681719650398,1813.372,0.2843021667961945,0,3199,0.03749442761763552,0.246807739178559,0.14493681719650398,1807.23,0.2843021667961945,0,2740,0.03755010352039148,0.24675206327580304,0.14493681719650398,1813.177,0.2843021667961945,0,3365,0.0374330844802509,0.24686908231594362,0.14493681719650398,1801.693,0.2843021667961945,0,6142,0.03696558033458394,0.24733658646161058,0.14493681719650398,1801.678,0.2843021667961945,0,25130,0.036331897023491905,0.24797026977270262,0.14493681719650398,1800.016
2,70,5.0,1800.014,0.9999999999999983,0,42084,0.7516771288588513,0.24832287114114704,3.027015294260177,1814.885,0.2854263208909556,0,3397,0.03835824935335394,0.24706807153760166,0.14941615961229326,1804.059,0.28582501996519755,0,4076,0.03858882767557381,0.24723619228962374,0.15102172688207297,1815.176,0.2854263208909557,0,3675,0.03823838882124528,0.24718793206971043,0.1494161596122937,1806.639,0.28582501996519755,0,4377,0.038534079732759935,0.2472909402324376,0.15102172688207297,1812.46,0.28582501996519755,0,10715,0.03813184823013768,0.24769317173505986,0.15102172688207297,1801.912,0.28582501996519755,0,33222,0.03763075618301598,0.24819426378218157,0.15102172688207297,1800.014
2,90,10.0,2.496,0.8199684635575483,1,35,0.0043973834539913215,0.815571080103557,0.005391784433348182,10.228,0.8199684635575483,1,35,0.0043973834539913215,0.815571080103557,0.005391784433348182,12.856,0.8199684635575483,1,35,0.0043973834539913215,0.815571080103557,0.005391784433348182,10.665,0.8199684635575483,1,35,0.0043973834539913215,0.815571080103557,0.005391784433348182,12.305,0.8199684635575483,1,35,0.0043973834539913215,0.815571080103557,0.005391784433348182,12.796,0.8199684635575483,1,35,0.0043973834539913215,0.815571080103557,0.005391784433348182,10.955,0.8199684635575483,1,35,0.0043973834539913215,0.815571080103557,0.005391784433348182,2.496
3,50,0.1,1800.017,0.7861138536351389,0,24998,0.16133983575824962,0.6247740178768892,0.25823710836522235,1819.399,0.6322465991864024,0,2402,0.008005445614733708,0.6242411535716686,0.01196045465351854,1811.973,0.6322465991864024,0,2817,0.0079268415514957,0.6243197576349067,0.01196045465351854,1811.796,0.6322465991864024,0,2572,0.007988357169191662,0.6242582420172107,0.01196045465351854,1806.564,0.6322465991864024,0,3027,0.007922344163250328,0.624324255023152,0.01196045465351854,1805.234,0.6322465991864024,0,14657,0.007505264212749219,0.6247413349736531,0.01196045465351854,1804.905,0.6322465991864024,0,20105,0.007545565063127979,0.6247010341232744,0.01196045465351854,1800.017
3,70,1.0,1800.02,0.45177361598447596,0,52296,1.3721825372847793,-0.9204089213003034,Inf,1815.116,-0.8262712854632354,0,2688,0.09549184558464285,-0.9217631310478782,0.11393066356443854,1809.4,-0.8262712854632354,0,3062,0.09533104281119953,-0.9216023282744349,0.11393066356443854,1815.752,-0.8262712854632354,0,2831,0.09541806725931656,-0.9216893527225519,0.11393066356443854,1802.943,-0.8262712854632354,0,3224,0.0952780574465183,-0.9215493429097537,0.11393066356443854,1801.633,-0.8262712854632354,0,18759,0.09443538060765433,-0.9207066660708897,0.11393066356443854,1801.803,-0.8262712854632354,0,40535,0.09421666352843872,-0.9204879489916741,0.11393066356443854,1800.02
3,90,5.0,1800.022,0.9999999999999983,0,43669,2.035716712795648,-1.03571671279565,Inf,1810.581,-0.9403128176634277,0,3690,0.09622861555554252,-1.0365414332189702,0.10145974120536852,1806.707,-0.9394368465969277,0,4291,0.09700593209807196,-1.0364427786949997,0.10248678934352229,1809.246,-0.9394368465969277,0,3930,0.09710458662206245,-1.0365414332189902,0.10248678934352229,1812.448,-0.9394368465969277,0,4874,0.096902634974244,-1.0363394815711717,0.10248678934352229,1802.13,-0.9394368465969277,0,19977,0.09637255736442996,-1.0358094039613577,0.10248678934352229,1801.934,-0.9394368465969277,0,31091,0.09627816907458897,-1.0357150156715167,0.10248678934352229,1800.022
3,50,10.0,6.287,0.44244779560178144,1,340,0.004109121369251456,0.43833867423253,0.009374307152901705,19.984,0.4424477914966953,1,439,0.004380438141073251,0.438067353355622,0.00937429778780024,23.841,0.4424477914966953,1,439,0.004380438141073251,0.438067353355622,0.00937429778780024,20.434,0.4424477914966953,1,439,0.004380438141073251,0.438067353355622,0.00937429778780024,23.298,0.4424477914966953,1,439,0.004380438141073251,0.438067353355622,0.00937429778780024,26.417,0.4424477914966953,1,439,0.004380438141073251,0.438067353355622,0.00937429778780024,16.917,0.4424477914966953,1,439,0.004380438141073251,0.438067353355622,0.00937429778780024,6.287
4,70,0.1,1800.013,0.9028245607681239,0,22905,0.07525049742381418,0.8275740633443097,0.09092901863033186,1810.898,0.8934130266358712,0,1794,0.06699753347223769,0.8264154931636335,0.07955658134753477,1803.384,0.8934130266358712,0,2438,0.06675652860215975,0.8266564980337114,0.07955658134753477,1802.897,0.8934130266358712,0,1917,0.06695622060396944,0.8264568060319017,0.07955658134753477,1805.687,0.8934130266358712,0,2152,0.06685854723062812,0.8265544794052431,0.07955658134753477,1814.294,0.8927265358285891,0,2744,0.06605355261525891,0.8266729832133302,0.07872705945011337,1801.778,0.8934130266358712,0,35018,0.06591668956070285,0.8274963370751683,0.07955658134753477,1800.013
4,90,1.0,1800.021,0.9999999999999983,0,30424,0.5265567246294582,0.4734432753705401,1.1121854549889825,1819.291,0.5297678963076655,0,2660,0.05781085948347647,0.47195703682418905,0.11896804510116443,1814.294,0.5297678963076655,0,3714,0.05751460771164957,0.47225328859601595,0.11896804510116443,1810.059,0.5297678963076655,0,2954,0.05768617049101554,0.47208172581665,0.11896804510116443,1805.383,0.5297678963076655,0,3330,0.05757271146867121,0.4721951848389943,0.11896804510116443,1801.927,0.5297678963076655,0,7090,0.05697965030308466,0.47278824600458086,0.11896804510116443,1801.88,0.5297678963076655,0,25485,0.05635197353323901,0.4734159227744265,0.11896804510116443,1800.021
4,50,5.0,1800.013,0.9999999999999983,0,40895,0.5264643809668763,0.473535619033122,1.1117735600160885,1817.339,0.5310425371699998,0,3289,0.05887113546120426,0.47217140170879557,0.1214415892394684,1809.249,0.5294348237488671,0,4662,0.05698382074834901,0.47245100300051807,0.11804646254463726,1807.294,0.5310425371699998,0,3707,0.058759145603584306,0.4722833915664155,0.1214415892394684,1812.92,0.5294348237488671,0,4166,0.05706648685727311,0.47236833689159397,0.11804646254463726,1801.778,0.5294348237488671,0,11899,0.056503288024970844,0.47293153572389623,0.11804646254463726,1801.824,0.5310425371699998,0,32427,0.05757781677795015,0.4734647203920497,0.1214415892394684,1800.013
4,70,10.0,3.577,0.9083951234420451,1,106,0.005633894014382523,0.9027612294276626,0.0062407354577625465,11.889,0.9083951234420451,1,102,0.005029977483796522,0.9033651459582486,0.0062407354577625465,15.457,0.9083951234420451,1,102,0.005029977483796522,0.9033651459582486,0.0062407354577625465,12.666,0.9083951234420451,1,102,0.005029977483796522,0.9033651459582486,0.0062407354577625465,14.425,0.9083951234420451,1,102,0.005029977483796522,0.9033651459582486,0.0062407354577625465,12.986,0.9083951234420451,1,102,0.005029977483796522,0.9033651459582486,0.0062407354577625465,12.962,0.9083951234420451,1,102,0.005029977483796522,0.9033651459582486,0.0062407354577625465,3.577
5,90,0.1,1800.029,0.5434496819568556,0,23885,0.09506775872424378,0.44838192323261183,0.21202406653428904,1814.253,0.47125559643376763,0,2683,0.025420103723264975,0.44583549271050266,0.05101381660582552,1816.359,0.4712555964337673,0,3784,0.024865751311121953,0.44638984512264535,0.051013816605824776,1807.983,0.4712555964337673,0,2960,0.025259193544461545,0.44599640288930575,0.051013816605824776,1816.328,0.4712555964337673,0,3993,0.024894299184043567,0.44636129724972373,0.051013816605824776,1811.142,0.47426245598004346,0,12303,0.02615844082913199,0.44810401515091147,0.057719839731374074,1805.195,0.470325468099427,0,17705,0.021964256979313423,0.44836121112011357,0.048939405738333636,1800.029
5,50,1.0,1800.024,-1.5359680589718285,0,18321,0.04901467739633647,-1.584982736368165,0.0319112608560016,1818.923,-1.3961402249775712,0,2606,0.18925968637683055,-1.5853999113544017,0.1352604186972892,1805.187,-1.3961402249775712,0,3706,0.18905434075335936,-1.5851945657309305,0.1352604186972892,1804.101,-1.3961402249775712,0,2925,0.1891921443562341,-1.5853323693338053,0.1352604186972892,1802.94,-1.3961402249775712,0,3366,0.18911943547898136,-1.5852596604565525,0.1352604186972892,1802.167,-1.3961402249775712,0,12462,0.18884733888203975,-1.584987563859611,0.1352604186972892,1801.878,-1.3961402249775712,0,23131,0.18884666066871092,-1.584986885646282,0.1352604186972892,1800.024
5,70,5.0,1800.028,-1.8106475600830152,0,37597,0.06249661686490593,-1.8731441769479211,0.03451616882417502,1811.861,-1.709505336885856,0,3790,0.16415062703933625,-1.8736559639251922,0.09572291851405398,1807.527,-1.7072530576030664,0,4543,0.16626701413749734,-1.8735200717405638,0.09716844178786299,1803.014,-1.7072530576030664,0,4211,0.166328189003069,-1.8735812466061355,0.09716844178786299,1804.081,-1.7072530576030664,0,4704,0.1662545172976111,-1.8735075749006775,0.09716844178786299,1805.332,-1.7998842617638322,0,20760,0.07326127541679495,-1.8731455371806272,0.04070257001541667,1805.757,-1.7944355289815577,0,25002,0.07871117359058633,-1.873146702572144,0.04386262236517074,1800.028
5,90,10.0,5.348,0.2986117545331957,1,788,0.002874392097564904,0.2957373624356308,0.009719408037902328,46.686,0.29861175393450273,1,1342,0.0029041072890391706,0.29570764664546356,0.00971940601349466,47.966,0.29861175393450273,1,1342,0.0029041072890391706,0.29570764664546356,0.00971940601349466,42.036,0.29861175393450273,1,1342,0.0029041072890391706,0.29570764664546356,0.00971940601349466,46.066,0.29861175393450273,1,1342,0.0029041072890391706,0.29570764664546356,0.00971940601349466,42.871,0.29861175393450273,1,1342,0.0029041072890391706,0.29570764664546356,0.00971940601349466,18.893,0.298611753130175,1,1057,0.002928526974200263,0.29568322615597475,0.009719403293758104,5.348
6,50,0.1,1800.021,0.97846880551169,0,32709,0.20506473495530864,0.7734040705563814,0.26514566287165586,1821.228,0.7779321759254075,0,1750,0.005568147407430057,0.7723640285179775,0.005854773127543356,1807.77,0.7779321759254076,0,2097,0.0053712216799685075,0.7725609542454391,0.0058547731275435,1807.894,0.7779321759254076,0,1905,0.005518289682955535,0.7724138862424521,0.0058547731275435,1807.813,0.7779321759254076,0,2167,0.005336629981423813,0.7725955459439838,0.0058547731275435,1804.401,0.7779321759254076,0,12291,0.004528404369991801,0.7734037715554158,0.0058547731275435,1804.14,0.7779321759254076,0,29263,0.004501743048576534,0.7734304328768311,0.0058547731275435,1800.021
6,70,1.0,1800.018,0.9999999999999983,0,26775,0.9306332134831828,0.06936678651681549,13.41612117576737,1818.513,0.12583764119430313,0,2652,0.05749381803470141,0.06834382315960172,0.8140906839298128,1814.508,0.12583764119430313,0,3279,0.05746350547456741,0.06837413571973572,0.8140906839298128,1809.582,0.12583764119430313,0,2987,0.05747365548593629,0.06836398570836684,0.8140906839298128,1805.489,0.12583764119430313,0,3419,0.057320864246588416,0.06851677694771471,0.8140906839298128,1803.963,0.12914223336093997,0,3036,0.06133717060507862,0.06780506275586135,0.861730085040541,1801.951,0.12583764119430313,0,21920,0.05670603528200502,0.06913160591229811,0.8140906839298128,1800.018
6,90,5.0,1800.025,0.9999999999999983,0,37876,0.9305064295338016,0.06949357046619675,13.3898204293075,1811.451,0.12892144295539273,0,3411,0.060857380286410884,0.06806406266898185,0.8551564136153149,1810.267,0.12892144295539273,0,4096,0.06069910860639974,0.068222334348993,0.8551564136153149,1804.861,0.12892144295539273,0,3748,0.06075200760903429,0.06816943534635844,0.8551564136153149,1802.155,0.12892144295539273,0,4292,0.060684456278202834,0.0682369866771899,0.8551564136153149,1801.85,0.12892144295539273,0,6337,0.060518436253047495,0.06840300670234524,0.8551564136153149,1801.779,0.1291576448029713,0,37957,0.059777895115412844,0.06937974968755845,0.8585553157870409,1800.025
6,50,10.0,2.608,0.8271328810085713,1,110,0.00581411891706074,0.8213187620915106,0.007079004139945529,11.96,0.8271328481416219,1,110,0.0070221865168645925,0.8201106616247573,0.0070789641226575994,15.561,0.8271328481416219,1,110,0.0070221865168645925,0.8201106616247573,0.0070789641226575994,12.625,0.8271328481416219,1,110,0.0070221865168645925,0.8201106616247573,0.0070789641226575994,14.44,0.8271328481416219,1,110,0.0070221865168645925,0.8201106616247573,0.0070789641226575994,12.916,0.8271328481416219,1,110,0.0070221865168645925,0.8201106616247573,0.0070789641226575994,11.391,0.8271328481416219,1,110,0.0070221865168645925,0.8201106616247573,0.0070789641226575994,2.608
7,70,0.1,1800.025,0.9060514440126751,0,46322,0.06680442010931265,0.8392470239033625,0.079600425389182,1808.923,0.8950657649385793,0,1660,0.056918776649517944,0.8381469882890613,0.06651050220661156,1803.511,0.8950657649385793,0,2061,0.05681126390087321,0.838254501037706,0.06651050220661156,1803.313,0.8950657649385793,0,1898,0.05681524946326255,0.8382505154753167,0.06651050220661156,1810.017,0.8950657649385793,0,2203,0.056758287625489956,0.8383074773130893,0.06651050220661156,1801.677,0.8950657649385793,0,10382,0.056074535629258015,0.8389912293093212,0.06651050220661156,1801.723,0.8950657649385793,0,29149,0.05577722421010167,0.8392885407284776,0.06651050220661156,1800.025
7,90,1.0,1800.021,0.9999999999999983,0,25435,0.5045523950756782,0.49544760492432016,1.0183768981035821,1817.522,0.5380874348374264,0,2630,0.044159704693964685,0.4939277301434617,0.08606324763567981,1802.903,0.5380874348374264,0,3171,0.04394479013406033,0.49414264470336605,0.08606324763567981,1813.803,0.5380874348374264,0,2947,0.0439548524748703,0.4941325823625561,0.08606324763567981,1802.17,0.5380874348374264,0,3171,0.04394479013406033,0.49414264470336605,0.08606324763567981,1815.422,0.5380874348374264,0,6385,0.04353618349602878,0.4945512513413976,0.08606324763567981,1801.822,0.5380874348374264,0,25016,0.04287303394073727,0.4952144008966891,0.08606324763567981,1800.021
7,50,5.0,1800.025,0.9999999999999983,0,34988,0.5047186127004075,0.4952813872995908,1.0190542702447816,1803.057,0.5415998596926579,0,3381,0.04741448863600639,0.4941853710566515,0.09351950947643727,1810.783,0.5412762140641039,0,4720,0.046895530388164464,0.4943806836759394,0.0928660513880592,1807.671,0.5415998596926579,0,3792,0.04735026158883737,0.4942495981038205,0.09351950947643727,1802.44,0.5415998596926579,0,4530,0.04721917601671849,0.4943806836759394,0.09351950947643727,1806.916,0.5415998596926579,0,8039,0.04690916798745265,0.49469069170520524,0.09351950947643727,1801.797,0.5415998596926579,0,34017,0.04621778023764217,0.4953820794550157,0.09351950947643727,1800.025
7,70,10.0,2.847,0.8199262929226879,1,108,0.0076438919499493,0.8122824009727386,0.009410387250536823,11.967,0.8199262229443877,1,104,0.007735183086478692,0.812191039857909,0.009410301100325787,15.702,0.8199262229443877,1,104,0.007735183086478692,0.812191039857909,0.009410301100325787,12.712,0.8199262229443877,1,104,0.007735183086478692,0.812191039857909,0.009410301100325787,14.439,0.8199262229443877,1,104,0.007735183086478692,0.812191039857909,0.009410301100325787,13.024,0.8199262229443877,1,104,0.007735183086478692,0.812191039857909,0.009410301100325787,11.144,0.8199262229443877,1,104,0.007735183086478692,0.812191039857909,0.009410301100325787,2.847
8,90,0.1,1800.017,0.9502197091285304,0,46137,0.038687716082171475,0.9115319930463589,0.04244252135668472,1811.919,0.9428759082602531,0,1616,0.03233462728025649,0.9105412809799966,0.034385973781504056,1810.301,0.9428759082602531,0,1963,0.03227776219934064,0.9105981460609125,0.034385973781504056,1804.492,0.9428759082602531,0,1806,0.032297882272966705,0.9105780259872864,0.034385973781504056,1807.136,0.9428759082602531,0,1985,0.0322555761705966,0.9106203320896565,0.034385973781504056,1801.727,0.9428759082602531,0,10830,0.03150556289038264,0.9113703453698705,0.034385973781504056,1801.695,0.9428759082602531,0,31243,0.03130318957273204,0.9115727186875211,0.034385973781504056,1800.017
8,50,1.0,1800.022,0.9999999999999983,0,30232,0.19149040548467233,0.808509594515326,0.236843702021204,1820.411,0.840623895935512,0,2523,0.033551479915692406,0.8070724160198196,0.03972037145636774,1816.29,0.840623895935512,0,2983,0.03343896460194451,0.8071849313335675,0.03972037145636774,1807.783,0.840623895935512,0,2823,0.0334586944255133,0.8071652015099987,0.03972037145636774,1813.658,0.840623895935512,0,3084,0.03342612571446746,0.8071977702210446,0.03972037145636774,1801.953,0.840623895935512,0,6233,0.03290711598190299,0.807716779953609,0.03972037145636774,1801.968,0.840623895935512,0,28610,0.03229574755713882,0.8083281483783732,0.03972037145636774,1800.022
8,70,5.0,1800.033,0.9999999999999983,0,32622,0.19161105581777127,0.8083889441822271,0.23702829831697736,1808.002,0.8406554419741952,0,3231,0.03338857831570041,0.8072668636584948,0.03991457085624688,1812.337,0.8406554419741952,0,3890,0.03324825624722405,0.8074071857269711,0.03991457085624688,1810.762,0.8406554419741952,0,3728,0.0332619304164633,0.8073935115577319,0.03991457085624688,1811.103,0.8406554419741952,0,4344,0.033146008182630804,0.8075094337915644,0.03991457085624688,1806.898,0.8406554419741952,0,6717,0.0328651040795197,0.8077903378946755,0.03991457085624688,1802.042,0.8406554419741952,0,31089,0.03224864658681015,0.808406795387385,0.03991457085624688,1800.033
8,90,10.0,2.293,0.9755476896653795,1,31,0.008427581774912318,0.9671201078904672,0.008714100457796291,10.312,0.9755476896653795,1,31,0.008427581774912318,0.9671201078904672,0.008714100457796291,13.292,0.9755476896653795,1,31,0.008427581774912318,0.9671201078904672,0.008714100457796291,10.827,0.9755476896653795,1,31,0.008427581774912318,0.9671201078904672,0.008714100457796291,12.289,0.9755476896653795,1,31,0.008427581774912318,0.9671201078904672,0.008714100457796291,11.161,0.9755476896653795,1,31,0.008427581774912318,0.9671201078904672,0.008714100457796291,9.479,0.9755476896653795,1,31,0.008427581774912318,0.9671201078904672,0.008714100457796291,2.293
9,50,0.1,1800.013,0.27169153212856273,0,31479,0.0637536280151777,0.20793790411338503,0.3065993585297172,1810.52,0.22895179621613845,0,2761,0.027066401202379325,0.20188539501375913,0.10105849721027726,1813.486,0.22895179621613856,0,3384,0.02681087080009617,0.2021409254160424,0.1010584972102778,1815.757,0.22895179621613845,0,2928,0.02702969556530102,0.20192210065083743,0.10105849721027726,1813.951,0.22895179621613856,0,3520,0.026605454378462345,0.20234634183767622,0.1010584972102778,1805.352,0.22895179621613856,0,14272,0.023163149385747234,0.20578864683039133,0.1010584972102778,1805.158,0.22895179621613856,0,26523,0.02194575570954635,0.20700604050659221,0.1010584972102778,1800.013
9,70,1.0,1800.02,-0.9840613248470025,0,17178,1.2954792918541107,-2.279540616701113,1.316461951246307,1806.996,-1.970813696168218,0,2573,0.3095314721736837,-2.280345168341902,0.15664946977643887,1802.685,-1.970813696168218,0,3136,0.30945767173348826,-2.2802713679017064,0.15664946977643887,1811.751,-1.970813696168218,0,3165,0.30945767173348826,-2.2802713679017064,0.15664946977643887,1802.501,-1.970813696168218,0,3194,0.30945767173348826,-2.2802713679017064,0.15664946977643887,1801.599,-1.970813696168218,0,20083,0.3088456471712664,-2.2796593433394845,0.15664946977643887,1801.776,-1.970813696168218,0,22273,0.30880247858298593,-2.279616174751204,0.15664946977643887,1800.02
9,90,5.0,1800.024,-2.6505375225981633,0,20522,0.1149098175911627,-2.765447340189326,0.04335340156909889,1817.012,-2.509005073293224,0,3554,0.25750686389818345,-2.7665119371914075,0.10220874785219371,1802.561,-2.509005073293224,0,4249,0.25721960704537405,-2.766224680338598,0.10220874785219371,1809.245,-2.509005073293224,0,4214,0.25721960704537405,-2.766224680338598,0.10220874785219371,1815.085,-2.509005073293224,0,4402,0.25716506588821364,-2.7661701391814377,0.10220874785219371,1802.02,-2.509005073293224,0,13180,0.2565604016490499,-2.765565474942274,0.10220874785219371,1804.881,-2.6267139222402522,0,26220,0.1387478213363882,-2.7654617435766404,0.05281634089438711,1800.024
