seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,20,1,100,20.0,0.1,0.5596507470165679,0.024743977630164005,0.04625848661169129,253101,Time limit reached,1800.259
1,20,5,100,20.0,0.1,0.18647133422966417,0.036141023664109234,0.24041075634144402,244522,Time limit reached,1800.339
1,20,1,100,20.0,1.0,0.5596383319163073,0.041968344621396314,0.08107162024343398,211821,Time limit reached,1800.319
1,20,5,100,20.0,1.0,0.18612991703713586,0.04739714227428207,0.3416434390164943,199857,Time limit reached,1800.367
2,20,1,100,20.0,0.1,0.6931471805599454,0.06158773827334807,0.09751693055267469,236953,Time limit reached,1800.033
2,20,5,100,20.0,0.1,0.6931471805599454,0.4024053652711155,1.3840642938524557,222938,Time limit reached,1800.033
2,20,1,100,20.0,1.0,0.6469510877788262,0.016536411369903248,0.026231006333959122,203569,Time limit reached,1800.328
2,20,5,100,20.0,1.0,0.34407560681064986,0.06179924499947198,0.2189317043869622,179144,Time limit reached,1800.358
3,20,1,100,20.0,0.1,0.6931471805599454,0.09263012054315944,0.15425060620354433,243240,Time limit reached,1800.036
3,20,5,100,20.0,0.1,0.2788186123240926,0.050426126842084806,0.22078715390159914,240610,Time limit reached,1800.307
3,20,1,100,20.0,1.0,0.6215880477505299,0.027541022437924,0.046361687314958044,185739,Time limit reached,1800.376
3,20,5,100,20.0,1.0,0.27400109551481944,0.05956689950587546,0.27778638209080675,194006,Time limit reached,1800.39
