seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
10,3,28,20.0,2.296074801255837,4.013236720723512e-8,1.74786848785352e-8,136,OPTIMAL,4.752
1,3,29,20.0,3.6386839344258517,6.940321561899054e-8,1.9073714066269615e-8,101,OPTIMAL,4.679
2,3,29,20.0,3.6801873601379222,0.0074834311443634505,0.0020375808366382953,19,OPTIMAL,3.881
3,3,29,20.0,5.135610922355202,3.827624261987239e-8,7.453104116305534e-9,110,OPTIMAL,4.199
4,3,29,20.0,0.8581538004403105,8.150314378951862e-8,9.497499339682545e-8,120,OPTIMAL,4.218
5,3,29,20.0,0.9038410578993226,7.063857143663199e-8,7.815375982307971e-8,95,OPTIMAL,4.146
6,3,29,20.0,0.5551413170209486,4.474844894630792e-8,8.060731777900032e-8,77,OPTIMAL,4.162
7,3,29,20.0,5.360563582330039,6.61971624182911e-8,1.234891858273249e-8,125,OPTIMAL,4.216
8,3,29,20.0,1.821211365698203,4.5003768711637804e-8,2.4710898839832442e-8,108,OPTIMAL,4.163
9,3,29,20.0,1.7595985010919581,9.480984930476666e-8,5.388152715203483e-8,99,OPTIMAL,4.147
10,3,29,20.0,2.523534280468299,9.136513900998011e-8,3.620523130001675e-8,87,OPTIMAL,4.048
1,3,30,20.0,4.021995084160342,9.924750088430301e-8,2.4676187130167132e-8,110,OPTIMAL,4.142
2,3,30,20.0,4.287002335977499,0.0074118459918945945,0.0017319054262875339,21,OPTIMAL,3.833
3,3,30,20.0,4.283366998288573,6.212995895538143e-8,1.4504934991887592e-8,133,OPTIMAL,4.154
4,3,30,20.0,0.6466215639147733,7.022013281954287e-8,1.085954202021987e-7,84,OPTIMAL,4.149
5,3,30,20.0,1.7053798648507583,3.100885770379591e-8,1.8182962580212277e-8,114,OPTIMAL,4.262
6,3,30,20.0,1.0695752476657032,4.854621327154973e-8,4.5388312398711745e-8,79,OPTIMAL,4.149
7,3,30,20.0,4.614836276832873,6.221502157899295e-8,1.348152321894373e-8,145,OPTIMAL,4.268
8,3,30,20.0,1.8412128194590387,7.45491828268996e-8,4.048917379753933e-8,108,OPTIMAL,4.254
9,3,30,20.0,1.2378727652842538,6.951163977753083e-8,5.6154110204478964e-8,95,OPTIMAL,4.156
10,3,30,20.0,3.741039670677676,2.6853602896892426e-8,7.1781123574095035e-9,99,OPTIMAL,4.161
