seed,dimension,Ns,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
5,50,10.0,9.235,-14295.453872131493,1,82,8.356437319889665e-9,-14295.45387213985,5.84552081706217e-13,7.177,-14278.227649137076,1,142,5.569017957895994e-8,-14278.227649192766,0.001206467877251888,3.701,-14295.453872131497,1,50,8.356437319889665e-9,-14295.453872139853,5.842975966902368e-13,3.884,-14295.453872131497,1,54,8.356437319889665e-9,-14295.453872139853,5.842975966902368e-13,12.953,-14295.453872131493,1,47,8.356437319889665e-9,-14295.45387213985,5.84552081706217e-13,11.326,-14295.453872131497,1,82,8.356437319889665e-9,-14295.453872139853,5.842975966902368e-13,10.863,-14295.453872131497,1,82,8.356437319889665e-9,-14295.453872139853,5.842975966902368e-13,11.674,-14295.453872131497,1,82,8.356437319889665e-9,-14295.453872139853,5.842975966902368e-13,3.701
6,70,0.1,0.034,-11021.606051490122,1,4,0.0,-11021.606051490122,0.0,0.637,-11021.606051490122,1,5,0.0,-11021.606051490122,0.0,0.071,-11021.606051490122,1,4,0.0,-11021.606051490122,0.0,0.126,-11021.606051490122,1,5,0.0,-11021.606051490122,0.0,8.141,-11021.60605149012,1,3,0.0,-11021.60605149012,1.6503850664304313e-16,4.613,-11021.606051490122,1,4,0.0,-11021.606051490122,0.0,4.587,-11021.606051490122,1,4,0.0,-11021.606051490122,0.0,4.47,-11021.606051490122,1,4,0.0,-11021.606051490122,0.0,0.034
6,90,1.0,1803.116,-27081.428723921308,0,20637,163.01865928061306,-27244.44738320192,0.00601957381726382,1803.23,-27232.03080464137,0,40033,26.004804743835848,-27258.035609385206,0.00045595492490537034,7.332,-25742.344552101793,1,31,1.3451790437102318e-7,-25742.34455223631,0.05835143834936688,7.762,-25742.344552101793,1,34,1.3451790437102318e-7,-25742.34455223631,0.05835143834936688,15.076,-4140.820608083946,1,26,23105.994350311805,-27246.81495839575,5.579480243605279,1804.289,-27081.428723921308,0,19304,163.01865928061306,-27244.44738320192,0.00601957381726382,1804.263,-27081.428723921308,0,17929,163.01865928061306,-27244.44738320192,0.00601957381726382,1804.318,-27081.428723921308,0,17776,163.01865928061306,-27244.44738320192,0.00601957381726382,7.332
6,50,5.0,9.275,-13283.498822795715,1,65,3.361492417752743e-8,-13283.49882282933,2.5305775704094696e-12,6.851,-14801.756163262655,1,130,3.820605343207717e-8,-14801.75616330086,-0.11429649376894685,3.666,-13283.498822795715,1,37,3.361492417752743e-8,-13283.49882282933,2.5305775704094696e-12,3.597,-13283.498822795715,1,40,3.361492417752743e-8,-13283.49882282933,2.5305775704094696e-12,17.397,-13283.498822795715,1,61,3.361492417752743e-8,-13283.49882282933,2.5305775704094696e-12,11.064,-13283.498822795715,1,65,3.361492417752743e-8,-13283.49882282933,2.5305775704094696e-12,9.839,-13283.498822795715,1,65,3.361492417752743e-8,-13283.49882282933,2.5305775704094696e-12,11.466,-13283.498822795715,1,65,3.361492417752743e-8,-13283.49882282933,2.5305775704094696e-12,3.597
6,70,10.0,5.112,-19196.800484146464,1,45,5.687616067007184e-8,-19196.80048420334,2.9627937591497395e-12,4.419,-19196.800484146468,1,73,5.687616067007184e-8,-19196.800484203344,2.9626042495067075e-12,4.55,-19196.800484146468,1,45,5.687616067007184e-8,-19196.800484203344,2.9626042495067075e-12,4.596,-19196.800484146468,1,48,5.687616067007184e-8,-19196.800484203344,2.9626042495067075e-12,13.341,-19196.800484146464,1,42,5.687616067007184e-8,-19196.80048420334,2.9627937591497395e-12,8.02,-19196.800484146468,1,45,5.687616067007184e-8,-19196.800484203344,2.9626042495067075e-12,8.272,-19196.800484146468,1,45,5.687616067007184e-8,-19196.800484203344,2.9626042495067075e-12,8.162,-19196.800484146468,1,45,5.687616067007184e-8,-19196.800484203344,2.9626042495067075e-12,4.419
7,90,0.1,0.045,-7057.30241579965,1,4,0.0,-7057.30241579965,0.0,0.629,-7057.30241579965,1,5,0.0,-7057.30241579965,0.0,0.076,-7057.30241579965,1,4,0.0,-7057.30241579965,0.0,0.095,-7057.30241579965,1,5,0.0,-7057.30241579965,0.0,4.551,-7057.30241579965,1,3,0.0,-7057.30241579965,0.0,4.392,-7057.30241579965,1,4,0.0,-7057.30241579965,0.0,4.544,-7057.30241579965,1,4,0.0,-7057.30241579965,0.0,4.532,-7057.30241579965,1,4,0.0,-7057.30241579965,0.0,0.045
7,50,1.0,5.679,-1733.4771780007509,1,27,10973.387213146325,-12706.864391147075,6.330274982796209,6.437,-12554.48200054199,1,56,0.09814288644884073,-12554.580143428439,0.012137688404707353,5.938,-12554.48200054199,1,29,0.09814288644884073,-12554.580143428439,0.012137688404707353,6.056,-12554.48200054199,1,32,0.09814288644884073,-12554.580143428439,0.012137688404707353,9.171,-12554.48200054199,1,26,0.09814288644884073,-12554.580143428439,0.012137688404707353,10.501,-12554.48200054199,1,27,0.09814288644884073,-12554.580143428439,0.012137688404707353,10.327,-12554.48200054199,1,27,0.09814288644884073,-12554.580143428439,0.012137688404707353,10.97,-12554.48200054199,1,27,0.09814288644884073,-12554.580143428439,0.012137688404707353,5.679
7,70,5.0,8.267,-12565.263113646073,1,30,3.6080410836420924,-12568.871154729715,0.0002871440932839443,6.263,-12565.263113646068,1,55,3.6080410836402734,-12568.871154729708,0.00028714409328437873,5.816,-12565.263113646068,1,31,3.6080410836402734,-12568.871154729708,0.00028714409328437873,6.035,-12565.263113646068,1,34,3.6080410836402734,-12568.871154729708,0.00028714409328437873,9.07,-12565.263113646068,1,28,3.6080410836402734,-12568.871154729708,0.00028714409328437873,10.693,-12565.263113646068,1,30,3.6080410836402734,-12568.871154729708,0.00028714409328437873,11.115,-12565.263113646068,1,30,3.6080410836402734,-12568.871154729708,0.00028714409328437873,10.835,-12565.263113646068,1,30,3.6080410836402734,-12568.871154729708,0.00028714409328437873,5.816
7,90,10.0,9.139,-7993.887014297388,1,50,4.2093233787454665e-8,-7993.8870143394815,5.265677850108367e-12,4.088,-8874.63321071737,1,56,3.7083736970089376e-8,-8874.633210754453,-0.11017746370420299,3.524,-7993.887014297387,1,34,4.2093233787454665e-8,-7993.887014339481,5.265791623883272e-12,3.821,-7993.887014297387,1,37,4.2093233787454665e-8,-7993.887014339481,5.265791623883272e-12,9.41,-7993.887014297387,1,48,4.2093233787454665e-8,-7993.887014339481,5.265791623883272e-12,10.84,-7993.887014297387,1,50,4.2093233787454665e-8,-7993.887014339481,5.265791623883272e-12,11.587,-7993.887014297387,1,50,4.2093233787454665e-8,-7993.887014339481,5.265791623883272e-12,11.189,-7993.887014297387,1,50,4.2093233787454665e-8,-7993.887014339481,5.265791623883272e-12,3.524
8,50,0.1,0.046,-8317.266976063689,1,4,2.681012119865045e-6,-8317.266978744701,3.2234291956489377e-10,0.638,-8317.266976063689,1,5,2.681012119865045e-6,-8317.266978744701,3.2234291956489377e-10,0.099,-8317.266976063689,1,4,2.681012119865045e-6,-8317.266978744701,3.2234291956489377e-10,0.078,-8317.266976063689,1,5,2.681012119865045e-6,-8317.266978744701,3.2234291956489377e-10,4.515,-8317.266976063689,1,3,2.681012119865045e-6,-8317.266978744701,3.2234291956489377e-10,4.401,-8317.266976063689,1,4,2.681012119865045e-6,-8317.266978744701,3.2234291956489377e-10,4.527,-8317.266976063689,1,4,2.681012119865045e-6,-8317.266978744701,3.2234291956489377e-10,4.537,-8317.266976063689,1,4,2.681012119865045e-6,-8317.266978744701,3.2234291956489377e-10,0.046
8,70,1.0,7.55,-17366.74578792087,1,30,9.266295819543302e-8,-17366.745788013533,5.335654665935347e-12,12.876,-18069.690995153895,1,188,6.003028829582036e-8,-18069.690995213925,-0.04047650698183948,5.786,-17366.74578792087,1,31,9.266295819543302e-8,-17366.745788013533,5.335654665935347e-12,6.143,-17366.74578792087,1,34,9.266295819543302e-8,-17366.745788013533,5.335654665935347e-12,8.509,-17366.74578792087,1,28,9.266295819543302e-8,-17366.745788013533,5.335654665935347e-12,10.061,-17366.74578792087,1,30,9.266295819543302e-8,-17366.745788013533,5.335654665935347e-12,10.187,-17366.74578792087,1,30,9.266295819543302e-8,-17366.745788013533,5.335654665935347e-12,10.379,-17366.74578792087,1,30,9.266295819543302e-8,-17366.745788013533,5.335654665935347e-12,5.786
8,90,5.0,2.36,-10703.504064165822,1,40,7.92351784184575e-9,-10703.504064173745,7.402732595181456e-13,4.191,-9582.164617920609,1,69,9.424365998711437e-8,-9582.164618014853,0.11702360489152959,3.651,-10225.145561018875,1,42,2.2166204871609807e-8,-10225.145561041041,0.046782561705381184,3.77,-10225.145561018875,1,45,2.2166204871609807e-8,-10225.145561041041,0.046782561705381184,9.527,-10703.504064165822,1,57,7.92351784184575e-9,-10703.504064173745,7.402732595181456e-13,11.491,-10703.504064165822,1,59,7.92351784184575e-9,-10703.504064173745,7.402732595181456e-13,11.582,-10703.504064165822,1,59,7.92351784184575e-9,-10703.504064173745,7.402732595181456e-13,11.12,-10703.504064165822,1,59,7.92351784184575e-9,-10703.504064173745,7.402732595181456e-13,2.36
8,50,10.0,2.288,-12396.190259000172,1,44,3.350032784510404e-8,-12396.190259033672,2.702469641491776e-12,4.18,-12396.190259000172,1,76,3.350032784510404e-8,-12396.190259033672,2.702469641491776e-12,4.494,-12396.190259000172,1,45,3.350032784510404e-8,-12396.190259033672,2.702469641491776e-12,4.488,-12396.190259000172,1,48,3.350032784510404e-8,-12396.190259033672,2.702469641491776e-12,7.093,-12396.190259000172,1,42,3.350032784510404e-8,-12396.190259033672,2.702469641491776e-12,7.935,-12396.190259000172,1,44,3.350032784510404e-8,-12396.190259033672,2.702469641491776e-12,7.817,-12396.190259000172,1,44,3.350032784510404e-8,-12396.190259033672,2.702469641491776e-12,8.158,-12396.190259000172,1,44,3.350032784510404e-8,-12396.190259033672,2.702469641491776e-12,2.288
9,70,0.1,0.046,-1.9232580930941754e6,1,4,0.0,-1.9232580930941754e6,0.0,0.65,-1.9232580930941754e6,1,5,0.0,-1.9232580930941754e6,0.0,0.117,-1.9232580930941754e6,1,4,0.0,-1.9232580930941754e6,0.0,0.066,-1.9232580930941754e6,1,5,0.0,-1.9232580930941754e6,0.0,4.459,-1.9232580930941754e6,1,3,0.0,-1.9232580930941754e6,0.0,4.455,-1.9232580930941754e6,1,4,0.0,-1.9232580930941754e6,0.0,4.514,-1.9232580930941754e6,1,4,0.0,-1.9232580930941754e6,0.0,4.512,-1.9232580930941754e6,1,4,0.0,-1.9232580930941754e6,0.0,0.046
9,90,1.0,3.821,-5.0053969038868835e6,1,14,0.3871752731502056,-5.005397291062157e6,7.735156284001156e-8,6.543,-5.0053969038868835e6,1,37,0.3871752731502056,-5.005397291062157e6,7.735156284001156e-8,5.912,-5.0053969038868835e6,1,16,0.3871752731502056,-5.005397291062157e6,7.735156284001156e-8,4.753,-5.0053969038868835e6,1,19,0.3871752731502056,-5.005397291062157e6,7.735156284001156e-8,9.026,-5.0053969038868835e6,1,13,0.3871752731502056,-5.005397291062157e6,7.735156284001156e-8,10.434,-5.0053969038868835e6,1,14,0.3871752731502056,-5.005397291062157e6,7.735156284001156e-8,10.374,-5.0053969038868835e6,1,14,0.3871752731502056,-5.005397291062157e6,7.735156284001156e-8,10.805,-5.0053969038868835e6,1,14,0.3871752731502056,-5.005397291062157e6,7.735156284001156e-8,3.821
9,50,5.0,8.247,-5.005160720923796e6,1,19,8.217249386012554,-5.005168938173182e6,1.641755348966278e-6,3.614,-2.224705035985826e6,1,30,4.7031790018081665e-8,-2.224705035985873e6,1.2498123828605705,4.218,-2.224705035985826e6,1,19,4.7031790018081665e-8,-2.224705035985873e6,1.2498123828605705,3.134,-2.224705035985826e6,1,22,4.7031790018081665e-8,-2.224705035985873e6,1.2498123828605705,7.012,-2.224705035985826e6,1,16,4.7031790018081665e-8,-2.224705035985873e6,1.2498123828605705,7.853,-2.224705035985826e6,1,19,4.7031790018081665e-8,-2.224705035985873e6,1.2498123828605705,7.269,-2.224705035985826e6,1,19,4.7031790018081665e-8,-2.224705035985873e6,1.2498123828605705,16.338,-5.005160720923786e6,1,19,8.217249386012554,-5.005168938173172e6,1.6417553510130782e-6,3.134
9,70,10.0,2.104,-3.2295949880732493e6,1,22,3.632158041000366e-8,-3.2295949880732857e6,1.124648153843985e-14,3.72,-3.2295949880732493e6,1,31,3.632158041000366e-8,-3.2295949880732857e6,1.124648153843985e-14,4.216,-3.2295949880732493e6,1,22,3.632158041000366e-8,-3.2295949880732857e6,1.124648153843985e-14,3.159,-3.2295949880732493e6,1,25,3.632158041000366e-8,-3.2295949880732857e6,1.124648153843985e-14,7.001,-3.2295949880732493e6,1,19,3.632158041000366e-8,-3.2295949880732857e6,1.124648153843985e-14,8.034,-3.2295949880732493e6,1,22,3.632158041000366e-8,-3.2295949880732857e6,1.124648153843985e-14,7.351,-3.2295949880732493e6,1,22,3.632158041000366e-8,-3.2295949880732857e6,1.124648153843985e-14,7.843,-3.2295949880732493e6,1,22,3.632158041000366e-8,-3.2295949880732857e6,1.124648153843985e-14,2.104
10,90,0.1,0.056,-3430.9563018679364,1,4,0.0,-3430.9563018679364,0.0,0.704,-3430.9563018679364,1,5,0.0,-3430.9563018679364,0.0,0.104,-3430.9563018679364,1,4,0.0,-3430.9563018679364,0.0,0.071,-3430.9563018679364,1,5,0.0,-3430.9563018679364,0.0,4.501,-3430.9563018679364,1,3,0.0,-3430.9563018679364,0.0,4.559,-3430.9563018679364,1,4,0.0,-3430.9563018679364,0.0,4.44,-3430.9563018679364,1,4,0.0,-3430.9563018679364,0.0,4.464,-3430.9563018679364,1,4,0.0,-3430.9563018679364,0.0,0.056
10,50,1.0,18.21,-7914.634160051622,1,83,0.0008317021538459812,-7914.6349917537755,1.0508409321607312e-7,30.144,-8200.457615947651,1,507,0.14884097741742153,-8200.606456925068,-0.03611317824405963,4.989,-1636.4593021784526,1,34,6591.097479851618,-8227.556782030071,3.836438633834537,3.671,-1636.4593021784526,1,37,6591.097479851618,-8227.556782030071,3.836438633834537,14.867,-7914.6341600516225,1,81,0.0008317021538459812,-7914.634991753776,1.0508409310116007e-7,17.793,-7914.6341600516225,1,83,0.0008317021538459812,-7914.634991753776,1.0508409310116007e-7,17.548,-7914.6341600516225,1,83,0.0008317021538459812,-7914.634991753776,1.0508409310116007e-7,17.044,-7914.6341600516225,1,83,0.0008317021538459812,-7914.634991753776,1.0508409310116007e-7,3.671
10,70,5.0,2.259,-4493.757806728789,1,35,7.417747838189825e-8,-4493.757806802966,1.6506781533892995e-11,4.365,-4644.638910024656,1,88,2.439992385916412e-8,-4644.638910049056,-0.03357570872940138,3.496,-4493.757806728789,1,37,7.417747838189825e-8,-4493.757806802966,1.6506781533892995e-11,2.775,-4493.757806728789,1,40,7.417747838189825e-8,-4493.757806802966,1.6506781533892995e-11,9.598,-4493.757806728789,1,56,7.417747838189825e-8,-4493.757806802966,1.6506781533892995e-11,10.801,-4493.757806728789,1,58,7.417747838189825e-8,-4493.757806802966,1.6506781533892995e-11,11.454,-4493.757806728789,1,58,7.417747838189825e-8,-4493.757806802966,1.6506781533892995e-11,11.249,-4493.757806728789,1,58,7.417747838189825e-8,-4493.757806802966,1.6506781533892995e-11,2.259
10,90,10.0,2.33,-5369.648653660383,1,39,6.423761078622192e-9,-5369.648653666807,1.1963093850178152e-12,7.251,-5755.10508462356,1,111,3.3135620469693094e-8,-5755.105084656696,-0.07178429275694491,3.583,-5369.648653660383,1,41,6.423761078622192e-9,-5369.648653666807,1.1963093850178152e-12,2.745,-5369.648653660383,1,44,6.423761078622192e-9,-5369.648653666807,1.1963093850178152e-12,9.595,-5369.648653660383,1,65,6.423761078622192e-9,-5369.648653666807,1.1963093850178152e-12,10.973,-5369.648653660383,1,65,6.423761078622192e-9,-5369.648653666807,1.1963093850178152e-12,11.37,-5369.648653660383,1,65,6.423761078622192e-9,-5369.648653666807,1.1963093850178152e-12,11.122,-5369.648653660383,1,65,6.423761078622192e-9,-5369.648653666807,1.1963093850178152e-12,2.33
