seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
2,15,5,75,15.0,0.1,0.6931471805599453,0.4116402067466384,1.4622735670471698,118791,Time limit reached,1801.289
2,15,1,75,15.0,1.0,0.6740154880189696,0.04730743297251938,0.07548559906256999,136138,Time limit reached,1801.771
2,15,5,75,15.0,1.0,0.44287644084154454,0.17904031097835693,0.6786042194872947,147246,Time limit reached,1801.94
3,15,1,75,15.0,0.1,0.6173244167931092,0.026596411585224966,0.04502310936801679,108143,Time limit reached,1801.454
3,15,5,75,15.0,0.1,0.2467048730859851,0.03422634748408504,0.1610814428758394,131982,Time limit reached,1801.674
3,15,1,75,15.0,1.0,0.6931471805599453,0.12507774673265315,0.22018038515108707,146639,Time limit reached,1801.377
3,15,5,75,15.0,1.0,0.6931471805599453,0.517119541373813,2.9377178706976177,144403,Time limit reached,1801.308
1,20,1,100,20.0,0.1,0.5596507470165679,0.028487255143522683,0.05363180184516803,66857,Time limit reached,1802.001
1,20,5,100,20.0,0.1,0.19686581014926047,0.052311223233373394,0.361878680915273,70292,Time limit reached,1802.052
1,20,1,100,20.0,1.0,0.6931471805599454,0.17852579991819972,0.3469070789394207,93025,Time limit reached,1801.353
1,20,5,100,20.0,1.0,0.6931471805599454,0.5569495494561889,4.089274864346942,87478,Time limit reached,1801.611
2,20,1,100,20.0,0.1,0.6931471805599454,0.06309780818191957,0.1001474026452347,74658,Time limit reached,1801.261
2,20,5,100,20.0,0.1,0.6931471805599454,0.4090395641319627,1.43973459520276,79305,Time limit reached,1801.543
2,20,1,100,20.0,1.0,0.6754754165320016,0.04622872618271978,0.0734667768487732,76275,Time limit reached,1802.248
2,20,5,100,20.0,1.0,0.6931471805599454,0.4130191874910015,1.4743945543112895,83257,Time limit reached,1802.276
3,20,1,100,20.0,0.1,0.6931471805599454,0.09485694915508291,0.15854671224089115,76219,Time limit reached,1801.732
3,20,5,100,20.0,0.1,0.29385757993418593,0.07256025242648093,0.32788580523619093,73500,Time limit reached,1801.879
3,20,1,100,20.0,1.0,0.6931471805599454,0.10023276299721118,0.16905097941324035,91650,Time limit reached,1801.581
3,20,5,100,20.0,1.0,0.6931471805599454,0.481598109263576,2.2765314274950503,101669,Time limit reached,1802.021
