seed,dimension,num_nodes,solution,termination,time
3,20,283,4.204070585025291,Optimal,2022.0
3,25,561,-1.2079211565562993,Optimal,2965.0
3,30,4363,-11.640655282782053,Optimal,15279.0
3,35,2825,-0.2881155148270036,Optimal,10775.0
3,40,469,10.050698143852015,Optimal,3202.0
3,45,2099,4.99906900312653,Optimal,8677.0
3,50,11249,3.436212579802019,Optimal,48380.0
3,55,2899,5.48137803996073,Optimal,15681.0
3,60,1509,19.405258701082076,Optimal,8415.0
3,65,13339,3.662753165239929,Optimal,86077.0
3,75,25079,3.343539643363812,Optimal,168056.0
3,80,1685,24.905689252898135,Optimal,12818.0
3,85,1873,13.258940438397683,Optimal,17015.0
3,90,4753,8.285236464481994,Optimal,76334.0
3,95,2147,9.229623783591753,Optimal,20123.0
3,100,2739,29.25283322350089,Optimal,34930.0
3,105,38095,6.638772260491498,Optimal,464939.0
3,115,54365,6.698316276733045,Optimal,532643.0
3,120,3503,37.13028678729426,Optimal,35046.0
4,20,1353,-0.102553863128509,Optimal,4807.0
4,25,187,3.967379627721629,Optimal,1599.0
4,30,329,4.469739399925264,Optimal,2680.0
4,35,793,9.528009695769756,Optimal,4828.0
4,40,531,7.008778409446109,Optimal,3314.0
4,45,74959,-8.907048356958018,Optimal,359063.0
4,50,1007,12.196311738877508,Optimal,5586.0
4,55,763,9.110708827139351,Optimal,6462.0
4,60,1305,6.211856367060144,Optimal,8909.0
4,65,1021,15.88525484196774,Optimal,7625.0
4,70,3159,11.446820627156615,Optimal,15571.0
4,75,1813,22.586691680584774,Optimal,14009.0
4,80,1873,15.604544860314617,Optimal,15501.0
4,90,2211,24.785734647327853,Optimal,21032.0
4,95,2903,18.646583703788615,Optimal,55695.0
4,100,3899,11.39099123073398,Optimal,33297.0
4,105,4387,28.794275721129324,Optimal,45635.0
4,110,3721,18.783445773444704,Optimal,42696.0
4,115,2441,32.557094835196125,Optimal,29945.0
4,120,10279,25.977295991764557,Optimal,138447.0
5,20,737,-9.518420431600463,Optimal,3357.0
5,25,237,2.373731070496182,Optimal,1768.0
5,30,837,3.943096813056179,Optimal,4323.0
5,35,1073,6.945358538497538,Optimal,5630.0
5,40,777,6.823552372383496,Optimal,8792.0
5,45,1669,8.598799973535412,Optimal,7914.0
5,50,30259,3.125417303310778,Optimal,355213.0
5,55,1431,3.412895453654182,Optimal,9049.0
5,60,228037,0.6163797845975858,Optimal,1.416878e6
5,65,1665,10.129435682921555,Optimal,10743.0
5,70,1675,10.332124172344832,Optimal,9655.0
5,75,1531,13.930498148289468,Optimal,10398.0
5,80,2203,18.43020133517149,Optimal,16616.0
5,85,2343,16.990651103916136,Optimal,20742.0
5,90,46061,6.252046004680646,Optimal,317331.0
5,95,19079,6.790135644999907,Optimal,132025.0
5,100,99767,3.4303978108997613,Optimal,793633.0
5,105,3413,17.718023850240318,Optimal,37005.0
5,110,6881,17.628395005221353,Optimal,80278.0
5,115,3807,25.224380625747237,Optimal,44439.0
5,120,4173,27.688186796558586,Optimal,84854.0
6,20,119,1.63459512105707,Optimal,1370.0
6,25,1369,0.5219132933720676,Optimal,6076.0
6,30,323,4.10423083971816,Optimal,2150.0
6,35,5019,-13.477848169039126,Optimal,18496.0
6,40,2585,1.883108399945856,Optimal,20143.0
6,45,6871,5.135838190615807,Optimal,61610.0
6,50,3115,10.018524264260748,Optimal,15704.0
6,55,5461,3.823296666069246,Optimal,23728.0
6,60,637,12.820709817560296,Optimal,3978.0
6,65,3835,5.112315073598625,Optimal,21708.0
6,70,1107,19.204999787759498,Optimal,8190.0
6,80,10401,5.506135330382042,Optimal,127851.0
6,85,2693,11.42831143074931,Optimal,21197.0
6,90,1939,18.185741705720048,Optimal,19224.0
6,95,42305,8.969031939554691,Optimal,290168.0
6,100,3105,30.714441507445112,Optimal,25231.0
6,105,3769,11.262276587732407,Optimal,37804.0
6,110,3825,35.0927022844192,Optimal,41822.0
6,120,7401,9.64721771367854,Optimal,75867.0
7,20,439,1.030868348285363,Optimal,2555.0
7,25,209,4.055233288284252,Optimal,1904.0
7,30,275,6.586997496277902,Optimal,2192.0
7,35,1037,1.7809768314957664,Optimal,4308.0
7,40,493,5.259235567277013,Optimal,2879.0
7,45,32783,-0.5399879549699547,Optimal,144788.0
7,50,80505,3.0724239018568253,Optimal,409240.0
7,55,7671,2.7725842901399638,Optimal,36489.0
7,60,1833,4.908721884448706,Optimal,10931.0
7,65,797,13.91925550000576,Optimal,6936.0
7,70,1167,22.011411118615385,Optimal,8357.0
7,75,2549,6.238467253293983,Optimal,20444.0
7,80,2049,14.234521603386861,Optimal,12848.0
7,85,280241,3.6471137619197807,Time limit reached,1.800006e6
7,90,10183,6.634356828101183,Optimal,73994.0
7,95,29677,6.084668622317598,Optimal,218878.0
7,100,3689,8.806118953036183,Optimal,39314.0
7,105,3253,23.83774853248743,Optimal,29296.0
7,110,2359,34.02874258244052,Optimal,27760.0
7,115,6119,10.37205447194371,Optimal,57125.0
7,120,5101,21.219553328944674,Optimal,48247.0
8,20,91,-4.224283373954573,Optimal,1328.0
8,25,797,-10.469649713992544,Optimal,3486.0
8,30,405,6.811804994855508,Optimal,2598.0
8,35,399,4.825911575160909,Optimal,2538.0
8,40,7451,1.704739541757375,Optimal,30127.0
8,45,22707,-15.206887814162918,Optimal,91788.0
8,50,907,12.44880877877005,Optimal,5898.0
8,55,1993,2.503344634922659,Optimal,9442.0
8,60,158159,0.29520656187983807,Optimal,691193.0
8,70,1099,18.48440459780338,Optimal,8009.0
8,75,1723,10.748420420272405,Optimal,10231.0
8,80,10727,6.555497443195895,Optimal,72636.0
8,90,3007,26.10741406047006,Optimal,27533.0
8,95,7229,5.344341412957025,Optimal,56043.0
8,100,48261,3.6072199803864797,Optimal,403744.0
8,110,2883,32.29003737029308,Optimal,30480.0
8,115,3559,19.357786626497422,Optimal,82306.0
8,120,6899,9.631946302680698,Optimal,84653.0
9,20,337,3.281690472251648,Optimal,2302.0
9,25,791,2.5028795911875448,Optimal,3343.0
9,30,319,5.928428792569355,Optimal,1996.0
9,35,407,6.474430458736086,Optimal,2499.0
9,40,26373,1.4054397661056788,Optimal,112207.0
9,45,455,11.975022934430438,Optimal,3058.0
9,50,26055,-0.5960848116050474,Optimal,104357.0
9,55,543,8.82581696638649,Optimal,3846.0
9,60,1537,17.168791011649095,Optimal,10511.0
9,65,1899,12.769777789469366,Optimal,10301.0
9,70,1797,19.486776929471525,Optimal,13364.0
9,75,873,18.233519380064905,Optimal,7217.0
9,80,4137,4.632755078556583,Optimal,32350.0
9,85,1023,23.59223465031565,Optimal,9585.0
9,95,2833,21.288700494978205,Optimal,25238.0
9,100,2197,28.905565974212724,Optimal,23943.0
9,105,3099,21.642700926795854,Optimal,34864.0
9,110,1769,29.18117489982578,Optimal,20360.0
9,115,2249,32.069110712646875,Optimal,29687.0
9,120,11799,8.285442312775947,Optimal,132913.0
10,20,187,3.0409369041129612,Optimal,1663.0
10,25,283,3.816538920909257,Optimal,2408.0
10,30,225,2.2298717924703113,Optimal,1736.0
10,35,6833,0.13885234825055626,Optimal,24294.0
10,40,791,6.588771517357569,Optimal,4644.0
10,45,457,9.328100101823718,Optimal,2808.0
10,50,353,9.607112675918492,Optimal,2661.0
10,55,625,11.4289593815899,Optimal,4027.0
10,60,531,13.090696460993426,Optimal,4365.0
10,65,1343,15.22834305589042,Optimal,10144.0
10,70,1639,8.961312830973794,Optimal,9559.0
10,75,6635,3.6927945900425123,Optimal,93735.0
10,80,2945,16.12715339396394,Optimal,24922.0
10,85,1275,18.809985610316318,Optimal,10092.0
10,90,2895,24.562847495489784,Optimal,17739.0
10,95,2325,23.55533080849311,Optimal,20763.0
10,100,2809,21.348867481581618,Optimal,20919.0
10,105,3615,25.49136445857476,Optimal,36858.0
10,110,3353,16.02186596720941,Optimal,38074.0
10,115,10127,6.1452958146128385,Optimal,117694.0
10,120,3829,25.631065243313696,Optimal,50774.0
