seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,1,75,15.0,1.0,0.6431112436437257,0.023930072349149234,0.03864793288064062,193525,Time limit reached,1800.241
1,15,5,75,15.0,1.0,0.35668774015885263,0.10611163206444157,0.4234706687377444,211852,Time limit reached,1800.222
2,15,1,75,15.0,0.1,0.6931471805599453,0.05934972563151508,0.09364147042562199,269773,Time limit reached,1800.027
2,15,5,75,15.0,0.1,0.6674783423758773,0.3781839918799986,1.3072636614982436,263518,Time limit reached,1800.071
2,15,1,75,15.0,1.0,0.6561448971747863,0.026985363936561035,0.042891130962714484,194245,Time limit reached,1800.249
2,15,5,75,15.0,1.0,0.36873284797853223,0.09989986933562195,0.37160570790058656,200219,Time limit reached,1800.296
3,15,1,75,15.0,0.1,0.6482790019157123,0.05368511210515525,0.09028870465227924,279455,Time limit reached,1800.127
3,15,5,75,15.0,0.1,0.246966182898671,0.030865231643542324,0.14282783793534923,265760,Time limit reached,1800.194
3,15,1,75,15.0,1.0,0.6259127204792865,0.05538674285599576,0.09708014188368255,242705,Time limit reached,1800.214
3,15,5,75,15.0,1.0,0.6931471805599453,0.5165815709281704,2.9257202011506878,223807,Time limit reached,1800.024
1,20,1,100,20.0,0.1,0.5596507470165679,0.02405959534495461,0.04492156987631912,243274,Time limit reached,1800.232
1,20,5,100,20.0,0.1,0.18572080405838004,0.03490586616000993,0.23144833427264347,218608,Time limit reached,1800.326
1,20,1,100,20.0,1.0,0.6931471805599454,0.1770158625935626,0.34296671492639824,207530,Time limit reached,1800.025
1,20,5,100,20.0,1.0,0.2011688048112059,0.06338813756513179,0.4600655435346497,157124,Time limit reached,1800.364
2,20,1,100,20.0,0.1,0.6931471805599454,0.06021910920700546,0.09514368525049263,221828,Time limit reached,1800.025
2,20,5,100,20.0,0.1,0.6931471805599454,0.40590031836332696,1.413071374424592,189949,Time limit reached,1800.025
2,20,1,100,20.0,1.0,0.6547012268830787,0.025162505860376272,0.03996975089872011,194917,Time limit reached,1800.339
2,20,5,100,20.0,1.0,0.37307950434507603,0.09224188414812279,0.32845273394438024,178248,Time limit reached,1800.396
3,20,1,100,20.0,0.1,0.6861997200966768,0.08525066199891429,0.14186004761995266,225153,Time limit reached,1800.07
3,20,5,100,20.0,0.1,0.27229305479256427,0.04324980441974807,0.18882811150012016,210567,Time limit reached,1800.289
3,20,1,100,20.0,1.0,0.6285186380815205,0.03517525217023265,0.05928312846398154,183293,Time limit reached,1800.305
3,20,5,100,20.0,1.0,0.6931471805599454,0.4812877342544839,2.2717312947214894,179498,Time limit reached,1800.026
