seed,dimension,Ns,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeIpopt,solutionIpopt,terminationIpopt,numberNodesIpopt,relGapIpopt,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,timePavito,solutionPavito,terminationPavito,relGapPavito,timeShot,solutionShot,terminationShot,relGapShot,minimumTime
3,70,5.0,1800.022,0.4981649506011814,0,29469,0.014696435978876932,0.48346851462230445,0.030397917412177483,1800.025,0.4990377836308633,0,26243,0.032203273920995465,30.119482,0.5044578367703404,1,3691,0.043414041479895006,21.141968965530396,0.5095456336227562,1,0.053937574447477134,51.34974217414856,0.489436789883671,1,0.012344703079639223,21.141968965530396
3,90,10.0,2.879,0.8569825689120638,1,33,0.004110106645874079,0.8528724622661897,0.004819133959317911,5.134,0.8570755355508662,1,101,0.0049281381104841985,5.82331,0.8570759003865456,1,2197,0.00492856588332888,1800.0,NaN,0,Inf,1802.9340109825134,0.8570123258651842,1,0.004854024232409018,2.879
4,50,0.1,1800.023,0.5230051416915293,0,32742,0.049472701803825625,0.4735324398877037,0.10447584502459403,1800.111,Inf,0,34159,Inf,1800.0,0.5857615480538585,0,950,0.23700405444824318,1800.0,NaN,0,Inf,26.184064865112305,0.47851272069148043,1,0.010517295932159935,3.788592
4,70,1.0,1800.015,-0.9570683220182009,0,17525,0.04878631623823704,-1.005854638256438,0.050974747691324436,1800.104,-0.9636419526315624,0,24089,0.04380536309113465,1800.0,-0.9117114039141601,0,2007,0.10325990652096935,1800.0,NaN,0,Inf,11.824645042419434,-0.994259875507777,1,0.011661702372067926,9.490135
4,90,5.0,1800.036,-1.0089725778399885,0,17808,0.07921869873594622,-1.0881912765759347,0.07851422375178704,1800.101,-1.049809019340758,0,26693,0.03656118067958617,1800.001055,-0.86401705570131,0,734645,0.2594557820304435,211.09165906906128,-1.074720376783107,1,0.012534329937196567,50.172476053237915,-1.0747203766394424,1,0.012534330072548403,50.172476053237915
4,50,10.0,8.104,0.33334465944257563,1,840,0.003023414086057996,0.33032124535651763,0.009152950736773857,5.168,0.33345132252529386,1,101,0.009475857858909177,3.67443,0.33345165394419113,1,1654,0.00947686118189227,1800.0,NaN,0,Inf,1807.0907590389252,0.3333705490955953,1,0.009231327932862932,3.67443
5,70,0.1,1800.035,0.9632416366089152,0,23012,0.14621003716667735,0.8170315994422378,0.17895273238696083,1800.099,Inf,0,36139,Inf,11.08009,0.8567166471559252,1,2430,0.04857223116067869,1800.0,NaN,0,Inf,14.602638006210327,0.8211874114511925,1,0.005086476473849599,11.08009
5,90,1.0,1800.017,0.46137730665282084,0,33380,0.013541862507941316,0.4478354441448795,0.030238478630915108,1800.038,0.46952006708534694,0,30303,0.04842096181527831,1800.0,0.48686595678011935,0,2851,0.08715369260190366,109.8803038597107,0.4531386265576207,1,0.011841810383872957,24.261133909225464,0.45313862653660797,1,0.01184181033695227,15.682672
5,50,5.0,1800.02,0.4653157986799885,0,37580,0.017468810583494143,0.44784698809649437,0.039006203118039644,1800.029,0.46951989689573465,0,33523,0.048393557119492274,1800.0,0.4868659742662914,0,2547,0.0871257085721204,6.983377933502197,0.4684713230848955,1,0.04605219089685455,38.3550329208374,0.4531386265370653,1,0.011815728543943685,6.983377933502197
5,70,10.0,2.258,0.941719928409245,1,30,0.003863304259868916,0.9378566241493761,0.004119290902671699,5.055,0.9417568049549221,1,101,0.004158610927425509,3.454056,0.941757193519279,1,1576,0.004159025238469337,1800.0,NaN,0,Inf,1825.0405850410461,0.9417407594905168,1,0.004141502273509662,2.258
6,90,0.1,1800.023,0.9198980856489041,0,61505,0.03708279471742415,0.8828152909314799,0.04200515679593315,1800.048,Inf,0,38609,Inf,8.329112,0.8920664003590933,1,2010,0.010479099674239165,1800.0,NaN,0,Inf,16.9152090549469,0.8845756395126646,1,0.0019940168677043324,8.329112
6,50,1.0,1800.021,0.6255786315898251,0,41600,0.010100792343902265,0.6154778392459228,0.016411301430897418,731.174,0.6219552770554202,1,11293,0.010524242135888238,10.420217,0.626964501526715,1,2306,0.018662998971442326,1800.0,NaN,0,Inf,25.176709175109863,0.6177457290715008,1,0.0036847627663680197,10.420217
6,70,5.0,1800.018,1.0000000000000004,0,74763,0.3845651138896127,0.6154348861103878,0.6248672647078947,695.839,0.6219552357273956,1,11293,0.010594702647126742,11.005943,0.6269644025534342,1,2448,0.018733933846217573,1800.0,NaN,0,Inf,36.583226919174194,0.6177433127144396,1,0.0037508868219046435,11.005943
6,90,10.0,2.679,0.8748151635168242,1,127,0.0068051214655598935,0.8680100420512643,0.007839910987064347,4.266,0.8748956220009287,1,101,0.007932604020792853,3.431467,0.8748959371311311,1,1588,0.007932967069821217,1800.0,NaN,0,Inf,1826.3939530849457,0.8747724383207292,1,0.007790688980376403,2.679
7,50,0.1,1800.009,0.8898007903567755,0,26010,0.12149215162884186,0.7683086387279336,0.15812935779297352,1800.153,Inf,0,15171,Inf,5.577272,0.8135283390026617,1,1630,0.058856165342090976,1800.0,NaN,0,Inf,17.276871919631958,0.7735354676048478,1,0.006803032809273209,5.577272
7,70,1.0,1800.02,0.18329837824137984,0,27978,0.02054931184072495,0.1627490664006549,0.12626377708451333,1800.055,0.19272346750054256,0,40759,0.18417556403117438,1800.0,0.2003787340721277,0,2316,0.23121280203744002,127.44367694854736,0.16898011188101936,1,0.03828621336005027,38.224703788757324,0.16898011186128134,1,0.03828621323877143,9.697077
7,90,5.0,1800.018,0.18642334711725336,0,31185,0.023737027500578767,0.1626863196166746,0.14590672133040147,1800.055,0.19272329495838866,0,45619,0.18463123028714343,1800.0,0.21324814335253003,0,496,0.31079333440568585,1800.0,NaN,0,Inf,105.52641201019287,0.1689801118617429,1,0.038686671749031364,1.911343
7,50,10.0,2.404,0.6930363224575776,1,80,0.0052327920791302995,0.6878035303784473,0.007607975021952972,4.358,0.6931097149412595,1,101,0.007714680615106144,2.610102,0.6931100072553993,1,1584,0.007715105611674018,1800.0,NaN,0,Inf,1834.1647050380707,0.6930636330348,1,0.007647681967346749,2.404
8,70,0.1,1800.027,0.8034801858866946,0,37091,0.10340890101993438,0.7000712848667602,0.14771195913229823,1800.176,Inf,0,15731,Inf,9.858923,0.7352061217633677,1,2582,0.050187513266301935,1800.0,NaN,0,Inf,32.64085292816162,0.7094122317286068,1,0.013342851026412845,9.858923
8,90,1.0,1800.021,-0.20700861217746053,0,29386,0.02178283048669688,-0.2287914426641574,0.10522668722605269,1800.078,-0.20821715364292673,0,40319,0.09881169087785002,12.539654,-0.200512497167341,1,2820,0.14103333156943212,16.702594995498657,-0.22471884125965286,1,0.018123097207495994,55.38258719444275,-0.22471893462940162,1,0.018122674181737367,12.539654
8,50,5.0,1800.02,-0.20067102316925936,0,35051,0.030585703514553586,-0.23125672668381295,0.152417140409732,1800.039,-0.2107822026516248,0,44939,0.09713592407053398,16.758055,-0.2028256712203666,1,3368,0.14017483729935,1800.0,NaN,0,Inf,68.26660013198853,-0.22732546727166522,1,0.017293528346516825,16.758055
8,70,10.0,5.638,0.26320428439175897,1,1153,0.00254316390634568,0.2606611204854133,0.00975659086253332,4.242,0.2633245752965695,1,101,0.010218074740859772,2.428583,0.2633249402437248,1,1485,0.010219474823674768,1800.0,NaN,0,Inf,1805.0789380073547,0.263235702046024,1,0.009877121512468768,2.428583
9,90,0.1,1800.023,0.9093250241821065,0,43799,0.13208739766746014,0.7772376265146463,0.16994467735662444,1800.21,Inf,0,16019,Inf,14.0548,0.818101137278005,1,3020,0.05257531206588937,1800.0,NaN,0,Inf,35.70548391342163,0.7840194420455298,1,0.00872553682365456,14.0548
9,50,1.0,1800.011,0.13548847120428625,0,40870,0.01565416949625352,0.11983430170803273,0.13063179134129496,1800.055,0.13488967423249384,0,43945,0.1256349167965479,1800.0,0.15096497591101565,0,1540,0.259780995585308,1800.0,NaN,0,Inf,20.31701421737671,0.12580412876037134,1,0.049817347514434035,6.740462
9,70,5.0,1800.019,0.13737850008427402,0,40349,0.017526666558921725,0.1198518335253523,0.14623611540506223,1800.024,0.13488957170598573,0,49345,0.12546940449978594,1800.0,0.15475973719062514,0,1284,0.291258820482615,162.9952290058136,0.12988655344987854,1,0.08372604431123365,46.7069730758667,0.12580412876101904,1,0.04966378119203037,5.688576
9,90,10.0,2.581,0.6407601876218824,1,81,0.004871874782073182,0.6358883128398092,0.007661525905887326,4.288,0.6408758044094712,1,101,0.007843345236820672,4.868987,0.6408781797829631,1,2028,0.007847080756791615,1800.0,NaN,0,Inf,1825.1806910037994,0.6407889955159588,1,0.007706829292495881,2.581
10,50,0.1,1800.015,0.9703717454135521,0,27837,0.14181292337025286,0.8285588220432992,0.17115613230757676,1800.186,Inf,0,16421,Inf,8.301566,0.8581060451083004,1,1865,0.03566098420403643,1800.0,NaN,0,Inf,17.240872144699097,0.8317659870949091,1,0.0038707753345752116,8.301566
10,70,1.0,1800.014,0.48912783240989555,0,36172,0.018891201742345654,0.4702366306675499,0.04017381996704005,1800.005,0.49800127777039893,0,42343,0.05904399039146361,1800.0,0.5049612511885577,0,2292,0.07384499261938104,77.15775990486145,0.4746211631498428,1,0.009324098116449634,19.73079800605774,0.47462116313313724,1,0.00932409808092373,11.247864
10,90,5.0,1800.015,0.4955528531252179,0,64519,0.025376028723358146,0.47017682440185976,0.05397124529827798,1800.019,0.4980011054590743,0,45973,0.0591783337951875,13.416662,0.5049614562210715,1,2283,0.07398202126075298,21.509212017059326,0.4889709627319513,1,0.03997248982656829,36.908342123031616,0.47462116313356184,1,0.009452483621148257,13.416662
10,50,10.0,2.396,0.8661406604567691,1,28,0.004954768906420104,0.861185891550349,0.005753425543816431,6.388,0.8662088157822921,1,101,0.005832566791010309,3.23792,0.8662091999702277,1,1754,0.005833012906000517,1800.0,NaN,0,Inf,1800.0,0.8661588475859887,0,0.005774544246988513,2.396
1,70,0.1,1800.016,0.5123950966645312,0,25482,0.09470155303124916,0.41769354363328204,0.22672496253471727,1800.239,Inf,0,12249,Inf,1800.0,0.5533493957940294,0,4677,0.3247736390195385,1800.0,NaN,0,Inf,27.8265380859375,0.4364910383249544,1,0.04500307696442585,27.8265380859375
1,90,1.0,1800.023,-1.3890840800010962,0,17502,0.04799052611099919,-1.4370746061120954,0.03454832346142885,1800.321,Inf,0,8177,Inf,1800.0,-1.3416932550164888,0,5933,0.07109028143279615,1800.0,NaN,0,Inf,42.831608057022095,-1.4207812453522353,1,0.011467888398133171,42.831608057022095
1,50,5.0,1800.015,-1.5828841170460342,0,19341,0.06351927006581337,-1.6464033871118475,0.04012881889569562,1800.03,-1.582639487434121,0,18335,0.04028959228175506,1800.0,-1.565846627292959,0,6075,0.051446136814916124,1800.0,NaN,0,Inf,93.09631991386414,-1.631613611567774,1,0.00906450855718375,93.09631991386414
1,70,10.0,14.21,0.2221550279958566,1,2121,0.0021844951821662073,0.2199705328136904,0.009930853711285142,19.684,0.22223997297174272,1,141,0.010317018961691985,18.449824,0.22224037216230308,1,3206,0.010318833707309278,1800.0,NaN,0,Inf,1800.0,0.22219828621759227,0,0.010127508332167088,14.21
2,90,0.1,1800.024,0.8739431696829421,0,45502,0.057139485431236814,0.8168036842517052,0.06995498004344063,1800.235,Inf,0,14023,Inf,26.51096,0.8426645742169011,1,3182,0.03166108388564345,1800.0,NaN,0,Inf,1800.0,0.8207990188674633,0,0.0048914258013151605,26.51096
2,50,1.0,1800.016,0.9999999999999983,0,27616,0.7516874621148618,0.24831253788513652,3.0271828741188034,1800.135,0.26391325495036416,0,16525,0.06282694058905783,50.93466,0.26860013389926984,1,4470,0.08170185922515875,133.56916093826294,0.25195247100160273,1,0.014658676309570627,205.97369813919067,0.25195247098306917,1,0.014658676234932578,50.93466
2,70,5.0,1800.014,0.9999999999999983,0,42084,0.7516771288588513,0.24832287114114704,3.027015294260177,1800.013,0.2639131798275426,0,18197,0.06278241152235227,85.213251,0.2686001321016359,1,5591,0.08165684001359365,1800.0,NaN,0,Inf,344.0212550163269,0.25195247098337414,1,0.014616454076692901,85.213251
2,90,10.0,2.496,0.8199684635575483,1,35,0.0043973834539913215,0.815571080103557,0.005391784433348182,20.153,0.8200310532389409,1,141,0.0054685278134404035,16.660402,0.8200315033552694,1,2925,0.005469079716688966,1800.0,NaN,0,Inf,1800.0,0.8199954773743304,0,0.005424907011430195,2.496
3,50,0.1,1800.017,0.7861138536351389,0,24998,0.16133983575824962,0.6247740178768892,0.25823710836522235,1800.101,Inf,0,12805,Inf,57.479649,0.6975604972458871,1,5378,0.1165004902353995,1800.0,NaN,0,Inf,1488.364907026291,0.6320160044433152,1,0.011591369613985712,57.479649
3,70,1.0,1800.02,0.45177361598447596,0,52296,1.3721825372847793,-0.9204089213003034,Inf,1800.122,-0.8769996389126571,0,15901,0.049497491745226996,28.227222,-0.864952945072608,1,3028,0.06411444292271895,672.4997200965881,-0.9143979596145417,1,0.006573682303813901,596.4807648658752,-0.9144318123302551,1,0.006536418450728224,28.227222
3,90,5.0,1800.022,0.9999999999999983,0,43669,2.035716712795648,-1.03571671279565,Inf,1800.054,-0.9910561684128374,0,17389,0.04506358550225843,65.567884,-0.9790840633740098,1,4909,0.05784247904769184,1800.0,NaN,0,Inf,470.1035258769989,-1.028375435661597,1,0.007138713041438906,65.567884
3,50,10.0,6.287,0.44244779560178144,1,340,0.004109121369251456,0.43833867423253,0.009374307152901705,19.828,0.44257434451126854,1,141,0.009663008371676595,19.127744,0.44257468460187255,1,3313,0.009663784234323456,1800.0,NaN,0,Inf,1800.0,0.44247412756642035,0,0.009434379344079038,6.287
4,70,0.1,1800.013,0.9028245607681239,0,22905,0.07525049742381418,0.8275740633443097,0.09092901863033186,1800.069,Inf,0,13881,Inf,67.531919,0.8553666468395721,1,5736,0.03358319783845056,1800.0,NaN,0,Inf,98.58608484268188,0.8311037069160139,1,0.004265048565490938,67.531919
4,90,1.0,1800.021,0.9999999999999983,0,30424,0.5265567246294582,0.4734432753705401,1.1121854549889825,1800.123,0.4925003988482893,0,17395,0.04025217902363094,94.491405,0.497529699761993,1,6528,0.0508749952623188,1317.0160491466522,0.4758415340144752,1,0.005065567025021357,107.87261700630188,0.47584153400202933,1,0.005065566998733355,94.491405
4,50,5.0,1800.013,0.9999999999999983,0,40895,0.5264643809668763,0.473535619033122,1.1117735600160885,1800.101,0.4925002627047044,0,18717,0.04004903308077411,115.979234,0.4975296582008757,1,6685,0.05066997751245271,35.88216996192932,0.49082314306784947,1,0.036507336174680126,222.03580689430237,0.47584153400223805,1,0.004869570263424555,35.88216996192932
4,70,10.0,3.577,0.9083951234420451,1,106,0.005633894014382523,0.9027612294276626,0.0062407354577625465,19.806,0.9084610963208618,1,141,0.006313814447717108,35.431832,0.9084666767166426,1,4060,0.006319995922506782,1800.0,NaN,0,Inf,1800.0,0.9084180073485146,0,0.0062660842495843305,3.577
5,90,0.1,1800.029,0.5434496819568556,0,23885,0.09506775872424378,0.44838192323261183,0.21202406653428904,1800.221,Inf,0,12081,Inf,1800.0,0.5819287500805082,0,4353,0.2978416834583557,1800.0,NaN,0,Inf,458.5779948234558,0.4691765166117793,1,0.04637696638001978,43.677648
5,50,1.0,1800.024,-1.5359680589718285,0,18321,0.04901467739633647,-1.584982736368165,0.0319112608560016,1800.154,-1.5134560432958528,0,13381,0.04726050246992871,1800.0,-1.4874590154148843,0,5747,0.06556397180871514,1800.0,NaN,0,Inf,153.5103678703308,-1.5711847402961023,1,0.008781905601668666,71.510461
5,70,5.0,1800.028,-1.8106475600830152,0,37597,0.06249661686490593,-1.8731441769479211,0.03451616882417502,1800.065,-1.8097029325493381,0,14291,0.035056164886251795,1800.0,-1.7909598683537937,0,5562,0.04588841438958048,40.47560691833496,-1.8579874503098908,1,0.008157604420580125,79.17613291740417,-1.8595429082612376,1,0.007314307524853721,40.47560691833496
5,90,10.0,5.348,0.2986117545331957,1,788,0.002874392097564904,0.2957373624356308,0.009719408037902328,20.037,0.29875930960851954,1,141,0.01021834761763142,17.982217,0.29875963253996757,1,3213,0.010219439571131538,1800.0,NaN,0,Inf,1825.9496779441833,0.29863868879633726,1,0.009810482979937779,5.348
6,50,0.1,1800.021,0.97846880551169,0,32709,0.20506473495530864,0.7734040705563814,0.26514566287165586,1800.111,Inf,0,13871,Inf,42.140946,0.8010337679993238,1,4221,0.035724789272269804,1800.0,NaN,0,Inf,798.5431568622589,0.7779321758884314,1,0.005854773079733821,42.140946
6,70,1.0,1800.018,0.9999999999999983,0,26775,0.9306332134831828,0.06936678651681549,13.41612117576737,1800.055,0.08886629761728584,0,12601,0.281107314892602,28.568471,0.09412629988149407,1,2982,0.3569361449182386,66.57710695266724,0.07267838345120511,1,0.0477403826914606,162.17447519302368,0.07267838343563304,1,0.04774038246697174,28.568471
6,90,5.0,1800.025,0.9999999999999983,0,37876,0.9305064295338016,0.06949357046619675,13.3898204293075,1800.026,0.08886621017147593,0,14227,0.2787688066006404,49.491499,0.0960157224227019,1,3377,0.3816490040529163,1800.0,NaN,0,Inf,483.285208940506,0.07268179482771175,1,0.04587797605054451,49.491499
6,50,10.0,2.608,0.8271328810085713,1,110,0.00581411891706074,0.8213187620915106,0.007079004139945529,20.003,0.8271868650698195,1,141,0.0071447326533314445,23.615061,0.8271872034281448,1,3787,0.007145144622886828,1800.0,NaN,0,Inf,1824.3825900554657,0.8271499605275288,1,0.007099799377733558,2.608
7,70,0.1,1800.025,0.9060514440126751,0,46322,0.06680442010931265,0.8392470239033625,0.079600425389182,1800.192,Inf,0,13751,Inf,14.596988,0.8705381003556876,1,1942,0.03728470350337304,1800.0,NaN,0,Inf,184.51097702980042,0.8432110719612614,1,0.00472333883230477,14.596988
7,90,1.0,1800.021,0.9999999999999983,0,25435,0.5045523950756782,0.49544760492432016,1.0183768981035821,1800.144,0.5169725920137779,0,13539,0.043445536673339384,81.827357,0.521977715794208,1,6095,0.053547762883908515,132.54842686653137,0.49914488129139845,1,0.007462497205215159,215.10815286636353,0.4991389800348131,1,0.00745058624525353,81.827357
7,50,5.0,1800.025,0.9999999999999983,0,34988,0.5047186127004075,0.4952813872995908,1.0190542702447816,1800.029,0.5169724698976129,0,13949,0.043795472945768875,60.089226,0.5219777301647966,1,4265,0.05390136506191274,18.401065826416016,0.524100956701751,1,0.058188274668047574,175.38471388816833,0.4991389800350439,1,0.007788689085381858,18.401065826416016
7,70,10.0,2.847,0.8199262929226879,1,108,0.0076438919499493,0.8122824009727386,0.009410387250536823,20.023,0.8200291249140748,1,141,0.009536983605774468,19.63379,0.8200295150235033,1,3361,0.009537463869077072,1800.0,NaN,0,Inf,1800.0,0.8199487091380668,0,0.009437983829450835,2.847
8,90,0.1,1800.017,0.9502197091285304,0,46137,0.038687716082171475,0.9115319930463589,0.04244252135668472,1800.024,Inf,0,14119,Inf,42.746143000000004,0.9268042164716808,1,4131,0.016754456828533,1800.0,NaN,0,Inf,1755.139969110489,0.9148118620383277,1,0.003598194048030457,42.746143000000004
8,50,1.0,1800.022,0.9999999999999983,0,30232,0.19149040548467233,0.808509594515326,0.236843702021204,1800.175,0.823791219037646,0,14229,0.01890098104708426,22.536266,0.8260286644888117,1,2640,0.021668351361974647,324.0014159679413,0.8122517669629599,1,0.0046284824237332245,63.38632392883301,0.8122517670023742,1,0.004628482472482628,22.536266
8,70,5.0,1800.033,0.9999999999999983,0,32622,0.19161105581777127,0.8083889441822271,0.23702829831697736,1800.018,0.8237911335611253,0,14581,0.019052944117734366,90.024038,0.826028686292742,1,4974,0.021820860165720594,149.94429898262024,0.83369240547255,1,0.031301097661497704,195.57669401168823,0.812251767002689,1,0.00477842114029599,90.024038
8,90,10.0,2.293,0.9755476896653795,1,31,0.008427581774912318,0.9671201078904672,0.008714100457796291,20.11,0.9756327833944665,1,141,0.008802087180844112,14.507,0.9756331204365833,1,2825,0.008802435681629209,1800.0,NaN,0,Inf,1829.372239112854,0.9755636150175871,1,0.008730567235891062,2.293
9,50,0.1,1800.013,0.27169153212856273,0,31479,0.0637536280151777,0.20793790411338503,0.3065993585297172,1800.192,Inf,0,8777,Inf,1800.0,0.38242385457859485,0,1822,0.8391252725624548,1800.0,NaN,0,Inf,35.935742139816284,0.2289518054449373,1,0.1010585415927523,11.93896
9,70,1.0,1800.02,-0.9840613248470025,0,17178,1.2954792918541107,-2.279540616701113,1.316461951246307,1800.447,Inf,0,7771,Inf,80.472654,-2.131179619183607,1,6480,0.06961449714611057,1800.0,NaN,0,Inf,27.51042604446411,-2.2550103879127725,1,0.010878100127532328,27.51042604446411
9,90,5.0,1800.024,-2.6505375225981633,0,20522,0.1149098175911627,-2.765447340189326,0.04335340156909889,1800.022,-2.6640027744127703,0,15881,0.038079752300151884,1800.0,-2.6399746911785105,0,4507,0.047527974199935735,1800.0,NaN,0,Inf,76.514652967453,-2.743180043803277,1,0.008117329533783134,60.740423
9,50,10.0,14.694,0.29867033858620706,1,1620,0.002926464592059974,0.2957438739941471,0.009895266984018375,20.029,0.2987561592070243,1,141,0.01018545260868813,23.963348,0.2987564510678251,1,3565,0.01018643947883649,1800.0,NaN,0,Inf,1800.0,0.298709676777974,0,0.010028281376626601,14.694
10,70,0.1,1800.016,0.9999999999999983,0,49502,0.020735645660001967,0.9792643543399964,0.021174717090542274,1800.064,Inf,0,10611,Inf,61.127786,0.9875081692525435,1,5095,0.008418375361067102,1800.0,NaN,0,Inf,26.162065029144287,0.9808553104158393,1,0.0016246441206523756,26.162065029144287
10,90,1.0,1800.015,0.9999999999999983,0,41731,0.020873468644286852,0.9791265313557115,0.021318458826138816,19.657,0.9875078551356723,1,141,0.008560000685872461,26.951591,0.9875082549366748,1,2938,0.0085604090100162,383.3738090991974,0.9808553104605569,1,0.0017656340110115062,234.26330494880676,0.9808553104135314,1,0.0017656339629835006,19.657
10,50,5.0,1800.025,0.9999999999999983,0,32752,0.02090162966314557,0.9790983703368528,0.021347834187441753,19.168,0.9875078289858332,1,141,0.008588982377825058,14.442835,0.9928709045812187,1,1073,0.014066548021755587,1800.0,NaN,0,Inf,243.50125885009766,0.9808553104136593,1,0.0017944469422434294,14.442835
10,70,10.0,2.345,0.9995257767164175,1,33,0.007639395341641486,0.991886381374776,0.007701885503310488,19.479,0.9995697800160793,1,141,0.007746248749432308,14.311497,0.9995701167955342,1,2881,0.007746588283739062,1800.0,NaN,0,Inf,1800.0,0.9995399553969158,0,0.0077161801652440385,2.345
1,90,0.1,1800.032,0.8458268719706753,0,28253,0.085806772479042,0.7600200994916333,0.1129006621488523,1800.035,Inf,0,4803,Inf,52.103358,0.8003842840928563,1,3811,0.05310936464472726,1800.0,NaN,0,Inf,1800.0,0.7656392954364513,0,0.007393483341528163,52.103358
1,50,1.0,1800.022,0.9999999999999984,0,14432,1.0281234509703567,-0.028123450970358288,Inf,1800.1,-0.009350064583975914,0,6505,2.0078349425046853,230.533568,-0.002356201733625763,1,8982,10.935926609765051,1800.0,NaN,0,Inf,391.31319093704224,-0.024006023665370205,1,0.17151642281048243,230.533568
1,70,5.0,1800.023,0.9999999999999984,0,23379,1.028165629245547,-0.02816562924554855,Inf,1800.349,-0.009350140454204958,0,7971,2.012321513617677,466.125587,-0.002356236646410787,1,11262,10.953650448673203,1800.0,NaN,0,Inf,945.4444959163666,-0.024006023665094245,1,0.1732734099776193,466.125587
1,90,10.0,2.419,0.791877428349506,1,41,0.007679003658215611,0.7841984246912904,0.00979216919651241,44.104,0.7919427450770844,1,181,0.00987546026867196,54.720771,0.7919431480650571,1,5094,0.009875974153882604,1800.0,NaN,0,Inf,1800.0,0.7918974857203859,0,0.009817746104407553,2.419
2,50,0.1,1800.035,0.8276433030597814,0,21651,0.093214941777364,0.7344283612824174,0.12692176213701406,1800.422,Inf,0,4809,Inf,82.329004,0.7828971168750378,1,4902,0.06599521226003176,1800.0,NaN,0,Inf,1802.4590728282928,0.7409908391613819,1,0.008935490818335827,82.329004
2,70,1.0,1800.039,0.9999999999999984,0,21617,1.1451379829753787,-0.14513798297538028,Inf,1800.438,-0.1137871643963116,0,5135,0.275521573504339,112.451948,-0.11201065084193478,1,5784,0.2957516261573513,1800.0,NaN,0,Inf,1800.0,-0.14135520136771546,0,0.026760823592366097,112.451948
