seed,dimension,varA,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
3,15,1,1.0,0.26,2.792894873441543,1,61,5.5845370994234145e-8,2.792894817596172,1.99955152776931e-8,2.515,2.7928948734415444,1,2073,5.584536033609311e-8,2.792894817596184,1.999551575471344e-8,0.297,2.792894873441543,1,68,5.5845370994234145e-8,2.792894817596172,1.99955152776931e-8,0.252,2.792894873441543,1,72,5.5845370994234145e-8,2.792894817596172,1.99955152776931e-8,4.126,2.7928948734415444,1,55,5.584536033609311e-8,2.792894817596184,1.999551575471344e-8,4.986,2.792894873441543,1,61,5.5845370994234145e-8,2.792894817596172,1.99955152776931e-8,4.274,2.7928948734415444,1,61,5.584536033609311e-8,2.792894817596184,1.999551575471344e-8,5.087,2.792894873441543,1,61,5.5845370994234145e-8,2.792894817596172,1.99955152776931e-8,0.252
3,20,5,1.0,0.045,2.9760070981254225,1,15,7.213614949819203e-8,2.976007025989273,2.4239240320413155e-8,0.582,2.976007098125423,1,18,8.531400785827259e-8,2.976007012811415,2.4239240469636326e-8,0.05,2.9760070981254225,1,15,7.213614949819203e-8,2.976007025989273,2.4239240320413155e-8,0.046,2.9760070981254225,1,16,7.213614949819203e-8,2.976007025989273,2.4239240320413155e-8,4.116,2.9760070981254225,1,15,7.213589237053952e-8,2.97600702598953,2.4239240320413155e-8,4.75,2.9760070981254225,1,15,7.213614949819203e-8,2.976007025989273,2.4239240320413155e-8,4.119,2.9760070981254225,1,15,7.213589237053952e-8,2.97600702598953,2.4239240320413155e-8,4.861,2.9760070981254225,1,15,7.213614949819203e-8,2.976007025989273,2.4239240320413155e-8,0.045
4,5,1,0.1,0.268,2.6141629527823453,1,37,3.411892857130283e-8,2.6141629186634168,1.3051569329407877e-8,0.799,2.614162952782346,1,116,3.41189361208194e-8,2.6141629186634097,1.3051569499286047e-8,0.304,2.6141629527823453,1,65,3.411892857130283e-8,2.6141629186634168,1.3051569329407877e-8,0.293,2.6141629527823453,1,68,3.411892857130283e-8,2.6141629186634168,1.3051569329407877e-8,4.043,2.614162952782346,1,36,3.41189361208194e-8,2.6141629186634097,1.3051569499286047e-8,4.9,2.6141629527823453,1,37,3.411892857130283e-8,2.6141629186634168,1.3051569329407877e-8,4.112,2.614162952782346,1,37,3.41189361208194e-8,2.6141629186634097,1.3051569499286047e-8,4.967,2.6141629527823453,1,37,3.411892857130283e-8,2.6141629186634168,1.3051569329407877e-8,0.268
4,10,5,0.1,0.216,1.8597915468796642,1,36,5.8005213743328454e-8,1.8597914888744504,3.118909517025122e-8,0.779,1.8597915468796633,1,50,5.8004884229134746e-8,1.859791488874779,3.118909469268241e-8,0.394,1.8597915468796633,1,71,5.800515934240025e-8,1.859791488874504,3.118909469268241e-8,0.249,1.8597915468796642,1,71,5.8005213743328454e-8,1.8597914888744504,3.118909517025122e-8,4.333,1.8597915468796633,1,36,5.8004884229134746e-8,1.859791488874779,3.118909469268241e-8,4.902,1.8597915468796642,1,36,5.8005213743328454e-8,1.8597914888744504,3.118909517025122e-8,4.35,1.8597915468796633,1,36,5.8004884229134746e-8,1.859791488874779,3.118909469268241e-8,4.986,1.8597915468796642,1,36,5.8005213743328454e-8,1.8597914888744504,3.118909517025122e-8,0.216
4,15,1,1.0,0.191,0.9308823765777835,1,38,4.969353217809669e-8,0.9308823268842513,5.338325881040787e-8,0.638,0.9308823765777834,1,26,4.969351330430527e-8,0.9308823268842701,5.33832586911422e-8,0.438,0.9308823765777828,1,73,4.9693544168505355e-8,0.9308823268842387,5.338325809481386e-8,0.275,0.9308823765777835,1,73,4.969353217809669e-8,0.9308823268842513,5.338325881040787e-8,4.328,0.9308823765777834,1,38,4.969351330430527e-8,0.9308823268842701,5.33832586911422e-8,4.924,0.9308823765777835,1,38,4.969353217809669e-8,0.9308823268842513,5.338325881040787e-8,4.398,0.9308823765777834,1,38,4.969351330430527e-8,0.9308823268842701,5.33832586911422e-8,4.9,0.9308823765777835,1,38,4.969353217809669e-8,0.9308823268842513,5.338325881040787e-8,0.191
4,20,5,1.0,0.223,0.29033174532682576,1,41,3.673915172086595e-8,0.29033170858767404,1.2654198847099575e-7,0.647,0.2903317453268258,1,25,3.6739147057929245e-8,0.29033170858767876,1.2654198866219483e-7,0.384,0.29033174532682593,1,49,3.6739086217707495e-8,0.2903317085877397,1.2654198904459296e-7,0.201,0.29033174532682576,1,49,3.673915172086595e-8,0.29033170858767404,1.2654198847099575e-7,4.335,0.2903317453268258,1,39,3.6739147057929245e-8,0.29033170858767876,1.2654198866219483e-7,4.962,0.29033174532682576,1,41,3.673915172086595e-8,0.29033170858767404,1.2654198847099575e-7,4.377,0.2903317453268258,1,41,3.6739147057929245e-8,0.29033170858767876,1.2654198866219483e-7,4.951,0.29033174532682576,1,41,3.673915172086595e-8,0.29033170858767404,1.2654198847099575e-7,0.201
5,5,1,0.1,0.304,3.5649391289865147,1,61,3.699641881738103e-8,3.564939091990096,1.0377854393222775e-8,0.834,3.5649391289865155,1,54,3.69964086033292e-8,3.564939091990107,1.0377854642365438e-8,0.396,3.5649391289865147,1,71,3.6996421037827076e-8,3.5649390919900936,1.0377854393222775e-8,0.302,3.5649391289865147,1,74,3.699641881738103e-8,3.564939091990096,1.0377854393222775e-8,4.366,3.5649391289865155,1,66,3.69964086033292e-8,3.564939091990107,1.0377854642365438e-8,4.988,3.5649391289865147,1,61,3.699641881738103e-8,3.564939091990096,1.0377854393222775e-8,4.387,3.5649391289865155,1,61,3.69964086033292e-8,3.564939091990107,1.0377854642365438e-8,5.038,3.5649391289865147,1,61,3.699641881738103e-8,3.564939091990096,1.0377854393222775e-8,0.302
5,10,5,0.1,0.217,0.6965811464093504,1,48,8.797526296344671e-8,0.6965810584340875,1.262958013260006e-7,0.659,0.6965811464093504,1,24,8.797526573900427e-8,0.6965810584340847,1.262958013260006e-7,0.465,0.6965811464093501,1,73,8.797527761839063e-8,0.6965810584340725,1.2629580084785536e-7,0.265,0.6965811464093504,1,49,8.797526296344671e-8,0.6965810584340875,1.262958013260006e-7,4.355,0.6965811464093504,1,41,8.797526573900427e-8,0.6965810584340847,1.262958013260006e-7,4.929,0.6965811464093504,1,48,8.797526296344671e-8,0.6965810584340875,1.262958013260006e-7,4.314,0.6965811464093504,1,48,8.797526573900427e-8,0.6965810584340847,1.262958013260006e-7,4.936,0.6965811464093504,1,48,8.797526296344671e-8,0.6965810584340875,1.262958013260006e-7,0.217
5,15,1,1.0,0.237,0.30240000137385065,1,40,4.8646078720793184e-8,0.3023999527277719,1.6086668758372993e-7,0.91,0.30240000137385065,1,162,4.864608116328384e-8,0.3023999527277695,1.6086668758372993e-7,0.345,0.30240000137385087,1,47,4.864625124945121e-8,0.3023999527275996,1.6086668831800453e-7,0.219,0.30240000137385065,1,49,4.8646078720793184e-8,0.3023999527277719,1.6086668758372993e-7,4.313,0.30240000137385065,1,38,4.864608116328384e-8,0.3023999527277695,1.6086668758372993e-7,4.963,0.30240000137385065,1,40,4.8646078720793184e-8,0.3023999527277719,1.6086668758372993e-7,4.332,0.30240000137385065,1,40,4.864608116328384e-8,0.3023999527277695,1.6086668758372993e-7,4.973,0.30240000137385065,1,40,4.8646078720793184e-8,0.3023999527277719,1.6086668758372993e-7,0.219
5,20,5,1.0,0.082,1.237435754754274,1,18,4.8633677751652726e-8,1.2374357061205963,3.93019835382971e-8,1.454,1.2374357547542743,1,224,4.863368063823259e-8,1.2374357061205936,3.9301983717736407e-8,0.117,1.2374357547542743,1,18,4.863368019414338e-8,1.237435706120594,3.9301983717736407e-8,0.07,1.237435754754274,1,19,4.8633677751652726e-8,1.2374357061205963,3.93019835382971e-8,4.226,1.2374357547542743,1,17,4.863368063823259e-8,1.2374357061205936,3.9301983717736407e-8,4.86,1.237435754754274,1,18,4.8633677751652726e-8,1.2374357061205963,3.93019835382971e-8,4.209,1.2374357547542743,1,18,4.863368063823259e-8,1.2374357061205936,3.9301983717736407e-8,4.891,1.237435754754274,1,18,4.8633677751652726e-8,1.2374357061205963,3.93019835382971e-8,0.07
6,5,1,0.1,0.26,2.8504539680521126,1,61,6.682881803499185e-8,2.8504539012232946,2.3444974151769915e-8,0.802,2.850453968052113,1,84,6.682882069952711e-8,2.8504539012232923,2.3444974307565876e-8,0.408,2.8504539680521117,1,69,6.682883624264946e-8,2.8504539012232755,2.344497384017799e-8,0.25,2.8504539680521126,1,73,6.682881803499185e-8,2.8504539012232946,2.3444974151769915e-8,4.334,2.850453968052113,1,60,6.682882069952711e-8,2.8504539012232923,2.3444974307565876e-8,5.179,2.8504539680521126,1,61,6.682881803499185e-8,2.8504539012232946,2.3444974151769915e-8,4.38,2.850453968052113,1,61,6.682882069952711e-8,2.8504539012232923,2.3444974307565876e-8,5.004,2.8504539680521126,1,61,6.682881803499185e-8,2.8504539012232946,2.3444974151769915e-8,0.25
6,10,5,0.1,0.034,3.2896187047479777,1,16,6.360616300327138e-8,3.2896186411418147,1.9335421500771258e-8,0.58,3.2896187047479772,1,16,8.478520063803785e-8,3.2896186199627766,1.9335421365774088e-8,0.049,3.2896187047479772,1,16,6.360620963263841e-8,3.2896186411417676,1.9335421365774088e-8,0.035,3.2896187047479777,1,17,6.360616300327138e-8,3.2896186411418147,1.9335421500771258e-8,4.158,3.2896187047479772,1,15,6.360634019486611e-8,3.289618641141637,1.9335421365774088e-8,4.742,3.2896187047479777,1,16,6.360616300327138e-8,3.2896186411418147,1.9335421500771258e-8,4.155,3.2896187047479772,1,16,6.360634019486611e-8,3.289618641141637,1.9335421365774088e-8,4.829,3.2896187047479777,1,16,6.360616300327138e-8,3.2896186411418147,1.9335421500771258e-8,0.034
6,15,1,1.0,0.205,3.926725808077887,1,42,5.569447614206524e-8,3.926725752383411,1.418343924534589e-8,0.821,3.9267258080778857,1,73,5.5694498790614944e-8,3.926725752383387,1.4183438906063824e-8,0.331,3.926725808077887,1,69,5.5694469924816303e-8,3.926725752383417,1.418343924534589e-8,0.234,3.926725808077887,1,73,5.569447614206524e-8,3.926725752383411,1.418343924534589e-8,4.26,3.9267258080778857,1,40,5.5694498790614944e-8,3.926725752383387,1.4183438906063824e-8,4.888,3.926725808077887,1,42,5.569447614206524e-8,3.926725752383411,1.418343924534589e-8,4.26,3.9267258080778857,1,42,5.5694498790614944e-8,3.926725752383387,1.4183438906063824e-8,4.961,3.926725808077887,1,42,5.569447614206524e-8,3.926725752383411,1.418343924534589e-8,0.205
6,20,5,1.0,0.202,0.9491274334055991,1,49,6.59933336866203e-8,0.9491273674122654,6.953053504983939e-8,0.65,0.9491274334055988,1,24,6.599332613710374e-8,0.9491273674122727,6.95305346989203e-8,0.431,0.9491274334055988,1,72,6.599333612911096e-8,0.9491273674122627,6.95305346989203e-8,0.268,0.9491274334055991,1,49,6.59933336866203e-8,0.9491273674122654,6.953053504983939e-8,4.321,0.9491274334055988,1,41,6.599332613710374e-8,0.9491273674122727,6.95305346989203e-8,4.876,0.9491274334055991,1,49,6.59933336866203e-8,0.9491273674122654,6.953053504983939e-8,4.289,0.9491274334055988,1,49,6.599332613710374e-8,0.9491273674122727,6.95305346989203e-8,5.104,0.9491274334055991,1,49,6.59933336866203e-8,0.9491273674122654,6.953053504983939e-8,0.202
7,5,1,0.1,0.22,1.5152772581707274,1,36,4.4808190935441417e-8,1.5152772133625365,2.9570952786921416e-8,0.854,1.5152772581707277,1,105,4.480809678852893e-8,1.5152772133626309,2.95709529334587e-8,0.395,1.5152772581707272,1,73,4.48080594850353e-8,1.5152772133626677,2.9570952640384134e-8,0.256,1.5152772581707274,1,71,4.4808190935441417e-8,1.5152772133625365,2.9570952786921416e-8,4.322,1.5152772581707277,1,36,4.480809678852893e-8,1.5152772133626309,2.95709529334587e-8,4.849,1.5152772581707274,1,36,4.4808190935441417e-8,1.5152772133625365,2.9570952786921416e-8,4.338,1.5152772581707277,1,36,4.480809678852893e-8,1.5152772133626309,2.95709529334587e-8,4.926,1.5152772581707274,1,36,4.4808190935441417e-8,1.5152772133625365,2.9570952786921416e-8,0.22
7,10,5,0.1,0.166,1.2136511779515227,1,20,4.169408818199827e-8,1.2136511362574345,3.435426123405721e-8,0.647,1.2136511779515222,1,22,4.169408684973064e-8,1.2136511362574354,3.435426086814546e-8,0.215,1.2136511779515216,1,20,4.169408840404287e-8,1.2136511362574331,3.435426031927784e-8,0.105,1.2136511779515227,1,21,4.169408818199827e-8,1.2136511362574345,3.435426123405721e-8,4.267,1.2136511779515222,1,19,4.169408684973064e-8,1.2136511362574354,3.435426086814546e-8,4.801,1.2136511779515227,1,20,4.169408818199827e-8,1.2136511362574345,3.435426123405721e-8,4.218,1.2136511779515222,1,20,4.169408684973064e-8,1.2136511362574354,3.435426086814546e-8,4.804,1.2136511779515227,1,20,4.169408818199827e-8,1.2136511362574345,3.435426123405721e-8,0.105
7,15,1,1.0,0.24,3.1425850260150794,1,64,6.164796673147066e-8,3.1425849643671127,1.9616961014731382e-8,0.802,3.14258502601508,1,85,6.164797428098723e-8,3.1425849643671055,1.9616961156044734e-8,0.326,3.1425850260150803,1,71,6.164794275065333e-8,3.1425849643671375,1.9616961297358083e-8,0.24,3.1425850260150794,1,76,6.164796673147066e-8,3.1425849643671127,1.9616961014731382e-8,4.3,3.14258502601508,1,61,6.164797428098723e-8,3.1425849643671055,1.9616961156044734e-8,4.899,3.1425850260150794,1,64,6.164796673147066e-8,3.1425849643671127,1.9616961014731382e-8,4.331,3.14258502601508,1,64,6.164797428098723e-8,3.1425849643671055,1.9616961156044734e-8,4.914,3.1425850260150794,1,64,6.164796673147066e-8,3.1425849643671127,1.9616961014731382e-8,0.24
7,20,5,1.0,0.268,0.2881683582857577,1,39,7.516255806638839e-8,0.28816828312319964,2.608286979114019e-7,0.769,0.28816835828575804,1,55,7.516267674922972e-8,0.2881682831230813,2.608286990672089e-7,0.361,0.2881683582857581,1,48,7.516265831952751e-8,0.2881682831230998,2.608286992598434e-7,0.225,0.2881683582857577,1,49,7.516255806638839e-8,0.28816828312319964,2.608286979114019e-7,4.316,0.28816835828575804,1,40,7.516267674922972e-8,0.2881682831230813,2.608286990672089e-7,4.904,0.2881683582857577,1,39,7.516255806638839e-8,0.28816828312319964,2.608286979114019e-7,4.333,0.28816835828575804,1,39,7.516267674922972e-8,0.2881682831230813,2.608286990672089e-7,4.884,0.2881683582857577,1,39,7.516255806638839e-8,0.28816828312319964,2.608286979114019e-7,0.225
8,5,1,0.1,0.118,0.6231478446384664,1,16,6.94190745997858e-8,0.6231477752193918,1.1140066186603235e-7,0.644,0.6231478446384661,1,24,6.941911667723843e-8,0.6231477752193494,1.114006613315413e-7,0.164,0.6231478446384671,1,16,6.941912045199672e-8,0.6231477752193466,1.1140066293501446e-7,0.08,0.6231478446384664,1,17,6.94190745997858e-8,0.6231477752193918,1.1140066186603235e-7,4.236,0.6231478446384661,1,15,6.941911667723843e-8,0.6231477752193494,1.114006613315413e-7,4.814,0.6231478446384664,1,16,6.94190745997858e-8,0.6231477752193918,1.1140066186603235e-7,4.238,0.6231478446384661,1,16,6.941911667723843e-8,0.6231477752193494,1.114006613315413e-7,4.807,0.6231478446384664,1,16,6.94190745997858e-8,0.6231477752193918,1.1140066186603235e-7,0.08
8,10,5,0.1,0.245,1.3680759300316858,1,59,8.851736654769127e-8,1.3680758415143193,6.470209023624863e-8,0.849,1.3680759300316858,1,87,8.851733612758039e-8,1.3680758415143497,6.470209023624863e-8,0.357,1.3680759300316858,1,66,8.851733279691132e-8,1.368075841514353,6.470209023624863e-8,0.24,1.3680759300316858,1,69,8.851736654769127e-8,1.3680758415143193,6.470209023624863e-8,4.313,1.3680759300316858,1,58,8.851733612758039e-8,1.3680758415143497,6.470209023624863e-8,4.931,1.3680759300316858,1,59,8.851736654769127e-8,1.3680758415143193,6.470209023624863e-8,4.342,1.3680759300316858,1,59,8.851733612758039e-8,1.3680758415143497,6.470209023624863e-8,4.924,1.3680759300316858,1,59,8.851736654769127e-8,1.3680758415143193,6.470209023624863e-8,0.24
