seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
3,15,5,75,15.0,1.0,0.6931471805599453,0.5149937392661416,2.8907313579019447,200031,Time limit reached,1801.644
1,20,1,100,20.0,0.1,0.5596507470165679,0.023261679999874163,0.04336717772651806,248818,Time limit reached,1801.529
1,20,5,100,20.0,0.1,0.1905726999612749,0.03855810505344015,0.25364738877091125,213624,Time limit reached,1802.016
1,20,1,100,20.0,1.0,0.6931471805599454,0.17715464863979946,0.343327931473271,195326,Time limit reached,1801.281
1,20,5,100,20.0,1.0,0.19176213695376493,0.053928049808991685,0.3912533606606954,170633,Time limit reached,1802.075
2,20,1,100,20.0,0.1,0.6931471805599454,0.061371259651160304,0.09714086532908714,204904,Time limit reached,1801.397
2,20,5,100,20.0,0.1,0.6931471805599454,0.4005445799506559,1.368903007412093,198854,Time limit reached,1801.273
2,20,1,100,20.0,1.0,0.6468034321990421,0.015968742883694986,0.025313672748443913,183810,Time limit reached,1802.072
2,20,5,100,20.0,1.0,0.3515635006174538,0.06902827293464331,0.24431740247321734,164432,Time limit reached,1801.683
3,20,1,100,20.0,0.1,0.6931471805599454,0.09184458828309017,0.1527427113449106,217230,Time limit reached,1801.635
3,20,5,100,20.0,0.1,0.27362795979528987,0.04260673292783898,0.18442778399876095,205448,Time limit reached,1802.045
3,20,1,100,20.0,1.0,0.6329258974277455,0.03956490360487053,0.06667931329621761,183558,Time limit reached,1801.718
3,20,5,100,20.0,1.0,0.2941368280979877,0.08136213199478576,0.38238631512519117,160466,Time limit reached,1801.513
