seed,dimension,varA,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,minimumTime
6,15,1,1.0,0.229,4.311855546219652,1,55,5.1229712916267545e-8,4.311855494989939,1.1881129359690445e-8,0.336295,0.8581539992153424,1,58,-4.0245707634439825,0.229
6,20,5,1.0,0.216,2.184584876887847,1,39,8.531783546317229e-8,2.1845847915700114,3.905448568185641e-8,0.334619,0.6466216734266188,1,61,-2.3784589681216843,0.216
7,5,1,0.1,0.187,2.067139151750794,1,42,3.838577411485744e-8,2.06713911336502,1.8569516616794428e-8,0.460551,0.4872732057079675,1,36,-3.2422589404677784,0.187
7,10,5,0.1,0.142,0.9623225959819903,1,22,5.144719650296281e-8,0.9623225445347938,5.346148938850168e-8,0.452576,0.9308824116440346,1,32,-0.03377454821090955,0.142
7,15,1,1.0,0.309,4.456969779803133,1,59,1.3436094903340745e-8,4.456969766367038,3.0146255432853798e-9,0.391125,1.515277358406499,1,37,-1.941355746946613,0.309
7,20,5,1.0,0.212,1.0971610544385286,1,39,6.39916626354875e-8,1.097160990446866,5.8324770195688553e-8,0.36434,0.9996273384116522,1,34,-0.09757001263109602,0.212
8,5,1,0.1,0.252,0.5976298112501273,1,42,5.6446784357788715e-8,0.5976297548033429,9.445109435082126e-8,1800.0,1.9826705445433244,0,33,2.317556611945711,0.252
8,10,5,0.1,0.255,2.9169270157864955,1,64,5.064401342735891e-9,2.916927010722094,1.7362111990187178e-9,0.38659899999999997,1.9437674179824307,1,38,-0.5006563973326461,0.255
8,15,1,1.0,0.211,3.7142270359803407,1,61,5.539843517254894e-8,3.7142269805819055,1.491519916854131e-8,0.372739,2.067139419653919,1,27,-0.7967955839203834,0.211
8,20,5,1.0,0.045,3.9688828950092234,1,15,8.994692812791527e-8,3.9688828050622953,2.266303454795599e-8,0.373905,2.190876494176071,1,32,-0.8115502245848341,0.045
9,5,1,0.1,0.226,3.912591566422815,1,64,4.962454003276662e-8,3.9125915167982748,1.2683291833484072e-8,0.561461,2.438422932438554,1,40,-0.6045582022497931,0.226
9,10,5,0.1,0.183,2.7452959277722004,1,42,4.4547322275434453e-8,2.745295883224878,1.6226783621991613e-8,0.554948,1.908738884772469,1,41,-0.43827733857485224,0.183
9,15,1,1.0,0.234,2.1908761446624747,1,46,3.19586521690951e-8,2.1908761127038225,1.4587156244838518e-8,1800.0,2.665073907878832,0,40,0.21644208562290115,0.234
9,20,5,1.0,0.239,0.6513958580723096,1,41,7.921392297660645e-8,0.6513957788583866,1.2160644196287854e-7,1800.0,1.1653015107995552,0,52,0.788930092303978,0.239
10,5,1,0.1,0.22,4.524304927622753,1,60,7.977454963281616e-8,4.524304847848203,1.7632443505825564e-8,0.605596,1.5021062564598324,1,62,-2.0119739055685018,0.22
10,10,5,0.1,0.211,1.2815295867275722,1,39,3.765839129421522e-8,1.281529549069181,2.938550369093542e-8,0.36058199999999996,1.0012177658325758,1,55,-0.27997084430828906,0.211
10,15,1,1.0,0.224,1.0517412371714123,1,37,5.974235306460685e-8,1.0517411774290593,5.680328425539516e-8,0.38260099999999997,0.9038411772515733,1,64,-0.16363494372675583,0.224
10,20,5,1.0,0.218,2.5276615987871187,1,78,5.380832845958139e-8,2.5276615449787903,2.1287790118290104e-8,0.383731,1.7053801397891384,1,57,-0.48216898156872096,0.218
1,5,1,0.1,0.202,4.168537226182991,1,64,3.241544455079293e-8,4.168537193767547,7.776215742840877e-9,0.460935,0.060230230655953954,1,21,-68.2100486478126,0.202
1,10,5,0.1,0.033,3.903034787427202,1,16,2.1342906997290356e-8,3.903034766084295,5.468285136158945e-9,0.420394,0.29033242672739157,1,39,-12.443330495594488,0.033
1,15,1,1.0,0.224,4.7985761081539176,1,65,4.1169055720047254e-8,4.798576066984862,8.579431720025942e-9,0.42114199999999996,1.213651186902505,1,25,-2.953834609787549,0.224
1,20,5,1.0,0.211,2.116421835990861,1,38,3.019439098750354e-8,2.11642180579647,1.4266717014919683e-8,0.363215,0.09959901977468602,1,31,-20.24942404638381,0.211
2,5,1,0.1,0.246,2.4384225432404003,1,43,4.856210145121054e-8,2.438422494678299,1.9915376255425062e-8,0.37821699999999997,0.40531229259630663,1,33,-5.0161572674209065,0.246
2,10,5,0.1,0.273,1.6707479174665025,1,46,5.084610288363933e-8,1.6707478666203996,3.043313949368745e-8,0.439806,0.8511159342554039,1,18,-0.9630085624963046,0.273
2,15,1,1.0,0.209,4.939014399234411,1,64,3.956621874579014e-8,4.939014359668192,8.010954385734614e-9,0.495145,0.9623227782380217,1,38,-4.132388499325922,0.209
2,20,5,1.0,0.27,1.9385387538858083,1,59,7.682362879180005e-8,1.9385386770621795,3.9629660063437516e-8,0.37493,0.6513959050396926,1,30,-1.9759761491654686,0.27
3,5,1,0.1,0.231,0.9733858225458037,1,61,5.968347771556637e-8,0.973385762862326,6.131533867935553e-8,1800.0,1.6707479558564908,0,15,0.7164294153466044,0.231
3,10,5,0.1,0.25,3.5932974485273177,1,60,3.7185003964879115e-8,3.5932974113423137,1.0348434796269277e-8,0.6103029999999999,0.45465062183482313,1,41,-6.903425704865255,0.25
3,15,1,1.0,0.289,3.4517559686486585,1,61,2.8455477973921006e-8,3.4517559401931805,8.243768814178812e-9,0.6005199999999999,1.7363733918468665,1,16,-0.9879111004585104,0.289
3,20,5,1.0,0.05,3.7215360828757533,1,17,4.947259624188405e-8,3.721536033403157,1.3293595923252113e-8,0.554673,0.13376647030119249,1,62,-26.821142510702707,0.05
4,5,1,0.1,0.263,4.594821855435146,1,40,8.807948947975319e-8,4.594821767355657,1.9169294031277167e-8,0.560269,-0.5204366096829252,1,51,Inf,0.263
4,10,5,0.1,0.116,2.359692333846276,1,18,4.633752404004099e-8,2.359692287508752,1.963710450101182e-8,0.362207,-0.37062300680797666,1,61,Inf,0.116
4,15,1,1.0,0.156,1.908738745476035,1,42,7.422308434534841e-8,1.9087386712529506,3.888593313647607e-8,0.38087499999999996,0.5551417451312286,1,42,-2.4382906491778034,0.156
4,20,5,1.0,0.233,0.45465059065083757,1,38,3.337862941599212e-8,0.45465055727220816,7.341600902516366e-8,1800.0,1.0695754850757888,0,59,1.3525221028936585,0.233
5,5,1,0.1,0.239,5.085363468798052,1,56,3.7311620459945516e-8,5.0853634314864316,7.337060755368565e-9,0.519632,3.4917782196725637,1,37,-0.45638213871535743,0.239
5,10,5,0.1,0.204,1.3877354705692668,1,40,4.8413420383752737e-8,1.3877354221558464,3.4886635889528934e-8,1800.0,3.564939132929096,0,32,1.5688896283925393,0.204
5,15,1,1.0,0.204,1.259291947038172,1,39,5.28390753373742e-8,1.2592918941990967,4.195935476181206e-8,1800.0,3.142585460973204,0,37,1.495517898153289,0.204
5,20,5,1.0,0.21,2.47963622141298,1,40,1.3473129722996191e-8,2.4796362079398504,5.433510641542872e-9,1800.0,4.155671162990871,0,34,0.6759196972863679,0.21
6,5,1,0.1,0.262,3.2110174730164687,1,62,4.5824603223110216e-8,3.2110174271918654,1.4271054038839414e-8,1800.0,4.461341376044396,0,22,0.38938560042197506,0.262
6,10,5,0.1,0.035,3.665499737781815,1,17,8.755697722406808e-8,3.6654996502248376,2.388677822372659e-8,1800.0,4.36787710750661,0,25,0.19161847614381555,0.035
6,15,1,1.0,0.248,4.526011675027838,1,58,9.762790043055247e-8,4.526011577399937,2.1570404485495565e-8,0.753617,4.456969957744237,1,31,-0.015490707882321873,0.248
6,20,5,1.0,0.189,1.2083682555308264,1,41,6.262820306801586e-8,1.2083681929026233,5.182874179895165e-8,1800.0,4.524305172282883,0,24,2.744144540427733,0.189
7,5,1,0.1,0.2,2.665073778163115,1,42,2.8528825080087472e-8,2.66507374963429,1.0704703794408051e-8,1800.0,4.939014782136841,0,40,0.8532375634312517,0.2
7,10,5,0.1,0.22,1.7363731205668058,1,53,4.593305558131533e-8,1.7363730746337502,2.645344842784083e-8,1800.0,5.085363746604742,0,37,1.9287275994402224,0.22
7,15,1,1.0,0.22,4.261687815864774,1,62,6.788944784119622e-8,4.261687747975326,1.593017880614309e-8,0.604657,4.261687950254949,1,43,4.746467464248275e-8,0.22
7,20,5,1.0,0.267,1.2417842215013055,1,61,5.8268115221693506e-8,1.2417841632331903,4.692290089284344e-8,1800.0,5.159338639572701,0,35,3.1547788998528614,0.267
8,5,1,0.1,0.284,2.694721937624888,1,42,9.660865485372483e-8,2.694721841016233,3.5851067588219714e-8,1800.0,4.691017264223256,0,41,0.7408168786928229,0.284
8,10,5,0.1,0.301,3.233885135863616,1,63,2.8012002495358956e-8,3.2338851078516133,8.6620277347974e-9,1800.0,5.22782810812707,0,36,0.616578181900873,0.301
8,15,1,1.0,0.545,3.352452770160834,1,102,5.140052650176585e-8,3.3524527187603077,1.5332215191023807e-8,1800.0,5.360563724290661,0,62,0.5989975620813307,0.391879
8,20,5,1.0,0.192,3.707298696663103,1,21,0.01390305611306264,3.6933956405500403,0.0037643018691038803,1800.0,4.614836437823339,0,36,0.24948337165851872,0.192
9,5,1,0.1,0.562,3.7959953365216172,1,107,7.014790304182839e-8,3.795995266373714,1.8479449556542823e-8,0.46202899999999997,0.4427753069461012,1,35,-7.573186460092724,0.46202899999999997
9,10,5,0.1,0.663,0.5622672722197346,1,79,6.144484876458023e-8,0.5622672107748858,1.0928051216057986e-7,1800.0,0.696581355513931,0,34,0.23887956147032074,0.41063099999999997
9,15,1,1.0,0.798,1.1653012423841398,1,104,6.20818569885273e-8,1.1653011803022828,5.327537467388738e-8,0.42268,0.28816844413560533,1,39,-3.043819522979828,0.42268
9,20,5,1.0,0.489,0.13376590350839082,1,53,4.23451202991032e-8,0.13376586116327052,3.165614898364691e-7,1800.0,1.7918322991923867,0,41,12.395288481007354,0.36567299999999997
10,5,1,0.1,0.665,5.159338267215356,1,96,4.3860232779024955e-8,5.159338223355123,8.501135393775871e-9,0.377831,2.547903608242656,1,33,-1.0249346194511768,0.377831
10,10,5,0.1,0.703,0.8255661158804138,1,124,3.7167515065661405e-8,0.8255660787128988,4.502064222843013e-8,0.37185199999999996,0.7424442384269565,1,36,-0.11195701439081206,0.37185199999999996
10,15,1,1.0,0.649,1.918254234178397,1,108,9.000731360231384e-8,1.9182541441710834,4.692147486078172e-8,0.42622499999999997,1.0971613256913315,1,34,-0.7483792941410633,0.42622499999999997
10,20,5,1.0,0.728,2.6076704768437207,1,96,5.193435237416111e-8,2.6076704249093683,1.9915995471692375e-8,0.377592,1.2815299498478498,1,33,-1.0348103649227745,0.377592
1,5,1,0.1,0.495,3.6436218122750543,1,74,8.49949559622587e-8,3.6436217272800984,2.3327052675609656e-8,0.560496,1.9385388601195281,1,36,-0.8795711565232366,0.495
1,10,5,0.1,0.132,3.294197974121157,1,20,2.2091655171863067e-8,3.294197952029502,6.706231833534095e-9,0.622923,1.3877357092444482,1,30,-1.3737934608766578,0.132
1,15,1,1.0,0.591,3.3974823906248117,1,98,4.323634161806922e-8,3.39748234738847,1.2725994485682474e-8,0.753196,1.241784574807771,1,37,-1.735967587545853,0.591
1,20,5,1.0,0.575,0.8664493447295628,1,108,8.694857234203823e-8,0.8664492577809905,1.0035044933239003e-7,0.556173,0.8255665420479679,1,58,-0.049520800142415645,0.556173
2,5,1,0.1,0.587,1.502105943055584,1,78,5.356794785527086e-8,1.5021058894876362,3.566189855865802e-8,0.610007,0.9076320726185034,1,62,-0.6549722456965251,0.587
2,10,5,0.1,0.586,-0.5204368475555325,1,54,8.721984290360751e-8,-0.5204369347753754,1.675896764675196e-7,1800.0,2.653307339690402,0,59,Inf,0.316837
2,15,1,1.0,0.456,4.69101707442986,1,68,1.9373611159778648e-8,4.691017055056249,4.129938333713081e-9,0.341338,1.8212116121880193,1,58,-1.575767156140862,0.341338
2,20,5,1.0,0.659,0.9076318062146531,1,105,5.851744888651922e-8,0.9076317476972042,6.447267742119712e-8,1800.0,1.8412131359783854,0,53,1.0285904946029214,0.37827099999999997
3,5,1,0.1,0.583,1.0910343120805823,1,96,8.238258564219336e-8,1.0910342296979967,7.550870852603519e-8,0.46501,0.45178990364608995,1,39,-1.4149150321709256,0.46501
3,10,5,0.1,0.588,2.079116257483275,1,72,4.615712390076965e-8,2.079116211326151,2.2200357848842234e-8,0.457217,0.3024001557506704,1,33,-5.875380755558827,0.457217
3,15,1,1.0,0.596,2.1402548558956194,1,101,6.086547310601986e-8,2.1402547950301463,2.843842389576917e-8,0.390988,0.6231482554161885,1,31,-2.4345836266535197,0.390988
3,20,5,1.0,0.205,3.857949865641383,1,21,0.008910409432772326,3.8490394562086108,0.0023149696266167342,0.36807599999999996,0.3516917551584767,1,37,-9.944355105720875,0.205
4,5,1,0.1,0.515,3.5124846272613426,1,49,3.730012165803487e-8,3.512484589961221,1.0619298306571837e-8,0.379113,0.889698146112702,1,37,-2.9479508924550224,0.379113
4,10,5,0.1,0.642,1.0011534798147328,1,79,6.369266314365518e-8,1.0011534161220697,6.361928363623463e-8,1800.0,1.1139875801202228,0,34,0.1127041691923822,0.377579
4,15,1,1.0,0.609,1.0012176678740634,1,80,4.52565145359074e-8,1.0012176226175489,4.520147619614438e-8,0.39513,0.5976298702889729,1,31,-0.6753138897381897,0.39513
4,20,5,1.0,0.56,-0.3706234321366113,1,56,5.148829274048694e-8,-0.37062348362490405,1.389234686098002e-7,1800.0,1.0517413074463555,0,33,Inf,0.40693999999999997
5,5,1,0.1,0.609,5.227827813831572,1,96,9.507870313285594e-8,5.227827718752869,1.8187038335597172e-8,0.553787,0.9733860849219862,1,36,-4.370764796963234,0.553787
5,10,5,0.1,0.799,2.653307207160749,1,110,8.505328885632935e-8,2.65330712210746,3.2055576283522544e-8,0.637581,1.2592923184544293,1,40,-1.1069826943468937,0.637581
5,15,1,1.0,0.64,1.3490393487245942,1,102,5.590806306798868e-8,1.3490392928165311,4.1442872246710874e-8,1800.0,2.6947219876975437,0,38,0.9975118605118531,0.64
5,20,5,1.0,0.557,2.2960748012558363,1,138,4.013210697095815e-8,2.2960747611237293,1.7478571538897524e-8,0.5749029999999999,1.9182545019767632,1,60,-0.1969604443819222,0.557
6,5,1,0.1,0.585,3.638683934425851,1,103,6.940380226083676e-8,3.6386838650220485,1.9073875289909585e-8,0.610278,1.091034674729122,1,56,-2.335076280619081,0.585
6,10,5,0.1,0.194,3.6801873601379227,1,20,0.007483431144760022,3.6727039289931627,0.0020375808367464935,0.320575,1.3490393770861817,1,59,-1.722458655673871,0.194
6,15,1,1.0,0.6,5.135610922355204,1,104,3.827635719488853e-8,5.135610884078847,7.453126426215603e-9,0.33446699999999996,1.7595988539163772,1,54,-1.918625954232925,0.33446699999999996
6,20,5,1.0,0.522,0.8581538004403119,1,80,8.150322461375481e-8,0.8581537189370873,9.49750875807018e-8,1800.0,1.2378731694114604,0,62,0.4424841868012822,0.380667
7,5,1,0.1,0.484,0.9038410578993226,1,104,7.063857143663199e-8,0.9038409872607511,7.815375982307971e-8,1800.0,2.5368574938498414,0,34,1.8067519946602926,0.462508
7,10,5,0.1,0.56,0.5551413170209486,1,107,4.474844894630792e-8,0.5551412722724997,8.060731777900032e-8,1800.0,1.2374360905286794,0,25,1.2290471855266147,0.443042
7,15,1,1.0,0.529,5.360563582330039,1,125,6.61971624182911e-8,5.360563516132877,1.234891858273249e-8,0.435784,1.3680764251403663,1,34,-2.918321679713819,0.435784
7,20,5,1.0,0.572,1.821211365698203,1,132,4.5003768711637804e-8,1.8212113206944343,2.4710898839832442e-8,0.36669999999999997,1.5948030899638723,1,26,-0.1419662603837135,0.36669999999999997
8,5,1,0.1,0.492,1.7595985010919581,1,91,9.480984930476666e-8,1.7595984062821088,5.388152715203483e-8,1800.0,2.74054674445017,0,47,0.5574842160949253,0.38023199999999996
8,10,5,0.1,0.404,2.523534280468299,1,90,9.136513900998011e-8,2.52353418910316,3.620523130001675e-8,0.37363999999999997,1.4400681386012248,1,22,-0.7523713784504208,0.37363999999999997
8,15,1,1.0,0.448,4.021995084160342,1,112,9.924750088430301e-8,4.021994984912841,2.4676187130167132e-8,0.370828,2.9169270943591274,1,21,-0.37884659259764814,0.370828
8,20,5,1.0,0.172,4.287002335977499,1,22,0.007411845991986077,4.279590489985513,0.0017319054263089473,0.655857,2.5276618345397326,1,47,-0.6931024678642558,0.172
9,5,1,0.1,0.509,4.283366998288573,1,127,6.212995895538143e-8,4.283366936158614,1.4504934991887592e-8,0.561827,3.593297449797483,1,40,-0.19204351880193576,0.509
