seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
3,15,1,75,15.0,1.0,0.6162763311014614,0.044179547393477625,0.07722390450638901,386969,Time limit reached,1801.354
3,15,5,75,15.0,1.0,0.25375872160095636,0.07501096071254346,0.41964699495939783,310196,Time limit reached,1801.398
1,20,1,100,20.0,0.1,0.5596507470165679,0.023041229513139583,0.04293854052447434,378479,Time limit reached,1801.351
1,20,5,100,20.0,0.1,0.1882453958577933,0.03775714690023538,0.2508976425852626,307433,Time limit reached,1801.492
1,20,1,100,20.0,1.0,0.6931471805599454,0.1776983470342831,0.344744881502261,289200,Time limit reached,1801.118
1,20,5,100,20.0,1.0,0.1946362959342791,0.057873423736233165,0.4231661912776065,242167,Time limit reached,1801.416
2,20,1,100,20.0,0.1,0.6931471805599454,0.06164198304949142,0.09761120461478229,314147,Time limit reached,1801.163
2,20,5,100,20.0,0.1,0.6931471805599454,0.40204477883708084,1.3811111707001156,280800,Time limit reached,1801.225
2,20,1,100,20.0,1.0,0.6501576260830996,0.020279241632756073,0.03219548746771574,302743,Time limit reached,1801.327
2,20,5,100,20.0,1.0,0.35028923044882115,0.06928995530604215,0.24658410691926205,253728,Time limit reached,1801.553
3,20,1,100,20.0,0.1,0.6931471805599454,0.09053707179629145,0.15024154171930834,342015,Time limit reached,1801.141
3,20,5,100,20.0,0.1,0.27456915136372995,0.04782265796028595,0.21090803761713028,167548,Time limit reached,1803.003
3,20,1,100,20.0,1.0,0.6224864855894392,0.028662868470665015,0.0482683201616954,257307,Time limit reached,1801.438
3,20,5,100,20.0,1.0,0.6931471805599454,0.48081694029813093,2.264476975607705,215699,Time limit reached,1801.127
