seed,dimension,varA,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
3,15,1,1.0,0.349,0.6501357879783406,1,30,3.198856735053823e-8,0.6501357559897732,4.9202904248572694e-8,0.916,0.6501357879783405,1,52,3.1988572013474936e-8,0.6501357559897685,4.9202904077804817e-8,0.331,0.6501357879783405,1,30,3.1988572013474936e-8,0.6501357559897685,4.9202904077804817e-8,0.434,0.6501357879783405,1,31,3.1988572013474936e-8,0.6501357559897685,4.9202904077804817e-8,4.399,0.6501357879783405,1,29,3.1988572013474936e-8,0.6501357559897685,4.9202904077804817e-8,4.33,0.6501357879783405,1,30,3.1988572013474936e-8,0.6501357559897685,4.9202904077804817e-8,4.397,0.6501357879783405,1,30,3.1988572013474936e-8,0.6501357559897685,4.9202904077804817e-8,5.216,0.6501357879783406,1,30,3.198856735053823e-8,0.6501357559897732,4.9202904248572694e-8,0.331
3,20,5,1.0,0.336,0.33760934516354946,1,35,7.78538507550941e-8,0.3376092673096987,2.3060341730393474e-7,1.225,0.33760934516354935,1,83,7.785385558456426e-8,0.33760926730969376,2.3060341697508624e-7,0.387,0.33760934516354935,1,35,7.785385558456426e-8,0.33760926730969376,2.3060341697508624e-7,0.724,0.33760934516354935,1,36,7.785385558456426e-8,0.33760926730969376,2.3060341697508624e-7,4.374,0.33760934516354935,1,34,7.785385558456426e-8,0.33760926730969376,2.3060341697508624e-7,4.321,0.33760934516354935,1,35,7.785385558456426e-8,0.33760926730969376,2.3060341697508624e-7,4.501,0.33760934516354935,1,35,7.785385558456426e-8,0.33760926730969376,2.3060341697508624e-7,5.227,0.33760934516354946,1,35,7.78538507550941e-8,0.3376092673096987,2.3060341730393474e-7,0.336
1,5,1,0.1,0.443,0.5458764634955549,1,19,6.288653797703603e-8,0.5458764006090169,1.1520288824883348e-7,1.014,0.545876463495555,1,25,6.288653797703603e-8,0.545876400609017,1.1520288845221707e-7,0.51,0.545876463495555,1,19,6.288653797703603e-8,0.545876400609017,1.1520288845221707e-7,0.57,0.545876463495555,1,20,6.288653797703603e-8,0.545876400609017,1.1520288845221707e-7,4.518,0.545876463495555,1,18,6.288653797703603e-8,0.545876400609017,1.1520288845221707e-7,4.526,0.545876463495555,1,19,6.288653797703603e-8,0.545876400609017,1.1520288845221707e-7,4.265,0.545876463495555,1,19,6.288653797703603e-8,0.545876400609017,1.1520288845221707e-7,5.204,0.5458764634955549,1,19,6.288653797703603e-8,0.5458764006090169,1.1520288824883348e-7,0.443
1,10,5,0.1,0.54,0.164076227501058,1,25,9.517327931307662e-8,0.16407613232777868,5.800555995734149e-7,1.06,0.16407622750105805,1,29,9.51732796738991e-8,0.16407613232777837,5.800555999117405e-7,0.594,0.16407622750105805,1,25,9.51732796738991e-8,0.16407613232777837,5.800555999117405e-7,0.683,0.16407622750105805,1,26,9.51732796738991e-8,0.16407613232777837,5.800555999117405e-7,4.612,0.16407622750105805,1,24,9.51732796738991e-8,0.16407613232777837,5.800555999117405e-7,4.594,0.16407622750105805,1,25,9.51732796738991e-8,0.16407613232777837,5.800555999117405e-7,4.299,0.16407622750105805,1,25,9.51732796738991e-8,0.16407613232777837,5.800555999117405e-7,5.334,0.164076227501058,1,25,9.517327931307662e-8,0.16407613232777868,5.800555995734149e-7,0.54
1,15,1,1.0,0.519,0.5458764634955288,1,41,5.9221035297873925e-8,0.5458764042744935,1.0848799258246502e-7,1.052,0.5458764634955289,1,53,5.922104096001135e-8,0.5458764042744879,1.0848799278584862e-7,0.708,0.5458764634955289,1,41,5.922104096001135e-8,0.5458764042744879,1.0848799278584862e-7,1.056,0.5458764634955289,1,42,5.922104096001135e-8,0.5458764042744879,1.0848799278584862e-7,4.717,0.5458764634955289,1,40,5.922104096001135e-8,0.5458764042744879,1.0848799278584862e-7,4.639,0.5458764634955289,1,41,5.922104096001135e-8,0.5458764042744879,1.0848799278584862e-7,4.334,0.5458764634955289,1,41,5.922104096001135e-8,0.5458764042744879,1.0848799278584862e-7,5.14,0.5458764634955288,1,41,5.9221035297873925e-8,0.5458764042744935,1.0848799258246502e-7,0.519
1,20,5,1.0,0.785,0.16407622750102263,1,52,7.48365542868612e-8,0.16407615266446834,4.5610866095757433e-7,1.148,0.16407622750102263,1,78,7.483655495299502e-8,0.16407615266446768,4.5610866095757433e-7,0.971,0.16407622750102263,1,52,7.483655495299502e-8,0.16407615266446768,4.5610866095757433e-7,0.905,0.16407622750102263,1,53,7.483655495299502e-8,0.16407615266446768,4.5610866095757433e-7,4.875,0.16407622750102263,1,51,7.483655495299502e-8,0.16407615266446768,4.5610866095757433e-7,4.753,0.16407622750102263,1,52,7.483655495299502e-8,0.16407615266446768,4.5610866095757433e-7,4.408,0.16407622750102263,1,52,7.483655495299502e-8,0.16407615266446768,4.5610866095757433e-7,5.255,0.16407622750102263,1,52,7.48365542868612e-8,0.16407615266446834,4.5610866095757433e-7,0.785
2,5,1,0.1,0.446,0.5887953632346095,1,22,7.099091103857091e-8,0.5887952922436984,1.2056976673174258e-7,1.035,0.5887953632346097,1,50,7.099091148266012e-8,0.5887952922436982,1.2056976710885938e-7,0.537,0.5887953632346097,1,22,7.099091148266012e-8,0.5887952922436982,1.2056976710885938e-7,0.79,0.5887953632346097,1,23,7.099091148266012e-8,0.5887952922436982,1.2056976710885938e-7,4.5,0.5887953632346097,1,21,7.099091148266012e-8,0.5887952922436982,1.2056976710885938e-7,4.568,0.5887953632346097,1,22,7.099091148266012e-8,0.5887952922436982,1.2056976710885938e-7,4.28,0.5887953632346097,1,22,7.099091148266012e-8,0.5887952922436982,1.2056976710885938e-7,4.982,0.5887953632346095,1,22,7.099091103857091e-8,0.5887952922436984,1.2056976673174258e-7,0.446
2,10,5,0.1,0.942,0.20137971596839935,1,24,4.669880043772778e-8,0.2013796692695989,2.3189431488840778e-7,1.177,0.2013797159683994,1,34,4.669880032670548e-8,0.20137966926959908,2.3189431516406197e-7,0.602,0.2013797159683994,1,24,4.669880032670548e-8,0.20137966926959908,2.3189431516406197e-7,0.673,0.2013797159683994,1,25,4.669880032670548e-8,0.20137966926959908,2.3189431516406197e-7,4.667,0.2013797159683994,1,23,4.669880032670548e-8,0.20137966926959908,2.3189431516406197e-7,4.664,0.2013797159683994,1,24,4.669880032670548e-8,0.20137966926959908,2.3189431516406197e-7,4.691,0.2013797159683994,1,24,4.669880032670548e-8,0.20137966926959908,2.3189431516406197e-7,5.087,0.20137971596839935,1,24,4.669880043772778e-8,0.2013796692695989,2.3189431488840778e-7,0.602
2,15,1,1.0,0.675,0.588795363234593,1,39,5.48191553262356e-8,0.5887953084154377,9.310392685322948e-8,1.277,0.5887953632345929,1,53,5.481915565930251e-8,0.5887953084154373,9.310392666467108e-8,0.733,0.5887953632345929,1,39,5.481915565930251e-8,0.5887953084154373,9.310392666467108e-8,1.114,0.5887953632345929,1,40,5.481915565930251e-8,0.5887953084154373,9.310392666467108e-8,4.709,0.5887953632345929,1,38,5.481915565930251e-8,0.5887953084154373,9.310392666467108e-8,4.778,0.5887953632345929,1,39,5.481915565930251e-8,0.5887953084154373,9.310392666467108e-8,4.739,0.5887953632345929,1,39,5.481915565930251e-8,0.5887953084154373,9.310392666467108e-8,5.192,0.5887953632345929,1,39,5.4819159545083096e-8,0.5887953084154334,9.310392666467108e-8,0.675
2,20,5,1.0,0.752,0.20137971596839177,1,48,4.603597111851876e-8,0.20137966993242065,2.2860287304059836e-7,1.304,0.2013797159683917,1,81,4.603597605901122e-8,0.20137966993241563,2.2860287262711705e-7,0.762,0.2013797159683917,1,48,4.603597605901122e-8,0.20137966993241563,2.2860287262711705e-7,0.857,0.2013797159683917,1,49,4.603597605901122e-8,0.20137966993241563,2.2860287262711705e-7,4.784,0.2013797159683917,1,47,4.603597605901122e-8,0.20137966993241563,2.2860287262711705e-7,4.761,0.2013797159683917,1,48,4.603597605901122e-8,0.20137966993241563,2.2860287262711705e-7,4.816,0.2013797159683917,1,48,4.603597605901122e-8,0.20137966993241563,2.2860287262711705e-7,5.62,0.20137971596839177,1,48,4.603597111851876e-8,0.20137966993242065,2.2860287304059836e-7,0.752
3,5,1,0.1,0.468,0.6513300399641601,1,23,7.060790918611559e-8,0.6513299693562509,1.0840574287699628e-7,1.026,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,0.501,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,0.853,0.6513300399641601,1,24,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,4.547,0.6513300399641601,1,22,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,4.482,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,4.521,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,5.289,0.6513300399641601,1,23,7.060790918611559e-8,0.6513299693562509,1.0840574287699628e-7,0.468
3,10,5,0.1,0.606,0.34839901635783044,1,29,9.250931387594363e-8,0.34839892384851656,2.6552697940067853e-7,1.097,0.34839901635783044,1,35,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,0.648,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,0.713,0.34839901635783044,1,30,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,4.64,0.34839901635783044,1,28,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,4.714,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,4.699,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,5.409,0.34839901635783044,1,29,9.250931387594363e-8,0.34839892384851656,2.6552697940067853e-7,0.606
3,15,1,1.0,0.96,0.6513300399641441,1,41,9.090590225024897e-8,0.6513299490582418,1.395696641643607e-7,1.158,0.6513300399641441,1,53,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,0.688,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,0.962,0.6513300399641441,1,42,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,4.738,0.6513300399641441,1,40,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,4.721,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,4.757,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,5.494,0.6513300399641441,1,41,9.090590225024897e-8,0.6513299490582418,1.395696641643607e-7,0.688
3,20,5,1.0,0.914,0.34839901635781945,1,54,3.732964970470931e-8,0.34839897902816974,1.0714626606782056e-7,1.685,0.34839901635781945,1,123,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,0.797,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,1.698,0.34839901635781945,1,55,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,4.868,0.34839901635781945,1,53,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,4.979,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,4.98,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,5.731,0.34839901635781945,1,54,3.732964970470931e-8,0.34839897902816974,1.0714626606782056e-7,0.797
1,5,1,0.1,0.416,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,1.268,0.5959987750261826,1,53,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,0.668,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,0.657,0.5959987750261826,1,25,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,4.698,0.5959987750261826,1,23,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,4.679,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,4.725,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,5.665,0.5959987750261826,1,24,9.259728084298757e-8,0.5959986824289017,1.5536491087176452e-7,0.416
1,10,5,0.1,0.74,0.21761206610458367,1,29,5.31903906475506e-8,0.21761201291419302,2.44427639518799e-7,1.513,0.2176120661045836,1,58,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,1.092,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,0.836,0.2176120661045836,1,30,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,4.891,0.2176120661045836,1,28,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,4.956,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,4.977,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,6.01,0.2176120661045836,1,29,5.319039089735078e-8,0.21761201291419272,2.4442763926370665e-7,0.74
1,15,1,1.0,0.953,0.5959987750261646,1,47,5.8185695372969803e-8,0.5959987168404692,9.762721584607764e-8,1.847,0.5959987750261646,1,55,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,0.913,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,1.213,0.5959987750261646,1,48,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,5.066,0.5959987750261646,1,46,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,5.06,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,5.058,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,6.127,0.5959987750261646,1,47,5.8185692708434544e-8,0.5959987168404719,9.762721584607764e-8,0.913
1,20,5,1.0,1.044,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,1.828,0.2176120661045785,1,108,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,1.073,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,1.03,0.2176120661045785,1,60,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,5.101,0.2176120661045785,1,58,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,5.139,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,5.141,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,6.241,0.2176120661045785,1,59,7.096123150196476e-8,0.217611995143347,3.260907254980193e-7,1.03
2,5,1,0.1,0.902,0.6145464161921877,1,24,4.730033853483917e-8,0.6145463688918492,7.696789197555784e-8,1.465,0.6145464161921876,1,34,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,0.663,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,0.899,0.6145464161921876,1,25,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,4.697,0.6145464161921876,1,23,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,4.664,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,4.697,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,5.754,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,0.663
2,10,5,0.1,0.712,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,1.296,0.24076834257868868,1,39,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,0.764,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,0.743,0.24076834257868868,1,28,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,4.8,0.24076834257868868,1,26,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,4.802,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,4.797,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,5.902,0.24076834257868873,1,27,5.6320902469542133e-8,0.24076828625778626,2.33921598947612e-7,0.712
