seed,dimension,varA,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
3,15,1,1.0,0.26,2.792894873441543,1,61,5.5845370994234145e-8,2.792894817596172,1.99955152776931e-8,10.635,2.792894873441543,1,63,5.5845370994234145e-8,2.792894817596172,1.99955152776931e-8,13.392,2.792894873441543,1,63,5.5845370994234145e-8,2.792894817596172,1.99955152776931e-8,9.41,2.7928948734415444,1,63,5.584536033609311e-8,2.792894817596184,1.999551575471344e-8,7.287,2.7928948734415444,1,61,5.584536033609311e-8,2.792894817596184,1.999551575471344e-8,7.352,2.7928948734415444,1,61,5.584536033609311e-8,2.792894817596184,1.999551575471344e-8,7.362,2.7928948734415444,1,61,5.584536033609311e-8,2.792894817596184,1.999551575471344e-8,0.26
3,20,5,1.0,0.045,2.9760070981254225,1,15,7.213614949819203e-8,2.976007025989273,2.4239240320413155e-8,10.082,2.9760070981254225,1,15,7.213614949819203e-8,2.976007025989273,2.4239240320413155e-8,13.111,2.9760070981254225,1,15,7.213614949819203e-8,2.976007025989273,2.4239240320413155e-8,8.993,2.9760070981254225,1,15,7.213589237053952e-8,2.97600702598953,2.4239240320413155e-8,7.081,2.9760070981254225,1,15,7.213589237053952e-8,2.97600702598953,2.4239240320413155e-8,6.859,2.9760070981254225,1,15,7.213589237053952e-8,2.97600702598953,2.4239240320413155e-8,6.783,2.9760070981254225,1,15,7.213589237053952e-8,2.97600702598953,2.4239240320413155e-8,0.045
4,5,1,0.1,0.268,2.6141629527823453,1,37,3.411892857130283e-8,2.6141629186634168,1.3051569329407877e-8,10.743,2.6141629527823453,1,56,3.411892857130283e-8,2.6141629186634168,1.3051569329407877e-8,13.492,2.6141629527823453,1,56,3.411892857130283e-8,2.6141629186634168,1.3051569329407877e-8,9.406,2.614162952782346,1,56,3.41189361208194e-8,2.6141629186634097,1.3051569499286047e-8,7.291,2.614162952782346,1,37,3.41189361208194e-8,2.6141629186634097,1.3051569499286047e-8,7.366,2.614162952782346,1,37,3.41189361208194e-8,2.6141629186634097,1.3051569499286047e-8,7.279,2.614162952782346,1,37,3.41189361208194e-8,2.6141629186634097,1.3051569499286047e-8,0.268
4,10,5,0.1,0.216,1.8597915468796642,1,36,5.8005213743328454e-8,1.8597914888744504,3.118909517025122e-8,10.494,1.8597915468796642,1,40,5.8005213743328454e-8,1.8597914888744504,3.118909517025122e-8,13.626,1.8597915468796642,1,40,5.8005213743328454e-8,1.8597914888744504,3.118909517025122e-8,9.339,1.8597915468796633,1,40,5.8004884229134746e-8,1.859791488874779,3.118909469268241e-8,7.319,1.8597915468796633,1,36,5.8004884229134746e-8,1.859791488874779,3.118909469268241e-8,7.386,1.8597915468796633,1,36,5.8004884229134746e-8,1.859791488874779,3.118909469268241e-8,7.232,1.8597915468796633,1,36,5.8004884229134746e-8,1.859791488874779,3.118909469268241e-8,0.216
4,15,1,1.0,0.191,0.9308823765777835,1,38,4.969353217809669e-8,0.9308823268842513,5.338325881040787e-8,10.452,0.9308823765777835,1,40,4.969353217809669e-8,0.9308823268842513,5.338325881040787e-8,13.697,0.9308823765777835,1,40,4.969353217809669e-8,0.9308823268842513,5.338325881040787e-8,9.333,0.9308823765777834,1,40,4.969351330430527e-8,0.9308823268842701,5.33832586911422e-8,6.877,0.9308823765777834,1,38,4.969351330430527e-8,0.9308823268842701,5.33832586911422e-8,6.966,0.9308823765777834,1,38,4.969351330430527e-8,0.9308823268842701,5.33832586911422e-8,7.276,0.9308823765777834,1,38,4.969351330430527e-8,0.9308823268842701,5.33832586911422e-8,0.191
4,20,5,1.0,0.223,0.29033174532682576,1,41,3.673915172086595e-8,0.29033170858767404,1.2654198847099575e-7,10.384,0.29033174532682576,1,38,3.673915172086595e-8,0.29033170858767404,1.2654198847099575e-7,13.182,0.29033174532682576,1,38,3.673915172086595e-8,0.29033170858767404,1.2654198847099575e-7,9.309,0.2903317453268258,1,38,3.6739147057929245e-8,0.29033170858767876,1.2654198866219483e-7,7.253,0.2903317453268258,1,41,3.6739147057929245e-8,0.29033170858767876,1.2654198866219483e-7,7.264,0.2903317453268258,1,41,3.6739147057929245e-8,0.29033170858767876,1.2654198866219483e-7,6.884,0.2903317453268258,1,41,3.6739147057929245e-8,0.29033170858767876,1.2654198866219483e-7,0.223
5,5,1,0.1,0.304,3.5649391289865147,1,61,3.699641881738103e-8,3.564939091990096,1.0377854393222775e-8,10.517,3.5649391289865147,1,64,3.699641881738103e-8,3.564939091990096,1.0377854393222775e-8,14.169,3.5649391289865147,1,64,3.699641881738103e-8,3.564939091990096,1.0377854393222775e-8,9.438,3.5649391289865155,1,64,3.69964086033292e-8,3.564939091990107,1.0377854642365438e-8,7.325,3.5649391289865155,1,61,3.69964086033292e-8,3.564939091990107,1.0377854642365438e-8,7.316,3.5649391289865155,1,61,3.69964086033292e-8,3.564939091990107,1.0377854642365438e-8,7.306,3.5649391289865155,1,61,3.69964086033292e-8,3.564939091990107,1.0377854642365438e-8,0.304
5,10,5,0.1,0.217,0.6965811464093504,1,48,8.797526296344671e-8,0.6965810584340875,1.262958013260006e-7,10.376,0.6965811464093504,1,37,8.797526296344671e-8,0.6965810584340875,1.262958013260006e-7,13.595,0.6965811464093504,1,37,8.797526296344671e-8,0.6965810584340875,1.262958013260006e-7,9.382,0.6965811464093504,1,37,8.797526573900427e-8,0.6965810584340847,1.262958013260006e-7,7.215,0.6965811464093504,1,48,8.797526573900427e-8,0.6965810584340847,1.262958013260006e-7,7.253,0.6965811464093504,1,48,8.797526573900427e-8,0.6965810584340847,1.262958013260006e-7,7.284,0.6965811464093504,1,48,8.797526573900427e-8,0.6965810584340847,1.262958013260006e-7,0.217
5,15,1,1.0,0.237,0.30240000137385065,1,40,4.8646078720793184e-8,0.3023999527277719,1.6086668758372993e-7,10.079,0.30240000137385065,1,39,4.8646078720793184e-8,0.3023999527277719,1.6086668758372993e-7,13.133,0.30240000137385065,1,39,4.8646078720793184e-8,0.3023999527277719,1.6086668758372993e-7,9.327,0.30240000137385065,1,39,4.864608116328384e-8,0.3023999527277695,1.6086668758372993e-7,6.913,0.30240000137385065,1,40,4.864608116328384e-8,0.3023999527277695,1.6086668758372993e-7,6.926,0.30240000137385065,1,40,4.864608116328384e-8,0.3023999527277695,1.6086668758372993e-7,6.881,0.30240000137385065,1,40,4.864608116328384e-8,0.3023999527277695,1.6086668758372993e-7,0.237
5,20,5,1.0,0.082,1.237435754754274,1,18,4.8633677751652726e-8,1.2374357061205963,3.93019835382971e-8,10.304,1.237435754754274,1,18,4.8633677751652726e-8,1.2374357061205963,3.93019835382971e-8,12.506,1.237435754754274,1,18,4.8633677751652726e-8,1.2374357061205963,3.93019835382971e-8,8.982,1.2374357547542743,1,18,4.863368063823259e-8,1.2374357061205936,3.9301983717736407e-8,7.2,1.2374357547542743,1,18,4.863368063823259e-8,1.2374357061205936,3.9301983717736407e-8,7.117,1.2374357547542743,1,18,4.863368063823259e-8,1.2374357061205936,3.9301983717736407e-8,7.175,1.2374357547542743,1,18,4.863368063823259e-8,1.2374357061205936,3.9301983717736407e-8,0.082
6,5,1,0.1,0.26,2.8504539680521126,1,61,6.682881803499185e-8,2.8504539012232946,2.3444974151769915e-8,10.542,2.8504539680521126,1,59,6.682881803499185e-8,2.8504539012232946,2.3444974151769915e-8,13.362,2.8504539680521126,1,59,6.682881803499185e-8,2.8504539012232946,2.3444974151769915e-8,9.426,2.850453968052113,1,59,6.682882069952711e-8,2.8504539012232923,2.3444974307565876e-8,7.4,2.850453968052113,1,61,6.682882069952711e-8,2.8504539012232923,2.3444974307565876e-8,7.271,2.850453968052113,1,61,6.682882069952711e-8,2.8504539012232923,2.3444974307565876e-8,7.356,2.850453968052113,1,61,6.682882069952711e-8,2.8504539012232923,2.3444974307565876e-8,0.26
6,10,5,0.1,0.034,3.2896187047479777,1,16,6.360616300327138e-8,3.2896186411418147,1.9335421500771258e-8,10.318,3.2896187047479777,1,16,6.360616300327138e-8,3.2896186411418147,1.9335421500771258e-8,12.996,3.2896187047479777,1,16,6.360616300327138e-8,3.2896186411418147,1.9335421500771258e-8,8.944,3.2896187047479772,1,16,6.360634019486611e-8,3.289618641141637,1.9335421365774088e-8,7.127,3.2896187047479772,1,16,6.360634019486611e-8,3.289618641141637,1.9335421365774088e-8,6.678,3.2896187047479772,1,16,6.360634019486611e-8,3.289618641141637,1.9335421365774088e-8,6.76,3.2896187047479772,1,16,6.360634019486611e-8,3.289618641141637,1.9335421365774088e-8,0.034
6,15,1,1.0,0.205,3.926725808077887,1,42,5.569447614206524e-8,3.926725752383411,1.418343924534589e-8,10.557,3.926725808077887,1,55,5.569447614206524e-8,3.926725752383411,1.418343924534589e-8,12.927,3.926725808077887,1,55,5.569447614206524e-8,3.926725752383411,1.418343924534589e-8,9.43,3.9267258080778857,1,55,5.5694498790614944e-8,3.926725752383387,1.4183438906063824e-8,7.262,3.9267258080778857,1,42,5.5694498790614944e-8,3.926725752383387,1.4183438906063824e-8,7.244,3.9267258080778857,1,42,5.5694498790614944e-8,3.926725752383387,1.4183438906063824e-8,7.339,3.9267258080778857,1,42,5.5694498790614944e-8,3.926725752383387,1.4183438906063824e-8,0.205
6,20,5,1.0,0.202,0.9491274334055991,1,49,6.59933336866203e-8,0.9491273674122654,6.953053504983939e-8,10.516,0.9491274334055991,1,42,6.59933336866203e-8,0.9491273674122654,6.953053504983939e-8,12.866,0.9491274334055991,1,42,6.59933336866203e-8,0.9491273674122654,6.953053504983939e-8,9.421,0.9491274334055988,1,42,6.599332613710374e-8,0.9491273674122727,6.95305346989203e-8,7.235,0.9491274334055988,1,49,6.599332613710374e-8,0.9491273674122727,6.95305346989203e-8,7.26,0.9491274334055988,1,49,6.599332613710374e-8,0.9491273674122727,6.95305346989203e-8,6.974,0.9491274334055988,1,49,6.599332613710374e-8,0.9491273674122727,6.95305346989203e-8,0.202
7,5,1,0.1,0.22,1.5152772581707274,1,36,4.4808190935441417e-8,1.5152772133625365,2.9570952786921416e-8,10.773,1.5152772581707274,1,41,4.4808190935441417e-8,1.5152772133625365,2.9570952786921416e-8,13.215,1.5152772581707274,1,41,4.4808190935441417e-8,1.5152772133625365,2.9570952786921416e-8,9.396,1.5152772581707277,1,41,4.480809678852893e-8,1.5152772133626309,2.95709529334587e-8,7.308,1.5152772581707277,1,36,4.480809678852893e-8,1.5152772133626309,2.95709529334587e-8,7.223,1.5152772581707277,1,36,4.480809678852893e-8,1.5152772133626309,2.95709529334587e-8,7.247,1.5152772581707277,1,36,4.480809678852893e-8,1.5152772133626309,2.95709529334587e-8,0.22
7,10,5,0.1,0.166,1.2136511779515227,1,20,4.169408818199827e-8,1.2136511362574345,3.435426123405721e-8,10.333,1.2136511779515227,1,20,4.169408818199827e-8,1.2136511362574345,3.435426123405721e-8,12.875,1.2136511779515227,1,20,4.169408818199827e-8,1.2136511362574345,3.435426123405721e-8,8.664,1.2136511779515222,1,20,4.169408684973064e-8,1.2136511362574354,3.435426086814546e-8,7.214,1.2136511779515222,1,20,4.169408684973064e-8,1.2136511362574354,3.435426086814546e-8,7.227,1.2136511779515222,1,20,4.169408684973064e-8,1.2136511362574354,3.435426086814546e-8,7.178,1.2136511779515222,1,20,4.169408684973064e-8,1.2136511362574354,3.435426086814546e-8,0.166
7,15,1,1.0,0.24,3.1425850260150794,1,64,6.164796673147066e-8,3.1425849643671127,1.9616961014731382e-8,10.572,3.1425850260150794,1,64,6.164796673147066e-8,3.1425849643671127,1.9616961014731382e-8,13.544,3.1425850260150794,1,64,6.164796673147066e-8,3.1425849643671127,1.9616961014731382e-8,9.434,3.14258502601508,1,64,6.164797428098723e-8,3.1425849643671055,1.9616961156044734e-8,7.248,3.14258502601508,1,64,6.164797428098723e-8,3.1425849643671055,1.9616961156044734e-8,7.236,3.14258502601508,1,64,6.164797428098723e-8,3.1425849643671055,1.9616961156044734e-8,7.308,3.14258502601508,1,64,6.164797428098723e-8,3.1425849643671055,1.9616961156044734e-8,0.24
7,20,5,1.0,0.268,0.2881683582857577,1,39,7.516255806638839e-8,0.28816828312319964,2.608286979114019e-7,10.575,0.2881683582857577,1,39,7.516255806638839e-8,0.28816828312319964,2.608286979114019e-7,9.276,0.28816835828575804,1,39,7.516267674922972e-8,0.2881682831230813,2.608286990672089e-7,9.075,0.28816835828575804,1,39,7.516267674922972e-8,0.2881682831230813,2.608286990672089e-7,7.241,0.28816835828575804,1,39,7.516267674922972e-8,0.2881682831230813,2.608286990672089e-7,7.255,0.28816835828575804,1,39,7.516267674922972e-8,0.2881682831230813,2.608286990672089e-7,7.343,0.28816835828575804,1,39,7.516267674922972e-8,0.2881682831230813,2.608286990672089e-7,0.268
8,5,1,0.1,0.118,0.6231478446384664,1,16,6.94190745997858e-8,0.6231477752193918,1.1140066186603235e-7,10.299,0.6231478446384664,1,16,6.94190745997858e-8,0.6231477752193918,1.1140066186603235e-7,9.104,0.6231478446384661,1,16,6.941911667723843e-8,0.6231477752193494,1.114006613315413e-7,8.699,0.6231478446384661,1,16,6.941911667723843e-8,0.6231477752193494,1.114006613315413e-7,7.17,0.6231478446384661,1,16,6.941911667723843e-8,0.6231477752193494,1.114006613315413e-7,7.151,0.6231478446384661,1,16,6.941911667723843e-8,0.6231477752193494,1.114006613315413e-7,7.121,0.6231478446384661,1,16,6.941911667723843e-8,0.6231477752193494,1.114006613315413e-7,0.118
8,10,5,0.1,0.245,1.3680759300316858,1,59,8.851736654769127e-8,1.3680758415143193,6.470209023624863e-8,10.45,1.3680759300316858,1,61,8.851736654769127e-8,1.3680758415143193,6.470209023624863e-8,9.508,1.3680759300316858,1,61,8.851733612758039e-8,1.3680758415143497,6.470209023624863e-8,9.04,1.3680759300316858,1,61,8.851733612758039e-8,1.3680758415143497,6.470209023624863e-8,7.224,1.3680759300316858,1,59,8.851733612758039e-8,1.3680758415143497,6.470209023624863e-8,7.331,1.3680759300316858,1,59,8.851733612758039e-8,1.3680758415143497,6.470209023624863e-8,7.321,1.3680759300316858,1,59,8.851733612758039e-8,1.3680758415143497,6.470209023624863e-8,0.245
8,15,1,1.0,0.216,3.0532239454771366,1,54,1.3289834566165837e-8,3.053223932187302,4.352721864277122e-9,9.99,3.0532239454771366,1,54,1.3289834566165837e-8,3.053223932187302,4.352721864277122e-9,9.423,3.0532239454771357,1,54,1.328985321791265e-8,3.0532239321872825,4.35272157337857e-9,9.323,3.0532239454771357,1,54,1.328985321791265e-8,3.0532239321872825,4.35272157337857e-9,7.267,3.0532239454771357,1,54,1.328985321791265e-8,3.0532239321872825,4.35272157337857e-9,7.239,3.0532239454771357,1,54,1.328985321791265e-8,3.0532239321872825,4.35272157337857e-9,6.948,3.0532239454771357,1,54,1.328985321791265e-8,3.0532239321872825,4.35272157337857e-9,0.216
8,20,5,1.0,0.05,3.2249689175887406,1,16,8.787761007766903e-8,3.2249688297111305,2.7249134710409115e-8,10.299,3.2249689175887406,1,16,8.787761007766903e-8,3.2249688297111305,2.7249134710409115e-8,8.687,3.2249689175887406,1,16,8.787726812897745e-8,3.2249688297114725,2.7249134710409115e-8,8.972,3.2249689175887406,1,16,8.787726812897745e-8,3.2249688297114725,2.7249134710409115e-8,6.756,3.2249689175887406,1,16,8.787726812897745e-8,3.2249688297114725,2.7249134710409115e-8,6.797,3.2249689175887406,1,16,8.787726812897745e-8,3.2249688297114725,2.7249134710409115e-8,6.868,3.2249689175887406,1,16,8.787726812897745e-8,3.2249688297114725,2.7249134710409115e-8,0.05
9,5,1,0.1,0.255,3.3413215906953506,1,61,3.938317894025545e-8,3.3413215513121717,1.1786707246056359e-8,10.395,3.3413215906953506,1,46,3.938317894025545e-8,3.3413215513121717,1.1786707246056359e-8,9.424,3.341321590695351,1,46,3.93831678380252e-8,3.3413215513121832,1.1786707378964611e-8,9.077,3.341321590695351,1,46,3.93831678380252e-8,3.3413215513121832,1.1786707378964611e-8,7.256,3.341321590695351,1,61,3.93831678380252e-8,3.3413215513121832,1.1786707378964611e-8,7.311,3.341321590695351,1,61,3.93831678380252e-8,3.3413215513121832,1.1786707378964611e-8,7.298,3.341321590695351,1,61,3.93831678380252e-8,3.3413215513121832,1.1786707378964611e-8,0.255
9,10,5,0.1,0.254,1.4352713939575417,1,38,9.017705226987971e-8,1.4352713037804894,6.282927278790729e-8,10.084,1.4352713939575417,1,38,9.017705226987971e-8,1.4352713037804894,6.282927278790729e-8,9.383,1.4352713939575419,1,38,9.017705693281641e-8,1.435271303780485,6.282927294261295e-8,9.309,1.4352713939575419,1,38,9.017705693281641e-8,1.435271303780485,6.282927294261295e-8,7.336,1.4352713939575419,1,38,9.017705693281641e-8,1.435271303780485,6.282927294261295e-8,7.213,1.4352713939575419,1,38,9.017705693281641e-8,1.435271303780485,6.282927294261295e-8,7.298,1.4352713939575419,1,38,9.017705693281641e-8,1.435271303780485,6.282927294261295e-8,0.254
