seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
2,10,1375.0,0.9063055564277226,0.9594873646724729,OPTIMAL,920,0,0
2,10,1392.0,0.9063055564277226,0.9594873646724729,OPTIMAL,931,0,0
2,10,1398.0,0.9064086823281812,0.9594873646724729,OPTIMAL,936,38,0
2,10,1407.0,0.9064086823281812,0.9594873646724729,OPTIMAL,942,0,0
2,10,1414.0,0.9072686848811684,0.9594873646724729,OPTIMAL,948,31,0
2,10,1434.0,0.9072686848811684,0.9594873646724729,OPTIMAL,961,0,0
2,10,1440.0,0.9086595445713215,0.9594873646724729,OPTIMAL,966,44,0
2,10,1453.0,0.9086595445713215,0.9594873646724729,OPTIMAL,974,0,0
2,10,1460.0,0.9089442356372112,0.9594873646724729,OPTIMAL,980,39,0
2,10,1469.0,0.9089442356372112,0.9594873646724729,OPTIMAL,985,0,0
2,10,1477.0,0.909515362765117,0.9594873646724729,OPTIMAL,992,39,0
2,10,1487.0,0.909515362765117,0.9594873646724729,OPTIMAL,998,0,0
2,10,1493.0,0.9129363363899736,0.9594873646724729,OPTIMAL,1004,30,0
2,10,1503.0,0.9129363363899736,0.9594873646724729,OPTIMAL,1009,0,0
2,10,1510.0,0.9130083652585002,0.9594873646724729,OPTIMAL,1015,37,0
2,10,1518.0,0.9130083652585002,0.9594873646724729,OPTIMAL,1020,0,0
2,10,1524.0,0.913267687195482,0.9594873646724729,OPTIMAL,1025,29,0
2,10,1533.0,0.913267687195482,0.9594873646724729,OPTIMAL,1030,0,0
2,10,1540.0,0.9136968071158492,0.9594873646724729,OPTIMAL,1036,38,0
2,10,1559.0,0.9136968071158492,0.9594873646724729,OPTIMAL,1049,0,0
2,10,1572.0,0.9145103920922196,0.9594873646724729,OPTIMAL,1058,0,0
2,10,1581.0,0.9145103920922196,0.9594873646724729,OPTIMAL,1063,0,0
2,10,1587.0,0.9155839719766096,0.9594873646724729,OPTIMAL,1069,43,0
2,10,1598.0,0.9155839719766096,0.9594873646724729,OPTIMAL,1075,0,0
2,10,1605.0,0.9160937456399489,0.9594873646724729,OPTIMAL,1081,38,0
2,10,1616.0,0.9160937456399489,0.9594873646724729,OPTIMAL,1088,0,0
2,10,1623.0,0.9168640779286114,0.9594873646724729,OPTIMAL,1094,28,0
2,10,1644.0,0.9168640779286114,0.9594873646724729,OPTIMAL,1108,0,0
2,10,1650.0,0.9186936447014673,0.9594873646724729,OPTIMAL,1113,43,0
2,10,1664.0,0.9186936447014673,0.9594873646724729,OPTIMAL,1122,0,0
2,10,1671.0,0.9187262056770127,0.9594873646724729,OPTIMAL,1128,0,0
2,10,1682.0,0.9187262056770127,0.9594873646724729,OPTIMAL,1134,0,0
2,10,1688.0,0.9188032172911009,0.9594873646724729,OPTIMAL,1140,42,0
2,10,1699.0,0.9188032172911009,0.9594873646724729,OPTIMAL,1146,0,0
2,10,1705.0,0.9191225638804543,0.9594873646724729,OPTIMAL,1152,36,0
2,10,1719.0,0.9191225638804543,0.9594873646724729,OPTIMAL,1161,0,0
2,10,1725.0,0.9215392819435317,0.9594873646724729,OPTIMAL,1167,27,0
2,10,1739.0,0.9215392819435317,0.9594873646724729,OPTIMAL,1175,0,0
2,10,1746.0,0.922065007867158,0.9594873646724729,OPTIMAL,1181,37,0
2,10,1786.0,0.922065007867158,0.9594873646724729,OPTIMAL,1197,0,0
2,10,1796.0,0.9229043474149256,0.9594873646724729,OPTIMAL,1204,0,0
2,10,1806.0,0.9229043474149256,0.9594873646724729,OPTIMAL,1211,0,0
2,10,1813.0,0.9243826814266894,0.9594873646724729,OPTIMAL,1217,26,0
2,10,1823.0,0.9243826814266894,0.9594873646724729,OPTIMAL,1223,0,0
2,10,1830.0,0.9246820137166916,0.9594873646724729,OPTIMAL,1229,41,0
2,10,1841.0,0.9246820137166916,0.9594873646724729,OPTIMAL,1236,0,0
2,10,1847.0,0.9248310140793037,0.9594873646724729,OPTIMAL,1242,0,0
2,10,1859.0,0.9248310140793037,0.9594873646724729,OPTIMAL,1249,0,0
2,10,1865.0,0.9254056848276313,0.9594873646724729,OPTIMAL,1254,35,0
2,10,1875.0,0.9254056848276313,0.9594873646724729,OPTIMAL,1260,0,0
2,10,1881.0,0.9265316515798112,0.9594873646724729,OPTIMAL,1266,42,0
2,10,1892.0,0.9265316515798112,0.9594873646724729,OPTIMAL,1273,0,0
2,10,1899.0,0.9270302617351549,0.9594873646724729,OPTIMAL,1279,25,0
2,10,1908.0,0.9270302617351549,0.9594873646724729,OPTIMAL,1284,0,0
2,10,1914.0,0.9302564119226577,0.9594873646724729,OPTIMAL,1290,36,0
2,10,1936.0,0.9302564119226577,0.9594873646724729,OPTIMAL,1305,0,0
2,10,1946.0,0.9305110560159966,0.9594873646724729,OPTIMAL,1312,0,0
2,10,1957.0,0.9305110560159966,0.9594873646724729,OPTIMAL,1319,0,0
2,10,1964.0,0.9306439489031455,0.9594873646724729,OPTIMAL,1325,34,0
2,10,1975.0,0.9306439489031455,0.9594873646724729,OPTIMAL,1332,0,0
2,10,1981.0,0.9310313206281134,0.9594873646724729,OPTIMAL,1338,24,0
2,10,1993.0,0.9310313206281134,0.9594873646724729,OPTIMAL,1346,0,0
2,10,2000.0,0.9312951030943246,0.9594873646724729,OPTIMAL,1352,40,0
2,10,2013.0,0.9312951030943246,0.9594873646724729,OPTIMAL,1360,0,0
2,10,2020.0,0.9313700002463248,0.9594873646724729,OPTIMAL,1366,41,0
2,10,2039.0,0.9313700002463248,0.9594873646724729,OPTIMAL,1379,0,0
2,10,2044.0,0.932334946852411,0.9594873646724729,OPTIMAL,1383,35,0
2,10,2055.0,0.932334946852411,0.9594873646724729,OPTIMAL,1390,0,0
2,10,2062.0,0.9356557868762632,0.9594873646724729,OPTIMAL,1396,35,0
2,10,2074.0,0.9356557868762632,0.9594873646724729,OPTIMAL,1403,0,0
2,10,2081.0,0.9356968137148769,0.9594873646724729,OPTIMAL,1409,33,0
2,10,2093.0,0.9356968137148769,0.9594873646724729,OPTIMAL,1417,0,0
2,10,2100.0,0.9366548944743813,0.9594873646724729,OPTIMAL,1423,23,0
2,10,2111.0,0.9366548944743813,0.9594873646724729,OPTIMAL,1430,0,0
2,10,2118.0,0.9369908051160906,0.9594873646724729,OPTIMAL,1436,41,0
2,10,2132.0,0.9369908051160906,0.9594873646724729,OPTIMAL,1444,0,0
2,10,2138.0,0.9371598035476805,0.9594873646724729,OPTIMAL,1449,34,0
2,10,2161.0,0.9371598035476805,0.9594873646724729,OPTIMAL,1465,0,0
2,10,2171.0,0.937229964001652,0.9594873646724729,OPTIMAL,1472,0,0
2,10,2181.0,0.937229964001652,0.9594873646724729,OPTIMAL,1478,0,0
2,10,2188.0,0.9378982194562053,0.9594873646724729,OPTIMAL,1484,40,0
2,10,2200.0,0.9378982194562053,0.9594873646724729,OPTIMAL,1491,0,0
2,10,2207.0,0.9378983074958885,0.9594873646724729,OPTIMAL,1497,39,0
2,10,2216.0,0.9378983074958885,0.9594873646724729,OPTIMAL,1502,0,0
2,10,2223.0,0.9390472099653455,0.9594873646724729,OPTIMAL,1508,34,0
2,10,2232.0,0.9390472099653455,0.9594873646724729,OPTIMAL,1513,0,0
2,10,2239.0,0.939950424370294,0.9594873646724729,OPTIMAL,1519,32,0
2,10,2251.0,0.939950424370294,0.9594873646724729,OPTIMAL,1527,0,0
2,10,2258.0,0.941222236507588,0.9594873646724729,OPTIMAL,1533,22,0
2,10,2265.0,0.941222236507588,0.9594873646724729,OPTIMAL,1537,0,0
2,10,2271.0,0.9417200454481718,0.9594873646724729,OPTIMAL,1542,33,0
2,10,2289.0,0.9417200454481718,0.9594873646724729,OPTIMAL,1554,0,0
2,10,2295.0,0.9423174897530731,0.9594873646724729,OPTIMAL,1559,42,0
2,10,2305.0,0.9423174897530731,0.9594873646724729,OPTIMAL,1565,0,0
2,10,2312.0,0.9427145448264074,0.9594873646724729,OPTIMAL,1571,38,0
2,10,2322.0,0.9427145448264074,0.9594873646724729,OPTIMAL,1577,0,0
2,10,2328.0,0.9429243939556302,0.9594873646724729,OPTIMAL,1582,39,0
2,10,2339.0,0.9429243939556302,0.9594873646724729,OPTIMAL,1588,0,0
2,10,2346.0,0.9430288985240642,0.9594873646724729,OPTIMAL,1594,33,0
2,10,2354.0,0.9430288985240642,0.9594873646724729,OPTIMAL,1599,0,0
2,10,2360.0,0.9438557532774754,0.9594873646724729,OPTIMAL,1604,31,0
2,10,2372.0,0.9438557532774754,0.9594873646724729,OPTIMAL,1611,0,0
2,10,2379.0,0.9442500741683031,0.9594873646724729,OPTIMAL,1617,40,0
2,10,2387.0,0.9442500741683031,0.9594873646724729,OPTIMAL,1622,0,0
2,10,2394.0,0.9445454706250821,0.9594873646724729,OPTIMAL,1628,32,0
2,10,2405.0,0.9445454706250821,0.9594873646724729,OPTIMAL,1635,0,0
2,10,2412.0,0.9449447118687513,0.9594873646724729,OPTIMAL,1641,21,0
2,10,2438.0,0.9449447118687513,0.9594873646724729,OPTIMAL,1659,0,0
2,10,2448.0,0.9471361781250376,0.9594873646724729,OPTIMAL,1666,0,0
2,10,2461.0,0.9471361781250376,0.9594873646724729,OPTIMAL,1675,0,0
2,10,2468.0,0.9473560103067244,0.9594873646724729,OPTIMAL,1681,30,0
2,10,2476.0,0.9473560103067244,0.9594873646724729,OPTIMAL,1685,0,0
2,10,2482.0,0.947619245899854,0.9594873646724729,OPTIMAL,1691,37,0
2,10,2491.0,0.947619245899854,0.9594873646724729,OPTIMAL,1696,0,0
2,10,2498.0,0.9476282515304921,0.9594873646724729,OPTIMAL,1702,31,0
2,10,2510.0,0.9476282515304921,0.9594873646724729,OPTIMAL,1709,0,0
2,10,2515.0,0.9478773909619647,0.9594873646724729,OPTIMAL,1713,41,0
2,10,2524.0,0.9478773909619647,0.9594873646724729,OPTIMAL,1718,0,0
2,10,2549.0,0.9481265527401241,0.9594873646724729,OPTIMAL,1724,32,0
2,10,2569.0,0.9481265527401241,0.9594873646724729,OPTIMAL,1738,0,0
2,10,2575.0,0.9494142313298698,0.9594873646724729,OPTIMAL,1743,39,0
2,10,2586.0,0.9494142313298698,0.9594873646724729,OPTIMAL,1751,0,0
2,10,2593.0,0.9501821123053569,0.9594873646724729,OPTIMAL,1757,0,0
