seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
3,15,1,75,15.0,0.1,0.6173244167931092,0.026677457256252368,0.04516650229973405,105372,Time limit reached,1801.848
3,15,5,75,15.0,0.1,0.2467048730859851,0.03424120357767041,0.16116262915401822,131745,Time limit reached,1801.735
3,15,1,75,15.0,1.0,0.6931471805599453,0.12507321237444868,0.22017064568888636,148139,Time limit reached,1801.289
3,15,5,75,15.0,1.0,0.6931471805599453,0.517118566664149,2.937696066676228,145015,Time limit reached,1801.765
1,20,1,100,20.0,0.1,0.5596507470165679,0.028468950847898133,0.05359549414765372,67316,Time limit reached,1801.607
1,20,5,100,20.0,0.1,0.19686581014926047,0.05233524721384927,0.3621050534289914,69442,Time limit reached,1802.118
1,20,1,100,20.0,1.0,0.6931471805599454,0.1785279736919525,0.34691276833308604,90824,Time limit reached,1801.533
1,20,5,100,20.0,1.0,0.6931471805599454,0.5569495494561889,4.089274864346942,87314,Time limit reached,1801.301
2,20,1,100,20.0,0.1,0.6931471805599454,0.06309601941922471,0.10014427924390785,75328,Time limit reached,1802.001
2,20,5,100,20.0,0.1,0.6931471805599454,0.40903959197224565,1.4397348342773366,79169,Time limit reached,1801.72
2,20,1,100,20.0,1.0,0.6754754165320016,0.04623072503702774,0.07347018681586608,75659,Time limit reached,1802.247
2,20,5,100,20.0,1.0,0.6931471805599454,0.41301689620471893,1.4743743153488615,83995,Time limit reached,1801.958
3,20,1,100,20.0,0.1,0.6931471805599454,0.09487966159665584,0.158590694947084,74905,Time limit reached,1802.124
3,20,5,100,20.0,0.1,0.29385757993418593,0.07258439416222423,0.32803068256552237,73033,Time limit reached,1802.326
3,20,1,100,20.0,1.0,0.6931471805599454,0.10023276299721118,0.16905097941324035,91514,Time limit reached,1802.101
3,20,5,100,20.0,1.0,0.6931471805599454,0.4815988071463778,2.2765422365355357,101504,Time limit reached,1802.15
