seed,dimension,p,k,solution,termination,time
10,15,75,3.0,3.1461777500423667,LOCALLY_SOLVED,5.811002016067505
10,16,80,4.0,1.9633169123851384,LOCALLY_SOLVED,10.488105058670044
10,17,85,4.0,3.2637248466345437,LOCALLY_SOLVED,28.852195978164673
10,18,90,4.0,3.083260712321817,LOCALLY_SOLVED,11.110028982162476
10,19,95,4.0,2.9921497439961167,LOCALLY_SOLVED,27.381258964538574
10,20,100,4.0,2.3902751344232747,LOCALLY_SOLVED,44.308650970458984
10,21,105,5.0,3.0821733821521327,LOCALLY_SOLVED,161.10190391540527
10,22,110,5.0,3.0099510976445734,LOCALLY_SOLVED,19.32579207420349
10,23,115,5.0,3.0344685039217874,LOCALLY_SOLVED,61.03441381454468
10,24,120,5.0,2.5919150065720507,LOCALLY_SOLVED,330.92496609687805
10,25,125,5.0,3.491963337541695,LOCALLY_SOLVED,46.52857303619385
10,26,130,6.0,3.0270012602276175,LOCALLY_SOLVED,67.9198169708252
10,27,135,6.0,3.261785015455367,LOCALLY_SOLVED,140.92707705497742
10,28,140,6.0,2.9824434860529956,LOCALLY_SOLVED,245.61302995681763
10,29,145,6.0,3.095848504100937,LOCALLY_SOLVED,19.75145983695984
10,30,150,6.0,3.1986117006682426,LOCALLY_SOLVED,105.79576516151428
