seed,n0,m0,M,time,solution,dual_gap,rel_dual_gap,termination,ncalls
9,6,60,20.0,10.823,0.5525107537770229,1.2439998439361943e-5,2.251590299757428e-5,OPTIMAL,854
10,6,60,20.0,8.367,5.575375569816237,0.014185613902084171,0.0025508234774462633,OPTIMAL,610
1,7,70,20.0,17.572,5.1397486550323315,2.0300425864760996e-5,3.949707934771844e-6,OPTIMAL,1461
2,7,70,20.0,20.552,3.2852063967497984,2.09497595609065e-5,6.377040169863128e-6,OPTIMAL,1513
3,7,70,20.0,15.696,1.111939845932477,0.030891339522421735,0.028575350078421238,OPTIMAL,1101
4,7,70,20.0,24.565,1.8433623199690112,0.02327224783122883,0.01278631656063838,OPTIMAL,2156
5,7,70,20.0,21.931,3.1735550613410988,2.1179066780785405e-5,6.673653903328548e-6,OPTIMAL,2434
6,7,70,20.0,52.379,2.4845738168464586,2.5079968275942832e-5,1.009437565207742e-5,OPTIMAL,3903
7,7,70,20.0,18.077,2.3499406351571013,0.034944753882158786,0.015094952939144578,OPTIMAL,1400
8,7,70,20.0,10.332,6.591447140848486,0.05417168358324442,0.008286584210405328,OPTIMAL,746
9,7,70,20.0,16.702,-0.046142894128506584,2.2987770556426312e-5,0.0004981865786832975,OPTIMAL,1380
10,7,70,20.0,18.557,5.219753132142849,0.04649427893949554,0.00898742557811613,OPTIMAL,1581
1,8,80,20.0,34.925,5.842870044921049,0.04512991853479509,0.007784053364069059,OPTIMAL,3574
2,8,80,20.0,36.759,4.641737529427913,0.033422967442157336,0.007252753038576243,OPTIMAL,2345
3,8,80,20.0,51.02,1.4896722350971623,0.0007373831469852377,0.000495242049052333,OPTIMAL,3549
4,8,80,20.0,29.321,3.1520256573765897,1.0011075859850393e-5,3.1760869815476954e-6,OPTIMAL,3523
5,8,80,20.0,54.16,4.089808544663824,0.06240567466483604,0.015495264983225213,OPTIMAL,3575
6,8,80,20.0,26.586,4.059187549577556,0.05280716155174403,0.013180765787884996,OPTIMAL,2643
7,8,80,20.0,42.464,2.3452666377944777,0.0012712201797078215,0.0005423304884279187,OPTIMAL,3887
8,8,80,20.0,13.279,7.612485700547046,0.05393392305833533,0.0071354837072049,OPTIMAL,725
9,8,80,20.0,37.081,-0.7137026926227491,0.03369195845056916,0.047207273839413894,OPTIMAL,2718
10,8,80,20.0,25.88,5.541656049536443,0.04431243323833467,0.008060699190598259,OPTIMAL,2527
1,9,90,20.0,144.934,4.305484693364005,0.022056583324447487,0.005149282947635088,OPTIMAL,7586
2,9,90,20.0,86.676,5.187234660439908,0.04387320432480113,0.008530064375047736,OPTIMAL,5507
3,9,90,20.0,115.725,1.0262206220213008,0.01493718590948867,0.014770523649550952,OPTIMAL,13539
4,9,90,20.0,68.364,2.3463650881426505,0.0077043173793804876,0.0032943287353582387,OPTIMAL,6411
5,9,90,20.0,61.45,3.5005488953510326,0.0,0.0,OPTIMAL,4306
6,9,90,20.0,223.047,3.871318854067899,0.0,0.0,OPTIMAL,13142
7,9,90,20.0,92.147,1.0830560732231715,0.011746865196535339,0.010964962410967416,OPTIMAL,6103
8,9,90,20.0,13.502,9.53777885959563,0.051188861244714445,0.005395917948769028,OPTIMAL,864
9,9,90,20.0,111.263,-0.1672865197301422,0.0033606701672574957,0.020089306494502676,OPTIMAL,7096
10,9,90,20.0,90.519,6.121167776427199,0.01663600258072062,0.002725188957487929,OPTIMAL,5376
1,10,100,20.0,411.536,5.828919940085547,0.05439861674750279,0.00942045473581469,OPTIMAL,24970
2,10,100,20.0,248.167,5.8327523247064335,0.041138602658991275,0.007103133018416846,OPTIMAL,14128
3,10,100,20.0,148.328,2.147044156110765,0.006193124452379184,0.0028928329719334796,OPTIMAL,9533
4,10,100,20.0,132.3,1.8355567286570873,0.010431490226717743,0.00571549283691291,OPTIMAL,8633
5,10,100,20.0,366.582,3.7789272769962583,0.03336872217560671,0.008908877457718588,OPTIMAL,24080
6,10,100,20.0,299.586,4.090223405318661,0.03765127250869149,0.00929071001694543,OPTIMAL,18929
7,10,100,20.0,193.928,1.5345277422857992,0.014676577543081493,0.009656588673645529,OPTIMAL,12823
8,10,100,20.0,25.357,9.448883464104512,0.09339739115640455,0.00998316821041166,OPTIMAL,1429
9,10,100,20.0,128.263,-0.5486771441142742,7.071256659862968e-5,0.00012887827998153724,OPTIMAL,9204
10,10,100,20.0,64.229,7.157957775146258,0.06543094584770337,0.009225336388917748,OPTIMAL,4133
1,11,110,20.0,531.331,5.753685147634899,0.05557008079077441,0.009752361989690681,OPTIMAL,28235
2,11,110,20.0,541.838,5.630144351514245,0.043212468100516155,0.007734561473499201,OPTIMAL,28864
3,11,110,20.0,377.896,1.8446663606336882,0.02365409559635867,0.012989531180271198,OPTIMAL,22897
4,11,110,20.0,475.009,1.2226068606986158,0.020472411921520273,0.017030051790252246,OPTIMAL,27989
5,11,110,20.0,289.544,3.8819685611384855,0.038257515717877943,0.009953275692629887,OPTIMAL,18483
6,11,110,20.0,793.261,4.526489212617733,0.04189904709827719,0.009342893230339136,OPTIMAL,43359
7,11,110,20.0,346.88,1.1829563863884471,0.0002707717620455963,0.00022894652534615495,OPTIMAL,21720
8,11,110,20.0,38.02,10.494354405441975,0.09258030859535005,0.008900434457946598,OPTIMAL,2044
9,11,110,20.0,192.872,0.6362265437186527,0.005090929238122932,0.008066300049179026,OPTIMAL,14528
10,11,110,20.0,303.033,8.026147110434103,0.06999017352041292,0.008796982522514587,OPTIMAL,16734
1,12,120,20.0,865.944,6.688039829114359,0.058596463946923194,0.008838821107485734,OPTIMAL,47550
2,12,120,20.0,859.86,6.456623872324615,0.06014109433041703,0.009402213125206914,OPTIMAL,52881
3,12,120,20.0,492.445,0.4357208568022972,0.030068827481387617,0.07412468152008256,OPTIMAL,31757
4,12,120,20.0,824.772,1.299433671013704,0.004585359413622259,0.0035412328784334567,OPTIMAL,47191
5,12,120,20.0,1160.897,3.4527994559399526,0.0311834788238321,0.009113669982951982,OPTIMAL,63242
6,12,120,20.0,1800.825,3.972874421810645,0.2915928042947096,0.07920958910268629,Time limit reached,90422
7,12,120,20.0,1067.698,0.7008192173539424,0.005705602453305203,0.008208158106816523,OPTIMAL,53394
8,12,120,20.0,44.471,11.1377344615136,0.10489039871448291,0.009507104253213872,OPTIMAL,2339
9,12,120,20.0,883.336,-0.1402028101196155,0.011009210226803401,0.07852346338429864,OPTIMAL,49395
10,12,120,20.0,730.956,7.603744036378181,0.055570750074854125,0.007362145510847111,OPTIMAL,35252
1,13,130,20.0,1800.691,7.971177849208554,0.09501167799675247,0.012063188603616559,Time limit reached,96237
2,13,130,20.0,1800.355,7.751030929470149,0.8695593856270669,0.12636241828320427,Time limit reached,89626
3,13,130,20.0,1800.626,0.5847080028293121,0.6863711480305523,Inf,Time limit reached,88335
4,13,130,20.0,1800.736,2.9132134093939643,0.13374282380698288,0.04811809288449025,Time limit reached,93527
5,13,130,20.0,1800.926,3.8080369937820806,0.3983745535354788,0.1168369480899894,Time limit reached,90493
6,13,130,20.0,1800.348,4.550450926171691,0.5914756617601764,0.14940120163849946,Time limit reached,88709
7,13,130,20.0,1547.153,0.9455829520403654,0.015699816309672654,0.016883644520917028,OPTIMAL,88713
8,13,130,20.0,82.574,12.396239338372375,0.1145249355352913,0.009324832981691544,OPTIMAL,4715
9,13,130,20.0,1800.233,0.9061977662694842,2.0049773107733335,Inf,Time limit reached,81919
10,13,130,20.0,1084.946,8.747952789756585,0.07084150968749015,0.008164181304233088,OPTIMAL,48909
1,14,140,20.0,1800.554,7.886199837127893,1.8636787274357705,0.3094515890424241,Time limit reached,73207
2,14,140,20.0,1800.78,8.011101200405854,1.8963101257030974,0.31011854739375183,Time limit reached,79841
3,14,140,20.0,1800.384,2.9681459192235478,3.32728214596367,Inf,Time limit reached,82792
4,14,140,20.0,1800.636,3.792791513650365,2.35731160629427,1.642176664552574,Time limit reached,90145
5,14,140,20.0,1800.642,5.2055662351334595,2.780054384313435,1.1461722536517585,Time limit reached,86551
6,14,140,20.0,1800.253,6.525039710191482,3.612324812819889,1.240191690604397,Time limit reached,81044
7,14,140,20.0,1800.897,2.357206755586376,1.5121723016584796,1.7894800556706152,Time limit reached,87818
8,14,140,20.0,160.983,13.154940546605097,0.11280468764074314,0.00864924954475215,OPTIMAL,7317
9,14,140,20.0,1800.678,2.3273139311361004,4.94034602477265,Inf,Time limit reached,67085
10,14,140,20.0,1511.187,9.340842319912404,0.08699435532721544,0.009400884438575821,OPTIMAL,59521
1,15,150,20.0,1800.204,9.476146184118912,3.503218911675762,0.5865162510580536,Time limit reached,73458
2,15,150,20.0,1800.367,9.329990359466038,6.5258480488279496,2.3272171401825106,Time limit reached,75344
3,15,150,20.0,1800.814,4.475034786665089,5.660044418127947,Inf,Time limit reached,78665
4,15,150,20.0,1801.083,4.380102310516448,3.1492612317994704,2.558625387350773,Time limit reached,86040
5,15,150,20.0,1801.14,3.7352435716023358,5.042512840613434,Inf,Time limit reached,74949
6,15,150,20.0,1800.277,6.2975143601970345,5.806941901508338,11.837072788452776,Time limit reached,79505
7,15,150,20.0,1800.517,3.9984237904065996,4.974711982328728,Inf,Time limit reached,83006
8,15,150,20.0,158.018,13.074422568420067,0.03571536454854751,0.0027391798887809004,OPTIMAL,6753
9,15,150,20.0,1800.555,2.330188467923066,4.291769549629385,Inf,Time limit reached,79766
10,15,150,20.0,1800.825,9.963366179087984,0.6055258729413016,0.06470786561120977,Time limit reached,93812
