seed,dimension,time_boscia,solution_boscia,termination_boscia,time_scip,solution_scip,termination_scip,ncalls_scip
8,140,1511.715,-0.286594186184399,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,140,1807.213,-1.8813377999362726,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,140,1806.021,6.225272596392084,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,145,658.587,-0.01165505627993102,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,145,687.787,-0.596180333268749,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,145,1803.638,-0.13649294990544514,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,145,1804.997,4.352104461061872,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,145,1802.053,10.95160888878436,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,145,752.69,-0.17722953460420615,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,145,851.126,-0.31345571625013147,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,145,1804.501,-0.47818082396950096,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,145,1024.918,-0.5099008871234221,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,145,894.473,-0.4219811553202301,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,150,1819.059,31.157681229333036,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,150,1802.216,-1.9308235467129058,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,150,1803.977,22.299229586851208,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,150,1105.827,-0.22482797851341185,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,150,1806.743,1.8639489865460646,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,150,793.062,0.0826192842253669,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,150,1804.624,-0.7215615425693596,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,150,1806.16,-64.22589081841721,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,150,1801.868,27.167959067222974,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,150,1806.355,14.838856178498364,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,155,1372.585,-0.47455374295443337,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,155,1806.259,-1.61611871900026,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,155,1803.451,-0.3574744829743178,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,155,1226.268,-0.5022835740066971,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,155,1472.257,-0.21261601659211604,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,155,1808.354,-0.6479067275018362,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,155,1802.992,12.633565775067122,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,155,1805.293,-1.0651164508951425,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,155,1805.731,-0.7621454418112146,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,155,1803.326,12.996411307483811,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,160,1699.428,-0.19252465168374933,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,160,826.565,0.10408508100780123,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,160,1805.369,-0.9293500532634167,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,160,1804.563,-0.24926812052904357,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,160,1802.179,-2.258321433718965,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,160,955.266,-0.06682710172987216,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,160,1388.671,-0.29496669136945597,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,160,1804.422,-0.10512843936259625,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,160,1805.551,-0.36940917644130417,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,160,1805.589,-0.49064869434556185,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,165,1004.431,-0.11429964589741126,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,165,1806.364,38.89460338254783,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,165,1805.39,-0.5069254315028965,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,165,1802.874,-0.06294129348652433,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,165,1804.278,44.87948524653152,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,165,1193.437,-0.5054453327697366,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,165,1804.559,-0.3007526427446779,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,165,1807.166,14.060598395265664,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,165,1808.15,0.9142529079901953,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,165,1807.06,-0.04079563478413761,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,170,1814.848,-0.17904783911627337,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,170,1427.588,-0.08762617692909458,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,170,1803.935,-0.41183549422620597,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,170,1809.63,-0.5259465306518143,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,170,1803.13,-0.9154441037783828,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,170,1814.796,-0.025888186060934848,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,170,1599.968,-0.12944574157836336,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,170,1804.403,-0.1566691480854901,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,170,1704.451,-0.1701984873812663,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,170,1804.992,-0.26429374675003103,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,175,1809.015,-0.017006885123437177,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,175,1807.309,-0.3783346193990713,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,175,1804.752,-1.1398231986082499,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,175,1805.577,0.007965344535454832,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,175,1808.247,12.327943296867286,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,175,1510.569,-0.18728254177321102,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,175,1806.009,-1.8346550238376507,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,175,1804.829,35.39843512924003,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,175,1807.402,3.5724601559561306,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,175,1805.58,-0.1039471865128393,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
1,180,1810.052,-2.426104465114231,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
2,180,1810.721,-0.21318481723599714,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
3,180,1805.231,-0.17162875266538946,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
4,180,1803.024,0.12809050754879514,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
5,180,1805.074,-4.517134635230649,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
6,180,1806.415,0.04189171835771377,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
7,180,1804.617,-0.016059775714308833,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
8,180,1803.387,-0.16561065299847194,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
9,180,1179.868,-0.09120649702456551,OPTIMAL,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
10,180,1807.17,-0.1873186072212814,Time limit reached,-Inf,Inf,OPTIMIZE_NOT_CALLED,-Inf
