seed,dimension,p,k,Ns,time,solution,dual_gap,rel_dual_gap,termination,ncalls
2,90,90,45.0,1.0,1805.882,-38647.89708760296,22.231233271610108,0.0005752249138217974,Time limit reached,14380
2,90,90,45.0,5.0,20.569,-21446.70421801225,5.547553882934153e-8,2.586669647019694e-12,OPTIMAL,210
2,90,90,45.0,10.0,21.754,-27740.677769395035,2.5749977794475853e-7,9.282389568319983e-12,OPTIMAL,146
3,90,90,45.0,0.1,0.033,-4063.3151238691667,0.0,0.0,OPTIMAL,5
3,90,90,45.0,1.0,1806.015,-9588.630094835946,19.549257579508776,0.002038795676353938,Time limit reached,18531
3,90,90,45.0,5.0,21.877,-5228.694089750154,3.9847691368777305e-8,7.620964371752216e-12,OPTIMAL,318
3,90,90,45.0,10.0,16.423,-6949.013484341333,1.1757038009818643e-7,1.691900301576842e-11,OPTIMAL,135
4,90,90,45.0,0.1,0.034,-10504.732237194454,0.0,0.0,OPTIMAL,5
4,90,90,45.0,1.0,1807.871,-27929.482817529224,26.578271586047777,0.0009516206139473018,Time limit reached,17651
4,90,90,45.0,5.0,17.47,-16025.791320369688,7.789094524923712e-8,4.8603494012949816e-12,OPTIMAL,210
4,90,90,45.0,10.0,11.728,-20889.108822972685,7.601192919537425e-8,3.638830638470347e-12,OPTIMAL,140
5,90,90,45.0,0.1,0.029,-1000.1461563458813,0.0,0.0,OPTIMAL,5
5,90,90,45.0,1.0,1806.716,-3058.9506420767607,38.595973760028755,0.012617390169403143,Time limit reached,40744
5,90,90,45.0,5.0,12.26,-2100.968896969361,9.437826520297676e-9,4.492130527925331e-12,OPTIMAL,251
5,90,90,45.0,10.0,12.467,-2213.440693454847,7.772814569761977e-8,3.511643475583611e-11,OPTIMAL,290
6,90,90,45.0,0.1,0.034,-1.4397826701698136e6,0.0,0.0,OPTIMAL,5
6,90,90,45.0,1.0,5.635,-6.064949686289197e6,6.239861249923706e-8,1.0288397386098562e-14,OPTIMAL,26
6,90,90,45.0,5.0,38.894,-2.1317104343689755e6,3.725290298461914e-9,1.7475592549532492e-15,OPTIMAL,194
6,90,90,45.0,10.0,11.322,-4.7910031247589225e6,8.288770914077759e-8,1.7300700288094344e-14,OPTIMAL,75
7,90,90,45.0,0.1,0.029,-129915.86278481437,0.0,0.0,OPTIMAL,5
7,90,90,45.0,1.0,1803.456,-567829.5287094756,0.0,0.0,Time limit reached,18266
7,90,90,45.0,5.0,29.213,-255243.0088110602,1.3504177331924438e-8,5.2907138945069807e-14,OPTIMAL,293
7,90,90,45.0,10.0,11.858,-427443.43913969427,2.293381839990616e-8,5.3653457510225294e-14,OPTIMAL,136
8,90,90,45.0,0.1,0.034,-118972.5986311546,0.0,0.0,OPTIMAL,5
8,90,90,45.0,1.0,16.207,-404123.31803481653,1.1327210813760757e-7,2.8029094853628023e-13,OPTIMAL,72
8,90,90,45.0,5.0,17.462,-179758.24699591193,6.964546628296375e-8,3.8743961652311634e-13,OPTIMAL,139
8,90,90,45.0,10.0,11.655,-302897.28551606607,2.3283064365386963e-10,7.686785414969326e-16,OPTIMAL,97
9,90,90,45.0,0.1,0.033,-8286.736243114898,0.0,0.0,OPTIMAL,5
9,90,90,45.0,1.0,1806.461,-19571.33551000647,440.95953444923,0.02253088626597686,Time limit reached,11754
9,90,90,45.0,5.0,11.835,-9939.73570621012,1.9475919543765485e-8,1.95940014095117e-12,OPTIMAL,85
9,90,90,45.0,10.0,11.85,-13103.425440490837,2.7263013180345297e-8,2.0806020001533323e-12,OPTIMAL,86
10,90,90,45.0,0.1,0.033,-95338.92676350637,0.0,0.0,OPTIMAL,5
10,90,90,45.0,1.0,1803.569,-222510.98343515216,66.72387933492428,0.0002998678011522521,Time limit reached,5966
10,90,90,45.0,5.0,46.924,-84696.84057029792,4.064349923282862e-8,4.798703110902316e-13,OPTIMAL,204
10,90,90,45.0,10.0,19.136,-151460.33532654017,3.041350282728672e-8,2.0080176609748603e-13,OPTIMAL,64
