seed,dimension,p,k,time,solution,termination,ncalls
10,11,55,3.0,0.92,1.933661831409673,OPTIMAL,307
1,12,60,3.0,1.243,2.510817842509855,OPTIMAL,413
2,12,60,3.0,7.415,2.2481931724926416,OPTIMAL,2504
3,12,60,3.0,1.608,3.632506281533286,OPTIMAL,499
4,12,60,3.0,6.162,3.5157819378205044,OPTIMAL,1964
5,12,60,3.0,8.88,3.2422670656805095,OPTIMAL,2973
6,12,60,3.0,0.11,3.265104626362832,OPTIMAL,33
7,12,60,3.0,4.257,3.973730326433093,OPTIMAL,1298
8,12,60,3.0,27.014,2.4057151644962715,OPTIMAL,8529
9,12,60,3.0,0.061,4.063165264115884,OPTIMAL,19
10,12,60,3.0,0.677,2.0421369702276975,OPTIMAL,231
1,13,65,3.0,0.707,2.479687899599594,OPTIMAL,219
2,13,65,3.0,4.177,2.2404088291964803,OPTIMAL,1340
3,13,65,3.0,3.102,4.554907697099949,OPTIMAL,925
4,13,65,3.0,9.465,3.4495243580519936,OPTIMAL,2800
5,13,65,3.0,6.581,2.9823636074898734,OPTIMAL,1967
6,13,65,3.0,0.238,3.200232290233553,OPTIMAL,69
7,13,65,3.0,1.566,4.026781234237608,OPTIMAL,481
8,13,65,3.0,25.79,2.1729724748185797,OPTIMAL,7469
9,13,65,3.0,0.156,3.9127813979743644,OPTIMAL,42
10,13,65,3.0,0.66,2.442239417879775,OPTIMAL,208
1,14,70,3.0,1.796,2.5848455399591432,OPTIMAL,557
2,14,70,3.0,9.441,2.406356183723307,OPTIMAL,2921
3,14,70,3.0,4.738,4.584684545786162,OPTIMAL,1399
4,14,70,3.0,32.562,3.7202295123637037,OPTIMAL,9655
5,14,70,3.0,28.468,3.4534927402562725,OPTIMAL,8648
6,14,70,3.0,0.456,3.619321531465405,OPTIMAL,142
7,14,70,3.0,1.793,4.218357702598669,OPTIMAL,542
8,14,70,3.0,43.246,2.572459508726819,OPTIMAL,12665
9,14,70,3.0,0.391,4.240173437361781,OPTIMAL,125
10,14,70,3.0,0.456,2.4696754858633883,OPTIMAL,144
1,15,75,3.0,1.511,2.8156085839248965,OPTIMAL,453
2,15,75,3.0,2.738,2.510955015317064,OPTIMAL,836
3,15,75,3.0,4.832,4.977486303591386,OPTIMAL,1395
4,15,75,3.0,26.065,3.570152937436937,OPTIMAL,6984
5,15,75,3.0,11.338,3.0960683648881093,OPTIMAL,3194
6,15,75,3.0,0.215,3.274959746910336,OPTIMAL,60
7,15,75,3.0,3.622,4.4719289037401655,OPTIMAL,1093
8,15,75,3.0,33.35,2.287455683965412,OPTIMAL,8908
9,15,75,3.0,0.147,4.3133398005811046,OPTIMAL,39
10,15,75,3.0,0.623,2.391722770462672,OPTIMAL,180
1,16,80,4.0,18.173,2.6633825943920137,OPTIMAL,4946
2,16,80,4.0,9.92,2.346449784313559,OPTIMAL,2479
3,16,80,4.0,30.691,5.091732867438444,OPTIMAL,6661
4,16,80,4.0,23.435,3.5972405325105408,OPTIMAL,5298
5,16,80,4.0,129.725,3.63769637900974,OPTIMAL,27496
6,16,80,4.0,0.451,3.452723946379324,OPTIMAL,120
7,16,80,4.0,17.48,4.703793852904876,OPTIMAL,3476
8,16,80,4.0,1290.877,2.133833155360607,OPTIMAL,213671
9,16,80,4.0,0.529,4.506263132840163,OPTIMAL,124
10,16,80,4.0,4.771,1.9988265865273447,OPTIMAL,1250
1,17,85,4.0,2.49,2.3474422755205793,OPTIMAL,633
2,17,85,4.0,34.667,2.510257899045362,OPTIMAL,7881
3,17,85,4.0,11.033,5.014570729546344,OPTIMAL,2383
4,17,85,4.0,36.379,3.9150015695258875,OPTIMAL,7509
5,17,85,4.0,62.455,3.8998167893942313,OPTIMAL,12998
6,17,85,4.0,0.442,3.193775533784988,OPTIMAL,100
7,17,85,4.0,8.354,4.518599214707445,OPTIMAL,1774
8,17,85,4.0,1800.419,1.9114825258867627,Time limit reached,218306
9,17,85,4.0,0.24,4.771345768384261,OPTIMAL,55
10,17,85,4.0,15.584,2.2440767386834564,OPTIMAL,3776
1,18,90,4.0,13.809,2.5444467333794374,OPTIMAL,3301
2,18,90,4.0,61.915,2.6345054709356903,OPTIMAL,12641
3,18,90,4.0,13.658,5.04847551003505,OPTIMAL,2768
4,18,90,4.0,151.945,4.028020637083428,OPTIMAL,28103
5,18,90,4.0,141.063,3.991629504656097,OPTIMAL,29358
6,18,90,4.0,1.308,3.655307345648596,OPTIMAL,299
7,18,90,4.0,10.433,4.62556213200753,OPTIMAL,2121
1,18,90,4.0,14.298,2.5444467333794374,OPTIMAL,3301
2,18,90,4.0,69.624,2.6345054709356903,OPTIMAL,12641
3,18,90,4.0,14.143,5.04847551003505,OPTIMAL,2768
4,18,90,4.0,149.997,4.028020637083428,OPTIMAL,28103
5,18,90,4.0,135.435,3.991629504656097,OPTIMAL,29358
6,18,90,4.0,1.253,3.655307345648596,OPTIMAL,299
7,18,90,4.0,10.152,4.62556213200753,OPTIMAL,2121
8,18,90,4.0,892.868,2.0434252666920547,OPTIMAL,91283
9,18,90,4.0,0.193,4.705116246234705,OPTIMAL,44
10,18,90,4.0,12.113,2.1813146857106016,OPTIMAL,2993
1,19,95,4.0,10.486,2.722326936292461,OPTIMAL,2437
2,19,95,4.0,11.277,2.8056349490336143,OPTIMAL,2492
3,19,95,4.0,19.509,5.181127574970973,OPTIMAL,3912
4,19,95,4.0,16.665,3.9361600595812054,OPTIMAL,3298
5,19,95,4.0,274.075,4.178160862783165,OPTIMAL,56206
6,19,95,4.0,1.284,3.5875915636396223,OPTIMAL,305
7,19,95,4.0,27.938,5.093563664756703,OPTIMAL,5496
8,19,95,4.0,668.239,2.1470014564255115,OPTIMAL,83387
9,19,95,4.0,0.896,5.310003417992356,OPTIMAL,222
10,19,95,4.0,2.882,2.1517612804867037,OPTIMAL,685
1,20,100,4.0,14.924,2.654499422520585,OPTIMAL,1489
2,20,100,4.0,209.284,3.1191382473600155,OPTIMAL,17954
3,20,100,4.0,69.113,5.18800102635046,OPTIMAL,4863
4,20,100,4.0,375.751,4.252012558500874,OPTIMAL,29168
5,20,100,4.0,96.128,4.1681319312766,OPTIMAL,9515
6,20,100,4.0,0.987,3.7097736428286248,OPTIMAL,93
7,20,100,4.0,107.916,5.183353910013434,OPTIMAL,9270
8,20,100,4.0,1800.203,2.4692161713401415,Time limit reached,104160
9,20,100,4.0,0.842,5.098485980297229,OPTIMAL,60
10,20,100,4.0,19.965,2.2411762901230188,OPTIMAL,1976
1,21,105,5.0,68.039,2.8240260478591983,OPTIMAL,6482
2,21,105,5.0,37.728,3.0547449239361724,OPTIMAL,2706
3,21,105,5.0,407.038,5.917432857407691,OPTIMAL,26771
4,21,105,5.0,195.877,4.4040904004188,OPTIMAL,12217
5,21,105,5.0,1018.58,4.268244857783212,OPTIMAL,66881
6,21,105,5.0,3.704,3.4372800733085014,OPTIMAL,220
7,21,105,5.0,37.104,5.125226080112155,OPTIMAL,2638
8,21,105,5.0,1801.333,2.1618847418886653,Time limit reached,85206
9,21,105,5.0,2.089,4.948293389150535,OPTIMAL,105
10,21,105,5.0,34.79,1.86223669515536,OPTIMAL,3217
1,22,110,5.0,72.366,2.833149522892048,OPTIMAL,5778
2,22,110,5.0,476.096,3.2455791672423677,OPTIMAL,29473
3,22,110,5.0,232.735,5.872043837599708,OPTIMAL,15019
4,22,110,5.0,314.303,4.397493315195604,OPTIMAL,18394
5,22,110,5.0,1215.999,4.387951913543736,OPTIMAL,75585
6,22,110,5.0,9.929,3.585870472421875,OPTIMAL,765
7,22,110,5.0,98.204,5.328576129934933,OPTIMAL,6389
8,22,110,5.0,1800.48,2.361419136915378,Time limit reached,91592
9,22,110,5.0,10.973,5.3574506821002155,OPTIMAL,606
10,22,110,5.0,108.495,2.0931169374023684,OPTIMAL,8979
1,23,115,5.0,34.884,3.009254643542085,OPTIMAL,3036
2,23,115,5.0,421.98,3.3639564519681846,OPTIMAL,23763
3,23,115,5.0,375.533,6.150088467900773,OPTIMAL,22315
4,23,115,5.0,706.447,4.6313633071927915,OPTIMAL,39191
5,23,115,5.0,989.211,4.260633793294362,OPTIMAL,59278
6,23,115,5.0,21.9,3.6780389906691457,OPTIMAL,1268
7,23,115,5.0,79.183,5.131105838383593,OPTIMAL,4630
8,23,115,5.0,1800.997,2.390833456618253,Time limit reached,89274
9,23,115,5.0,6.617,5.301264060442235,OPTIMAL,355
10,23,115,5.0,411.883,2.175036125906605,OPTIMAL,30655
1,24,120,5.0,21.126,2.7933726237952254,OPTIMAL,1717
2,24,120,5.0,918.895,3.482510049977039,OPTIMAL,47244
3,24,120,5.0,203.369,5.824768462631013,OPTIMAL,11952
4,24,120,5.0,455.991,4.512027803014818,OPTIMAL,23998
5,24,120,5.0,1800.222,4.586682765248187,Time limit reached,100814
6,24,120,5.0,14.175,3.896540232509097,OPTIMAL,1092
7,24,120,5.0,447.44,5.441829021885716,OPTIMAL,24712
8,24,120,5.0,1801.82,2.3942356412436028,Time limit reached,80091
9,24,120,5.0,20.945,5.580355562138196,OPTIMAL,1363
10,24,120,5.0,372.015,2.104806905280289,OPTIMAL,26729
1,25,125,5.0,208.354,3.2556069749362564,OPTIMAL,15800
2,25,125,5.0,352.585,3.65929746449191,OPTIMAL,17999
3,25,125,5.0,379.527,5.945514641916456,OPTIMAL,20229
4,25,125,5.0,1800.987,4.884672325565907,Time limit reached,91739
5,25,125,5.0,219.784,4.894533786447226,OPTIMAL,13351
6,25,125,5.0,7.665,3.78635467547559,OPTIMAL,590
7,25,125,5.0,177.608,5.263450191286596,OPTIMAL,9548
8,25,125,5.0,1801.761,2.4856970215150085,Time limit reached,85439
9,25,125,5.0,9.308,5.610723655358916,OPTIMAL,694
10,25,125,5.0,169.716,2.129746512550934,OPTIMAL,12201
1,26,130,6.0,746.111,3.025581528422717,OPTIMAL,33194
2,26,130,6.0,940.971,3.7070399595975227,OPTIMAL,38952
3,26,130,6.0,496.09,5.998170344082331,OPTIMAL,20385
4,26,130,6.0,1800.784,5.037757043805911,Time limit reached,72478
5,26,130,6.0,1587.231,5.04277457237946,OPTIMAL,75839
6,26,130,6.0,160.84,4.084618122133698,OPTIMAL,6144
7,26,130,6.0,642.577,5.551365819982829,OPTIMAL,27623
8,26,130,6.0,1802.2,2.5090752392130424,Time limit reached,65890
9,26,130,6.0,47.41,5.767390891505263,OPTIMAL,2088
10,26,130,6.0,1801.985,2.0399755865373486,Time limit reached,67220
1,27,135,6.0,176.453,3.10866462066773,OPTIMAL,7918
2,27,135,6.0,916.237,3.613939111182163,OPTIMAL,38351
3,27,135,6.0,1133.101,6.377443938471518,OPTIMAL,45688
4,27,135,6.0,1526.302,4.816536694787371,OPTIMAL,59225
5,27,135,6.0,1462.143,5.009688064248175,OPTIMAL,59875
6,27,135,6.0,45.179,3.8093869889692282,OPTIMAL,1536
7,27,135,6.0,178.6,5.734069052956908,OPTIMAL,7598
8,27,135,6.0,1801.801,2.2478654478723645,Time limit reached,66708
9,27,135,6.0,27.903,5.795033269275499,OPTIMAL,1072
10,27,135,6.0,563.027,2.0827685608792255,OPTIMAL,19459
1,28,140,6.0,632.673,3.021453087549278,OPTIMAL,24075
2,28,140,6.0,1800.037,3.7959262974493706,Time limit reached,65818
3,28,140,6.0,1064.227,6.449544719835144,OPTIMAL,41684
4,28,140,6.0,1483.533,4.716504057817988,OPTIMAL,56305
5,28,140,6.0,1800.04,5.176891131084282,Time limit reached,78102
6,28,140,6.0,156.863,3.954622037877673,OPTIMAL,5887
7,28,140,6.0,1800.062,5.962622957672978,Time limit reached,67792
8,28,140,6.0,1802.548,2.6368973012863712,Time limit reached,65923
9,28,140,6.0,38.646,6.060032596950799,OPTIMAL,1396
10,28,140,6.0,1800.545,2.0790026229489516,Time limit reached,59541
1,29,145,6.0,243.943,3.255397068719602,OPTIMAL,8047
2,29,145,6.0,696.922,3.784462810142961,OPTIMAL,25669
3,29,145,6.0,1800.307,6.517959364236611,Time limit reached,58463
4,29,145,6.0,1801.415,5.022077072203834,Time limit reached,57173
5,29,145,6.0,1800.588,5.317290722644149,Time limit reached,70578
6,29,145,6.0,61.916,4.116280950667715,OPTIMAL,1880
7,29,145,6.0,1800.557,6.032713297894729,Time limit reached,63500
8,29,145,6.0,1801.056,2.6026615490157057,Time limit reached,61356
9,29,145,6.0,24.124,5.734539698611755,OPTIMAL,944
10,29,145,6.0,1803.186,2.421290899981482,Time limit reached,52224
1,30,150,6.0,1800.032,3.6177972196873176,Time limit reached,60251
2,30,150,6.0,1800.492,4.115566751961235,Time limit reached,56722
3,30,150,6.0,1344.935,6.401715731176486,OPTIMAL,50136
4,30,150,6.0,1800.084,4.973018804898767,Time limit reached,61022
5,30,150,6.0,1801.46,5.306261686907196,Time limit reached,72025
6,30,150,6.0,134.458,4.334812917701235,OPTIMAL,4430
7,30,150,6.0,466.107,5.955014138676084,OPTIMAL,16221
8,30,150,6.0,1801.767,2.9053821945570095,Time limit reached,62606
9,30,150,6.0,128.686,5.908317519582886,OPTIMAL,4453
10,30,150,6.0,1801.348,2.4923899400961025,Time limit reached,50289
1,1,5,1.0,0.074,0.5660230100021771,OPTIMAL,22
1,1,5,1.0,0.066,0.5660230100021771,OPTIMAL,22
1,1,5,1.0,0.071,0.5660230100021771,OPTIMAL,22
1,1,5,1.0,0.066,0.5660230100021771,OPTIMAL,22
1,1,5,1.0,0.065,0.5660230100021771,OPTIMAL,22
1,1,5,1.0,0.068,0.5660230100021771,OPTIMAL,22
1,1,5,1.0,0.067,0.5660230100021771,OPTIMAL,22
10,1,5,1.0,0.009,0.3690238013104796,OPTIMAL,2
10,2,10,1.0,0.056,0.76974938949035,OPTIMAL,16
10,2,10,1.0,0.043,0.8686859608467488,OPTIMAL,36
