seed,n0,m0,M,time,solution,termination,ncalls
3,15,150,20.0,1801.151,6.350572309602679,primal>tree.incumbent+1e-2,49425
1,16,160,20.0,1801.628,10.22028946795407,Time limit reached,41266
2,16,160,20.0,1801.621,9.52070598238676,Time limit reached,51536
3,16,160,20.0,1801.039,5.274131907931467,primal>tree.incumbent+1e-2,44674
1,17,170,20.0,1800.882,12.306743012323025,tree.lb>primal-dual_gap,48271
2,17,170,20.0,1800.41,11.115126855054584,primal>tree.incumbent+1e-2,47679
3,17,170,20.0,1800.42,6.7174159265604665,primal>tree.incumbent+1e-2,44663
1,18,180,20.0,1801.997,12.223408423099128,Time limit reached,47350
2,18,180,20.0,1801.281,11.052027790461844,primal>tree.incumbent+1e-2,43728
3,18,180,20.0,1800.419,6.663553084970371,primal>tree.incumbent+1e-2,43074
1,19,190,20.0,1800.994,12.99684006907686,Time limit reached,45378
2,19,190,20.0,1802.13,13.537254183386787,primal>tree.incumbent+1e-2,39146
3,19,190,20.0,1802.303,11.856224364487161,Time limit reached,43882
1,20,200,20.0,1801.663,13.372027203366919,primal>tree.incumbent+1e-2,42777
2,20,200,20.0,1802.187,13.950139661685828,Time limit reached,40610
3,20,200,20.0,1800.307,6.9589809156091285,Time limit reached,40954
1,5,50,20.0,8.842,3.7832568240600972,OPTIMAL,431
2,5,50,20.0,7.009,5.452331495095872,OPTIMAL,342
3,5,50,20.0,13.412,2.951593366334183,OPTIMAL,526
4,5,50,20.0,7.267,2.760220125849377,OPTIMAL,349
5,5,50,20.0,6.424,2.7548417925382074,OPTIMAL,391
6,5,50,20.0,8.7,1.8938358352690106,OPTIMAL,548
7,5,50,20.0,6.351,1.768515815334784,OPTIMAL,326
8,5,50,20.0,1.997,6.916214432417928,OPTIMAL,98
9,5,50,20.0,7.848,1.158565536663853,OPTIMAL,362
10,5,50,20.0,14.071,4.333125343194316,OPTIMAL,609
1,6,60,20.0,29.983,5.4618706564686805,primal>=tree.incumbent,1004
2,6,60,20.0,18.441,3.047681193455669,primal>=tree.incumbent,846
3,6,60,20.0,16.251,2.8841788118663407,OPTIMAL,10422
4,6,60,20.0,19.145,3.7338501313117134,primal>=tree.incumbent,832
5,6,60,20.0,20.607,4.631759481874808,primal>=tree.incumbent,3193
6,6,60,20.0,21.796,2.3065927585273602,OPTIMAL,949
7,6,60,20.0,12.763,1.7454602042499223,OPTIMAL,542
8,6,60,20.0,5.443,6.807975052894898,OPTIMAL,249
9,6,60,20.0,28.245,0.5525107537765248,OPTIMAL,1023
10,6,60,20.0,17.308,5.580870889741854,primal>=tree.incumbent,644
1,7,70,20.0,21.521,5.139748655032331,OPTIMAL,1024
2,7,70,20.0,20.687,3.2852063967499356,OPTIMAL,1042
3,7,70,20.0,31.696,1.11281297004836,primal>=tree.incumbent,1539
4,7,70,20.0,27.572,1.843081773544287,primal>=tree.incumbent,1209
5,7,70,20.0,28.614,3.173555061341096,OPTIMAL,11320
6,7,70,20.0,26.41,2.4845738168462552,OPTIMAL,1061
7,7,70,20.0,38.402,2.3500848214103494,primal>=tree.incumbent,1579
8,7,70,20.0,9.04,6.603765529494378,primal>=tree.incumbent,435
9,7,70,20.0,19.425,-0.04614289412806116,OPTIMAL,973
10,7,70,20.0,17.925,5.23086074790885,primal>=tree.incumbent,1974
1,5,50,20.0,8.088,3.7832568240600732,OPTIMAL,431
2,5,50,20.0,6.389,5.452331495095906,OPTIMAL,342
3,5,50,20.0,12.287,2.951593366334075,OPTIMAL,526
4,5,50,20.0,6.632,2.7602201258493935,OPTIMAL,349
5,5,50,20.0,6.36,2.7548417925382047,OPTIMAL,391
6,5,50,20.0,8.633,1.893835835268943,OPTIMAL,548
7,5,50,20.0,5.8,1.7685158153348035,OPTIMAL,326
8,5,50,20.0,1.815,6.916214432417929,OPTIMAL,98
9,5,50,20.0,7.22,1.1585655366644907,OPTIMAL,362
10,5,50,20.0,13.119,4.333125343194689,OPTIMAL,609
1,6,60,20.0,27.9,5.46187065646868,primal>=tree.incumbent,1004
2,6,60,20.0,23.294,3.047681193455669,primal>=tree.incumbent,7349
3,6,60,20.0,14.932,2.8841788118660294,OPTIMAL,10422
4,6,60,20.0,17.775,3.733850131311714,primal>=tree.incumbent,832
5,6,60,20.0,19.673,4.631759481874811,primal>=tree.incumbent,4013
6,6,60,20.0,20.234,2.306592758527604,OPTIMAL,949
7,6,60,20.0,11.808,1.7454602042502534,OPTIMAL,542
8,6,60,20.0,5.042,6.807975052894899,OPTIMAL,249
9,6,60,20.0,26.517,0.5525107537770229,OPTIMAL,1023
10,6,60,20.0,16.041,5.580870889741854,primal>=tree.incumbent,644
1,7,70,20.0,20.862,5.1397486550323315,OPTIMAL,1024
2,7,70,20.0,22.831,3.2852063967497984,OPTIMAL,1044
3,7,70,20.0,33.757,1.1128129700483602,primal>=tree.incumbent,1539
4,7,70,20.0,26.191,1.8452708077762812,primal>=tree.incumbent,1304
5,7,70,20.0,22.854,3.1735550613410988,OPTIMAL,1425
6,7,70,20.0,26.307,2.4845738168464586,OPTIMAL,1061
7,7,70,20.0,40.148,2.3500848214103502,primal>=tree.incumbent,2420
8,7,70,20.0,9.3,6.603765529494378,primal>=tree.incumbent,435
9,7,70,20.0,19.811,-0.046142894128506584,OPTIMAL,973
10,7,70,20.0,18.887,5.23086074790885,primal>=tree.incumbent,2554
1,8,80,20.0,84.324,5.842870044921049,OPTIMAL,3700
2,8,80,20.0,89.594,4.6417229445868635,primal>=tree.incumbent,3427
3,8,80,20.0,75.626,1.4896722761829844,primal>=tree.incumbent,3230
4,8,80,20.0,35.907,3.1520256573765897,OPTIMAL,1713
5,8,80,20.0,45.406,4.089808548394537,primal>=tree.incumbent,1797
6,8,80,20.0,46.061,4.056506853831723,primal>=tree.incumbent,2238
7,8,80,20.0,76.078,2.345266608694671,primal>=tree.incumbent,3297
8,8,80,20.0,9.62,7.648324521036077,primal>=tree.incumbent,432
9,8,80,20.0,41.295,-0.7167396925965869,primal>=tree.incumbent,1850
10,8,80,20.0,26.187,5.541656049536443,OPTIMAL,1424
1,9,90,20.0,276.574,4.305484685651542,primal>=tree.incumbent,9201
2,9,90,20.0,305.688,5.187208878840771,primal>=tree.incumbent,10815
3,9,90,20.0,104.65,1.0331775304696946,primal>=tree.incumbent,4286
4,9,90,20.0,108.746,2.3463650881426505,OPTIMAL,4781
5,9,90,20.0,126.298,3.5005488953510326,OPTIMAL,5439
6,9,90,20.0,170.868,3.871318854067899,OPTIMAL,6362
7,9,90,20.0,65.944,1.0834712831152704,primal>=tree.incumbent,3108
8,9,90,20.0,30.575,9.56487152035463,primal>=tree.incumbent,1142
9,9,90,20.0,129.154,-0.1672865197301422,OPTIMAL,5426
10,9,90,20.0,185.017,6.121167776427199,OPTIMAL,6752
1,10,100,20.0,510.638,5.828231561049398,primal>=tree.incumbent,18006
2,10,100,20.0,609.536,5.832680243637921,primal>=tree.incumbent,20933
3,10,100,20.0,323.849,2.1466913636350844,primal>=tree.incumbent,13320
4,10,100,20.0,271.69,1.8355567286570873,OPTIMAL,11193
5,10,100,20.0,285.438,3.7796413968689224,primal>=tree.incumbent,10006
6,10,100,20.0,653.838,4.090223955486597,primal>=tree.incumbent,24423
7,10,100,20.0,322.659,1.534527738511841,primal>=tree.incumbent,13233
8,10,100,20.0,87.306,9.44724972955798,primal>=tree.incumbent,3377
9,10,100,20.0,143.575,-0.5486771441142742,OPTIMAL,6710
10,10,100,20.0,496.21,7.15778600718541,primal>=tree.incumbent,19271
1,11,110,20.0,1800.999,5.989720441325495,Time limit reached,58787
2,11,110,20.0,1675.047,5.63012664182422,primal>=tree.incumbent,58651
3,11,110,20.0,411.394,1.8447204444175198,OPTIMAL,15839
4,11,110,20.0,1203.263,1.2222057296011677,primal>=tree.incumbent,41774
5,11,110,20.0,427.19,3.8819685611384855,OPTIMAL,17439
6,11,110,20.0,1169.409,4.526489212034966,primal>=tree.incumbent,45956
7,11,110,20.0,647.092,1.1829445475917724,primal>=tree.incumbent,25326
8,11,110,20.0,194.939,10.481962064923243,primal>=tree.incumbent,5521
9,11,110,20.0,262.73,0.6362265437186527,OPTIMAL,12249
10,11,110,20.0,819.146,8.026047357235074,primal>=tree.incumbent,28703
1,12,120,20.0,1800.347,7.160132007224304,Time limit reached,56705
2,12,120,20.0,1702.514,6.477936378725618,primal>=tree.incumbent,68706
3,12,120,20.0,1071.879,0.43572085681207007,primal>=tree.incumbent,40158
4,12,120,20.0,987.317,1.3165486935263317,primal>=tree.incumbent,36551
5,12,120,20.0,1801.13,3.9831653381845005,Time limit reached,58621
6,12,120,20.0,1801.194,5.0172753016175875,Time limit reached,52654
7,12,120,20.0,1800.751,0.7008122280109184,Time limit reached,55651
8,12,120,20.0,281.02,11.1569307597463,primal>=tree.incumbent,8712
9,12,120,20.0,1775.518,-0.14020280985162853,primal>=tree.incumbent,64984
10,12,120,20.0,1800.305,7.604317511204228,Time limit reached,54418
1,13,130,20.0,1800.369,8.214371910728573,Time limit reached,53132
2,13,130,20.0,1800.57,8.548414563954863,Time limit reached,57801
3,13,130,20.0,1800.241,1.4082945275157568,Time limit reached,55617
4,13,130,20.0,1801.078,5.6642851186785945,Time limit reached,56063
5,13,130,20.0,1800.371,4.894454744979995,Time limit reached,54675
6,13,130,20.0,1801.069,5.596784337027751,Time limit reached,54328
7,13,130,20.0,1801.597,1.761991152259703,Time limit reached,59990
8,13,130,20.0,122.89,12.423577593649837,primal>=tree.incumbent,4478
9,13,130,20.0,1800.668,1.5621777096333083,Time limit reached,53098
10,13,130,20.0,1801.63,9.274550353218514,Time limit reached,52410
1,14,140,20.0,1801.222,7.864333361800574,Time limit reached,46721
2,14,140,20.0,1800.205,9.11527337268702,Time limit reached,52693
3,14,140,20.0,1801.421,3.7817051224879865,Time limit reached,50273
4,14,140,20.0,1801.274,4.472905021804619,Time limit reached,55284
5,14,140,20.0,1800.741,5.736105880463997,Time limit reached,54469
6,14,140,20.0,1801.108,6.514070166961654,Time limit reached,48396
7,14,140,20.0,1800.398,3.1738655604565738,Time limit reached,48752
8,14,140,20.0,1801.089,13.151545338330237,Time limit reached,51869
9,14,140,20.0,1801.508,2.3887795977575323,Time limit reached,48071
10,14,140,20.0,1801.619,9.566301895335863,Time limit reached,49163
1,15,150,20.0,1800.863,10.16331150524362,Time limit reached,45104
2,15,150,20.0,1801.614,9.691280121175728,Time limit reached,49765
3,15,150,20.0,1801.576,6.104763548702536,Time limit reached,49922
4,15,150,20.0,1801.283,4.380048297000328,Time limit reached,59022
5,15,150,20.0,1800.89,5.331385604489846,Time limit reached,46280
6,15,150,20.0,1800.645,6.806715063152959,Time limit reached,50653
7,15,150,20.0,1800.762,3.206872078186381,Time limit reached,49661
8,15,150,20.0,1361.495,13.147896555426778,primal>=tree.incumbent,35390
9,15,150,20.0,1800.791,3.0386588934815233,Time limit reached,50639
10,15,150,20.0,1801.321,9.961959540670351,Time limit reached,60600
