seed,dimension,p,k,time,solution,termination,ncalls
10,19,95,4.0,6.576,2.1517612804867037,OPTIMAL,1353
1,20,100,4.0,31.07,2.654499422520585,OPTIMAL,2849
2,20,100,4.0,439.532,3.1191382473600155,OPTIMAL,38740
3,20,100,4.0,92.224,5.18800102635046,OPTIMAL,7913
4,20,100,4.0,626.656,4.252012558500874,OPTIMAL,52138
5,20,100,4.0,206.037,4.1681319312766,OPTIMAL,20709
6,20,100,4.0,1.725,3.7097736428286248,OPTIMAL,131
7,20,100,4.0,178.065,5.183353910013434,OPTIMAL,15589
8,20,100,4.0,1800.098,2.4692161713401415,Time limit reached,132909
9,20,100,4.0,1.26,5.098485980297229,OPTIMAL,105
10,20,100,4.0,45.207,2.2411762901230188,OPTIMAL,4138
1,21,105,5.0,127.02,2.8240260478591983,OPTIMAL,11169
2,21,105,5.0,58.109,3.0547449239361724,OPTIMAL,3989
3,21,105,5.0,588.37,5.917432857407691,OPTIMAL,41148
4,21,105,5.0,280.296,4.4040904004188,OPTIMAL,18660
5,21,105,5.0,1567.599,4.268244857783212,OPTIMAL,105774
6,21,105,5.0,6.004,3.4372800733085014,OPTIMAL,301
7,21,105,5.0,49.187,5.125226080112155,OPTIMAL,3563
8,21,105,5.0,1801.465,2.1618847418886653,Time limit reached,99481
9,21,105,5.0,3.034,4.948293389150535,OPTIMAL,144
10,21,105,5.0,68.472,1.86223669515536,OPTIMAL,5847
1,22,110,5.0,137.935,2.833149522892048,OPTIMAL,10896
2,22,110,5.0,736.733,3.2455791672423677,OPTIMAL,46714
3,22,110,5.0,322.366,5.872043837599708,OPTIMAL,22075
4,22,110,5.0,464.993,4.397493315195604,OPTIMAL,29259
5,22,110,5.0,1800.528,4.387951913543736,Time limit reached,117808
6,22,110,5.0,17.763,3.585870472421875,OPTIMAL,1184
7,22,110,5.0,130.722,5.328576129934933,OPTIMAL,8849
8,22,110,5.0,1801.451,2.361419136915378,Time limit reached,104684
9,22,110,5.0,19.82,5.3574506821002155,OPTIMAL,995
10,22,110,5.0,217.6,2.0931169374023684,OPTIMAL,17121
1,23,115,5.0,65.495,3.009254643542085,OPTIMAL,5183
2,23,115,5.0,636.27,3.3639564519681846,OPTIMAL,36347
3,23,115,5.0,545.561,6.150088467900773,OPTIMAL,35375
4,23,115,5.0,1059.564,4.6313633071927915,OPTIMAL,64101
5,23,115,5.0,1462.95,4.260633793294362,OPTIMAL,94802
6,23,115,5.0,37.246,3.6780389906691457,OPTIMAL,2048
7,23,115,5.0,106.131,5.131105838383593,OPTIMAL,6729
8,23,115,5.0,1801.08,2.390833456618253,Time limit reached,101405
9,23,115,5.0,11.61,5.301264060442235,OPTIMAL,546
10,23,115,5.0,795.368,2.175036125906605,OPTIMAL,60984
1,24,120,5.0,41.826,2.7933726237952254,OPTIMAL,3059
2,24,120,5.0,1406.936,3.482510049977039,OPTIMAL,75316
3,24,120,5.0,277.363,5.824768462631013,OPTIMAL,17387
4,24,120,5.0,679.885,4.512027803014818,OPTIMAL,41201
5,24,120,5.0,1800.957,4.586682765248187,Time limit reached,111131
6,24,120,5.0,23.08,3.896540232509097,OPTIMAL,1616
7,24,120,5.0,638.296,5.441829021885716,OPTIMAL,36659
8,24,120,5.0,1801.635,2.3942356412436028,Time limit reached,91816
9,24,120,5.0,36.645,5.580355562138196,OPTIMAL,2157
10,24,120,5.0,678.779,2.104806905280289,OPTIMAL,48800
1,25,125,5.0,380.683,3.2556069749362564,OPTIMAL,27992
2,25,125,5.0,521.441,3.65929746449191,OPTIMAL,27455
3,25,125,5.0,534.335,5.945514641916456,OPTIMAL,31732
4,25,125,5.0,1800.859,4.884672325565907,Time limit reached,100396
5,25,125,5.0,358.067,4.894533786447226,OPTIMAL,22938
6,25,125,5.0,15.495,3.78635467547559,OPTIMAL,1015
7,25,125,5.0,243.882,5.263450191286596,OPTIMAL,13721
8,25,125,5.0,1801.953,2.4856970215150085,Time limit reached,95147
9,25,125,5.0,17.244,5.610723655358916,OPTIMAL,1091
10,25,125,5.0,330.136,2.129746512550934,OPTIMAL,23011
1,26,130,6.0,1144.641,3.025581528422717,OPTIMAL,52412
2,26,130,6.0,1369.417,3.7070399595975227,OPTIMAL,56527
3,26,130,6.0,674.351,5.998170344082331,OPTIMAL,29945
4,26,130,6.0,1802.191,5.037757043805911,Time limit reached,76023
5,26,130,6.0,1801.049,5.04277457237946,Time limit reached,91050
6,26,130,6.0,249.97,4.084618122133698,OPTIMAL,9172
7,26,130,6.0,865.203,5.551365819982829,OPTIMAL,38420
8,26,130,6.0,1801.685,2.490462355354144,Time limit reached,75335
9,26,130,6.0,68.861,5.767390891505263,OPTIMAL,2948
10,26,130,6.0,1801.412,2.0399755865373486,Time limit reached,71799
1,27,135,6.0,257.433,3.10866462066773,OPTIMAL,11263
2,27,135,6.0,1328.063,3.613939111182163,OPTIMAL,56951
3,27,135,6.0,1800.026,6.377443938471518,Time limit reached,65178
4,27,135,6.0,1800.518,4.816536694787371,Time limit reached,53990
5,27,135,6.0,1800.642,5.009688064248175,Time limit reached,71255
6,27,135,6.0,93.737,3.8093869889692282,OPTIMAL,2232
7,27,135,6.0,314.382,5.734069052956908,OPTIMAL,10415
8,27,135,6.0,1802.216,2.2478654478723645,Time limit reached,72520
9,27,135,6.0,40.163,5.795033269275499,OPTIMAL,1437
10,27,135,6.0,834.029,2.0827685608792255,OPTIMAL,29832
1,28,140,6.0,906.656,3.021453087549278,OPTIMAL,35070
2,28,140,6.0,1800.146,3.7959262974493706,Time limit reached,67215
3,28,140,6.0,1531.997,6.449544719835144,OPTIMAL,62886
4,28,140,6.0,1800.178,4.716504057817988,Time limit reached,73848
5,28,140,6.0,1800.65,5.176891131084282,Time limit reached,82108
6,28,140,6.0,237.831,3.954622037877673,OPTIMAL,8707
7,28,140,6.0,1801.063,5.962622957672978,Time limit reached,61415
8,28,140,6.0,1801.907,2.611145684986923,Time limit reached,66285
9,28,140,6.0,57.631,6.060032596950799,OPTIMAL,1948
10,28,140,6.0,1804.483,2.0790026229489516,Time limit reached,63739
1,29,145,6.0,326.606,3.255397068719602,OPTIMAL,11479
2,29,145,6.0,993.733,3.784462810142961,OPTIMAL,37154
3,29,145,6.0,1801.207,6.517959364236611,Time limit reached,70575
4,29,145,6.0,1800.206,5.022077072203834,Time limit reached,64316
5,29,145,6.0,1801.254,5.317290722644149,Time limit reached,74760
6,29,145,6.0,83.311,4.116280950667715,OPTIMAL,2522
7,29,145,6.0,1801.815,6.032713297894729,Time limit reached,64887
8,29,145,6.0,1802.772,2.5424784452289315,Time limit reached,71024
9,29,145,6.0,37.886,5.734539698611755,OPTIMAL,1283
10,29,145,6.0,1801.604,2.421290899981482,Time limit reached,53910
1,30,150,6.0,1800.631,3.6177972196873176,Time limit reached,53853
2,30,150,6.0,1800.9,4.115566751961235,Time limit reached,54941
3,30,150,6.0,1800.157,6.401715731176486,Time limit reached,72537
4,30,150,6.0,1801.064,4.973018804898767,Time limit reached,56259
5,30,150,6.0,1801.316,5.30752565748677,Time limit reached,70450
6,30,150,6.0,202.732,4.334812917701235,OPTIMAL,6533
7,30,150,6.0,622.045,5.955014138676084,OPTIMAL,22479
8,30,150,6.0,1802.79,2.894072190299796,Time limit reached,70174
9,30,150,6.0,220.32,5.908317519582886,OPTIMAL,6381
10,30,150,6.0,1801.432,2.4923899400961025,Time limit reached,54526
