seed,dimension,time,solution,termination,ncalls
9,85,291.351,18.67085736347798,primal>=tree.incumbent,25672
10,85,226.497,19.091775673633936,primal>=tree.incumbent,21446
1,90,1800.803,6.706372502743411,Time limit reached,106213
2,90,1800.339,-3.2184526892009835,Time limit reached,117299
3,90,1800.928,3.951754276857281,Time limit reached,93826
4,90,745.21,26.427927807805638,primal>=tree.incumbent,47629
5,90,868.495,9.039286304674592,primal>=tree.incumbent,76118
6,90,542.092,14.82510205725003,primal>=tree.incumbent,53674
7,90,181.712,23.984766735781907,primal>=tree.incumbent,18565
8,90,463.138,28.943859255602394,primal>=tree.incumbent,33276
9,90,1801.302,10.627568440018056,Time limit reached,123018
10,90,332.798,17.507729951170568,primal>=tree.incumbent,26073
1,95,1800.437,7.3561366242782125,Time limit reached,108167
2,95,1800.87,6.980784028468115,Time limit reached,123901
3,95,402.408,22.824581202803863,primal>=tree.incumbent,28710
4,95,1800.909,26.73041465640286,Time limit reached,117613
5,95,829.775,18.922805906274515,primal>=tree.incumbent,59711
6,95,1801.225,1.3235906149278758,Time limit reached,106984
7,95,1801.158,-4.148283727491446,Time limit reached,100119
8,95,1801.01,5.427512691896738,Time limit reached,94757
9,95,1800.036,3.6219027924206713,Time limit reached,127861
10,95,503.73,24.710897979179812,primal>=tree.incumbent,33437
1,100,1805.359,4.405728454763928,Time limit reached,30956
2,100,1801.478,11.367616000750196,Time limit reached,50493
3,100,1800.511,-18.316090317169692,Time limit reached,53914
4,100,1803.935,20.970485664209363,Time limit reached,34921
5,100,1801.376,24.127219538950367,Time limit reached,49129
6,100,0.891,-107.06844052155367,primal>=tree.incumbent,69
7,100,1800.722,10.478774304502263,Time limit reached,46772
8,100,1797.956,24.108063590273748,primal>=tree.incumbent,56573
9,100,1802.609,14.72420539058389,Time limit reached,54362
10,100,1802.814,10.04305129791019,Time limit reached,45979
1,105,1421.003,25.149555719140817,primal>=tree.incumbent,40295
2,105,1801.824,28.16544071012621,Time limit reached,41678
3,105,1800.148,26.30828316082056,Time limit reached,45416
4,105,1803.545,26.086294507386118,Time limit reached,38009
5,105,1803.913,16.271576815663515,Time limit reached,46057
6,105,1800.715,12.781802480088713,Time limit reached,48611
7,105,1130.357,32.7448590847485,primal>=tree.incumbent,32419
8,105,1803.788,34.08370479967639,Time limit reached,47702
9,105,1800.8,21.806261595130557,Time limit reached,48207
10,105,1810.409,41.4158801805829,Time limit reached,41548
1,110,1805.407,16.671056871665726,Time limit reached,28662
2,110,1803.862,11.966823444608503,Time limit reached,49361
3,110,1803.911,-6.1769007057590954,Time limit reached,42113
4,110,1801.041,10.28342835188747,Time limit reached,34153
5,110,1802.293,10.250249739924474,Time limit reached,44687
6,110,1804.212,13.946425671704947,Time limit reached,53012
7,110,1800.972,46.595794119980376,Time limit reached,37883
8,110,1803.893,21.7170879186325,Time limit reached,48470
9,110,1800.94,13.451011858214873,Time limit reached,46128
10,110,1802.666,22.10894020690903,Time limit reached,47566
1,115,1801.8,11.776676657420515,Time limit reached,45012
2,115,1800.863,6.8105153253018464,Time limit reached,43394
3,115,1801.95,36.36696820519733,Time limit reached,45796
4,115,1802.648,51.825625915530395,Time limit reached,37781
5,115,1801.512,9.55584715067569,Time limit reached,42637
6,115,1802.076,15.221370593358056,Time limit reached,43909
7,115,1802.572,38.79879838341476,Time limit reached,43966
8,115,1802.568,30.704067195171223,Time limit reached,36327
9,115,1801.892,21.533633139404664,Time limit reached,43817
10,115,1803.332,-49.00614916920932,Time limit reached,47334
1,120,1800,Inf,Time limit reached,Inf
2,120,1801.888,8.320374995169868,Time limit reached,42588
3,120,1802.17,20.092135512022498,Time limit reached,45672
4,120,1801.666,1.3369983514975416,Time limit reached,41539
5,120,1801.917,7.6874047665954235,Time limit reached,38756
6,120,1801.515,14.90932400314012,Time limit reached,36126
7,120,1802.622,9.872834165200231,Time limit reached,41734
8,120,1803.537,23.34851509785777,Time limit reached,49369
9,120,1801.874,33.42950709176867,Time limit reached,47066
10,120,1804.082,4.3503059313033825,Time limit reached,39512
